"","X","Subclass","Superorder","Order","Family","Genus","EDGE_Scientific_name","IUCN_Scientific_name","Red.List.status","status.color","mean","median","five.percent","ninety.five.percent","min","max","EDGEScientificName","IUCNScientificName","habitat2","TLmax_cm","mindepth_m","maxdepth_m","mediandepth_m","depthrange_m","l10TLmax_cm","l10mindepth_m","l10maxdepth_m","l10depthrange_m","rlbincat3","predict","predictTLMin","thr_tl","thr_tlmindep","thr_tlcol","thr_tlmindepcol","Red.List.status.new","Red.List.status.new.color","Data.type","area.x","Shape_Leng","Shape_Area","area.y","mi.lat","max.lat","lat.range","G.species"
"1",975,"Elasmobranchii","Batoidea","Rhinopristiformes","Zanobatidae","Zanobatus","Zanobatus_schoenleinii","Zanobatus schoenleinii","DD","#D1D1C6",187.3967877,188.585561,158.5705836,218.411984,139.1406444,256.5955848,"Zanobatus schoenleinii","Zanobatus schoenleinii","Coastal and Continental",100,10,60,35,50,2,1,1.77815125,"1.698970004",NA,0.363429641,0.376721656,"notTHR","notTHR","green","green","notTHR","#90E2F6","molecular",1054680,250.2365373,88.06186216,1054680,-17.31551456,32.50308544,49.8186,"Zanobatus_schoenleinii"
"2",1119,"Elasmobranchii","Batoidea","Torpediniformes","Hypnidae","Hypnos","Hypnos_monopterygius","Hypnos monopterygius","LC","#60C659",157.8477321,152.8511529,123.4476621,206.995114,105.8129833,263.6958729,"Hypnos monopterygius","Hypnos monopterygius","Deepwater",60,1,240,120.5,239,1.77815125,0,2.380211242,"2.378397901",0,0.27605031,0.499528034,"notTHR","notTHR","green","green","LC","#60C659","taxonomic",1078950,321.7989264,98.95057212,1078950,-38.44868725,-10.02229271,28.42639454,"Hypnos_monopterygius"
"3",456,"Elasmobranchii","Batoidea","Myliobatiformes","Hexatrygonidae","Hexatrygon","Hexatrygon_bickelli","Hexatrygon bickelli","LC","#60C659",136.7106464,136.8796202,116.4263801,158.6972369,96.95148266,187.2343262,"Hexatrygon bickelli","Hexatrygon bickelli","Deepwater",168,362,1120,741,758,2.225309282,2.558708571,3.049218023,"2.879669206",0,0.462425066,0.193325305,"notTHR","notTHR","green","green","LC","#60C659","molecular",3506120,502.2749381,315.174646,3506120,-36.70523004,42.99905396,79.704284,"Hexatrygon_bickelli"
"4",357,"Elasmobranchii","Galeomorphs","Lamniformes","Mitsukurinidae","Mitsukurina","Mitsukurina_owstoni","Mitsukurina owstoni","LC","#60C659",129.3969721,135.3702548,88.49135683,159.2293549,86.36216087,189.2234724,"Mitsukurina owstoni","Mitsukurina owstoni","Pelagic",500,30,1300,665,1270,2.698970004,1.477121255,3.113943352,"3.103803721",0,0.670664105,0.490545828,"THR","notTHR","red","green","LC","#60C659","molecular",2212110,549.7588383,205.0815738,2212110,-43.0694576,48.38200527,91.45146288,"Mitsukurina_owstoni"
"5",1168,"Elasmobranchii","Batoidea","Torpediniformes","Platyrhinidae","Platyrhinoidis","Platyrhinoidis_triseriata","Platyrhinoidis triseriata","LC","#60C659",134.3886324,134.0492717,115.3874684,160.5590214,103.279883,193.4080551,"Platyrhinoidis triseriata","Platyrhinoidis triseriata","Coastal and Continental",91,1,137,69,136,1.959041392,0,2.136720567,"2.133538908",0,0.346371117,0.553079161,"notTHR","THR","green","red","LC","#60C659","molecular",97766.8984,75.22045916,9.124828929,97766.89844,22.58259054,37.87589711,15.29330657,"Platyrhinoidis_triseriata"
"6",917,"Elasmobranchii","Batoidea","Rhinopristiformes","Pristidae","Anoxypristis","Anoxypristis_cuspidata","Anoxypristis cuspidata","EN","#FC7F3F",117.2169019,125.0927947,69.11800589,146.8957891,67.63740548,171.4456,"Anoxypristis cuspidata","Anoxypristis cuspidata","Coastal and Continental",350,1,40,20.5,39,2.544068044,0,1.602059991,"1.591064607",1,0.605721564,0.712690491,"THR","THR","red","red","EN","#FC7F3F","molecular",3499870,2757.648909,296.2258682,3499870,-17.72469521,40.95294571,58.67764091,"Anoxypristis_cuspidata"
"7",489,"Elasmobranchii","Batoidea","Myliobatiformes","Plesiobatidae","Plesiobatis","Plesiobatis_daviesi","Plesiobatis daviesi","LC","#60C659",117.0617062,117.3682765,99.06841782,136.5562048,79.84457141,161.2616392,"Plesiobatis daviesi","Plesiobatis daviesi","Deepwater",270,44,680,362,636,2.431363764,1.643452676,2.832508913,"2.803457116",0,0.555843537,0.381498675,"THR","notTHR","red","green","LC","#60C659","molecular",1189140,283.1175615,104.321638,1189140,-31.79372991,29.21316867,61.00689857,"Plesiobatis_daviesi"
"8",358,"Elasmobranchii","Galeomorphs","Lamniformes","Odontaspididae","Carcharias","Carcharias_taurus","Carcharias taurus","VU","#F9E814",103.3448823,107.6841217,72.50709793,125.8955335,70.54947424,148.9641505,"Carcharias taurus","Carcharias taurus","Coastal and Continental",430,1,191,96,190,2.633468456,0,2.281033367,"2.278753601",1,0.643827882,0.733948554,"THR","THR","red","red","VU","#F9E814","molecular",10969900,2814.339694,1010.534916,10969900,-48.44473688,45.79730606,94.24204294,"Carcharias_taurus"
"9",348,"Elasmobranchii","Galeomorphs","Lamniformes","Alopiidae","Alopias","Alopias_superciliosus","Alopias superciliosus","VU","#F9E814",100.0538694,105.9317742,63.41965991,124.2694948,61.57932473,147.0269204,"Alopias superciliosus","Alopias superciliosus","Pelagic",460,1,723,362,722,2.662757832,0,2.859138297,"2.858537198",1,0.655951936,0.740690942,"THR","THR","red","red","VU","#F9E814","molecular",191352992,5330.45836,16411.95231,191352992,-42.1690519,57.12478431,99.29383621,"Alopias_superciliosus"
"10",922,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinidae","Rhina","Rhina_ancylostoma","Rhina ancylostoma","VU","#F9E814",99.38873648,105.8644587,58.89093216,124.7430066,57.24813997,142.5865718,"Rhina ancylostoma","Rhina ancylostoma","Coastal and Continental",270,1,90,45.5,89,2.431363764,0,1.954242509,"1.949390007",1,0.555843537,0.684499129,"THR","THR","red","red","VU","#F9E814","molecular",3582770,3583.480021,303.5537677,3582770,-32.30021149,40.95294571,73.2531572,"Rhina_ancylostoma"
"11",346,"Elasmobranchii","Squalimorphs","Hexanchiformes","Hexanchidae","Notorynchus","Notorynchus_cepedianus","Notorynchus cepedianus","DD","#D1D1C6",103.5776508,105.6322311,80.58700308,125.0922929,79.80720731,145.5229276,"Notorynchus cepedianus","Notorynchus cepedianus","Coastal and Continental",290,1,136,68.5,135,2.462397998,0,2.133538908,"2.130333768",NA,0.56973581,0.692410626,"THR","THR","red","red","THR","#648FF4","molecular",5976450,2362.548338,622.5535147,5976450,-57.61562783,56.79211426,114.4077421,"Notorynchus_cepedianus"
"12",68,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Leptochariidae","Leptocharias","Leptocharias_smithii","Leptocharias smithii","NT","#CCE226",101.8158838,101.5672787,65.99813925,135.9556984,60.24040527,183.513114,"Leptocharias smithii","Leptocharias smithii","Coastal and Continental",82,10,75,42.5,65,1.913813852,1,1.875061263,"1.812913357",NA,0.327984401,0.352988597,"notTHR","notTHR","green","green","NT","#CCE226","taxonomic",2809630,698.7291394,263.9014669,2809630,-18.71215206,44.43041611,63.14256817,"Leptocharias_smithii"
"13",920,"Elasmobranchii","Batoidea","Rhinopristiformes","Pristidae","Pristis","Pristis_pristis","Pristis pristis","CR","#D81E05",93.16923406,99.2988437,53.11522017,119.5484725,52.17793899,135.7649866,"Pristis pristis","Pristis pristis","Coastal and Continental",750,1,100,50.5,99,2.875061263,0,2,"1.995635195",1,0.73721997,0.786155996,"THR","THR","red","red","CR","#D81E05","molecular",7166220,5171.911985,600.7873947,7166220,-36.55867018,30.701107,67.25977718,"Pristis_pristis"
"14",350,"Elasmobranchii","Galeomorphs","Lamniformes","Cetorhinidae","Cetorhinus","Cetorhinus_maximus","Cetorhinus maximus","VU","#F9E814",95.26265493,98.77894846,68.46882545,115.1836641,66.55779164,136.5154751,"Cetorhinus maximus","Cetorhinus maximus","Pelagic",1000,1,2000,1000.5,1999,3,0,3.301029996,"3.300812794",1,0.778833485,0.810061781,"THR","THR","red","red","VU","#F9E814","molecular",134570000,6665.176325,13588.13356,134570000,-57.86686631,73.31808196,131.1849483,"Cetorhinus_maximus"
"15",617,"Elasmobranchii","Squalimorphs","Pristiophoriformes","Pristiophoridae","Pliotrema","Pliotrema_warreni","Pliotrema warreni","NT","#CCE226",92.96092461,97.24408642,59.6883924,114.7656098,55.16111588,140.3893026,"Pliotrema warreni","Pliotrema warreni","Deepwater",136,37,500,268.5,463,2.133538908,1.568201724,2.698970004,"2.665580991",NA,0.421272997,0.31440605,"notTHR","notTHR","green","green","NT","#CCE226","molecular",303784,59.74206868,29.10849812,303784,-37.60455206,-23.44945206,14.1551,"Pliotrema_warreni"
"16",575,"Elasmobranchii","Galeomorphs","Orectolobiformes","Brachaeluridae","Brachaelurus","Brachaelurus_colcloughi","Brachaelurus colcloughi","VU","#F9E814",91.65312823,96.05325943,63.21752988,110.5434275,62.26236397,127.8804028,"Brachaelurus colcloughi","Brachaelurus colcloughi","Coastal and Continental",76,5,100,52.5,95,1.880813592,0.698970004,2,"1.977723605",1,0.314890037,0.397767168,"notTHR","notTHR","green","green","VU","#F9E814","molecular",154613,67.18256918,13.61144417,154613,-28.95833916,-19.75850489,9.199834272,"Brachaelurus_colcloughi"
"17",576,"Elasmobranchii","Galeomorphs","Orectolobiformes","Brachaeluridae","Brachaelurus","Brachaelurus_waddi","Brachaelurus waddi","LC","#60C659",91.65312823,96.05325943,63.21752988,110.5434275,62.26236397,127.8804028,"Brachaelurus waddi","Brachaelurus waddi","Coastal and Continental",120,1,140,70.5,139,2.079181246,0,2.146128036,"2.1430148",0,0.397367116,0.588052152,"notTHR","THR","green","red","LC","#60C659","molecular",85770.2969,38.75215437,8.15443464,85770.29688,-35.17706597,-27.57822519,7.598840787,"Brachaelurus_waddi"
"18",1048,"Elasmobranchii","Squalimorphs","Squaliformes","Etmopteridae","Trigonognathus","Trigonognathus_kabeyai","Trigonognathus kabeyai","DD","#D1D1C6",91.71931418,94.6409086,61.69058747,116.896148,59.7652678,176.7160262,"Trigonognathus kabeyai","Trigonognathus kabeyai","Deepwater",44,270,360,315,90,1.643452676,2.431363764,2.556302501,"1.954242509",NA,0.2298412,0.116841119,"notTHR","notTHR","green","green","notTHR","#90E2F6","molecular",139553,71.32445472,13.04118229,139553,15.75098997,35.10455704,19.35356707,"Trigonognathus_kabeyai"
"19",63,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Hemigaleidae","Hemipristis","Hemipristis_elongata","Hemipristis elongata","VU","#F9E814",91.43232266,94.34933273,64.96598656,113.7137863,64.02073709,132.2068777,"Hemipristis elongata","Hemipristis elongata","Coastal and Continental",240,1,130,65.5,129,2.380211242,0,2.113943352,"2.11058971",1,0.532763867,0.671223862,"THR","THR","red","red","VU","#F9E814","molecular",8672480,2250.950399,742.683478,8672480,-36.30015447,40.95294571,77.25310018,"Hemipristis_elongata"
"20",341,"Elasmobranchii","Squalimorphs","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","Chlamydoselachus_anguineus","Chlamydoselachus anguineus","NT","#CCE226",97.48823771,93.58096086,74.53705213,133.4344259,72.1371607,203.4742636,"Chlamydoselachus anguineus","Chlamydoselachus anguineus","Deepwater",196,100,1500,800,1400,2.292256071,2,3.176091259,"3.146128036",NA,0.492805177,0.284673004,"notTHR","notTHR","green","green","NT","#CCE226","molecular",3293580,887.0562868,340.8919872,3293580,-47.72764002,72.93714837,120.6647884,"Chlamydoselachus_anguineus"
"21",340,"Elasmobranchii","Squalimorphs","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","Chlamydoselachus_africana","","NE","#FFFFFF",97.48823771,93.58096086,74.53705213,133.4344259,72.1371607,203.4742636,"Chlamydoselachus africana","","Deepwater",14,300,1400,850,1100,1.146128036,2.477121255,3.146128036,"3.041392685",NA,0.107740075,0.066061036,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",NA,NA,NA,NA,NA,NA,NA,"Chlamydoselachus_africana"
"22",35,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Galeocerdo","Galeocerdo_cuvier","Galeocerdo cuvier","NT","#CCE226",83.91537944,86.24503894,60.88052259,103.4964729,59.87829684,122.8942135,"Galeocerdo cuvier","Galeocerdo cuvier","Pelagic",740,1,140,70.5,139,2.86923172,0,2.146128036,"2.1430148",NA,0.7351601,0.784988812,"THR","THR","red","red","NT","#CCE226","molecular",26274000,6049.343616,2241.87282,26274000,-38.11219163,52.9531502,91.06534183,"Galeocerdo_cuvier"
"23",918,"Elasmobranchii","Batoidea","Rhinopristiformes","Pristidae","Pristis","Pristis_clavata","Pristis clavata","EN","#FC7F3F",80.64747118,86.24453956,46.49119646,102.2167541,45.66307345,118.750746,"Pristis clavata","Pristis clavata","Coastal and Continental",310,1,100,50.5,99,2.491361694,0,2,"1.995635195",1,0.582603349,0.699693753,"THR","THR","red","red","EN","#FC7F3F","molecular",3356260,1851.591433,276.1518818,3356260,-21.35598778,22.22322114,43.57920892,"Pristis_clavata"
"24",388,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis_microps","Dasyatis microps","DD","#D1D1C6",86.54713779,85.50702947,78.79859558,99.32402251,60.56290038,117.1538501,"Dasyatis microps","Dasyatis microps","Coastal and Continental",NA,1,200,100.5,199,NA,0,2.301029996,"2.298853076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"molecular",1797650,537.1453865,149.3170453,1797650,-26.90023297,24,50.90023297,"Dasyatis_microps"
"25",967,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinobatidae","Zapteryx","Zapteryx_exasperata","Zapteryx exasperata","DD","#D1D1C6",82.21865252,82.7524684,45.87471209,113.334314,38.40610546,139.3586111,"Zapteryx exasperata","Zapteryx exasperata","Coastal and Continental",97,1,200,100.5,199,1.986771734,0,2.301029996,"2.298853076",NA,0.357880196,0.561211463,"notTHR","THR","green","red","THR","#648FF4","molecular",419932,115.9212084,39.09760823,419932,21.96781016,38.42471767,16.45690751,"Zapteryx_exasperata"
"26",966,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinobatidae","Zapteryx","Zapteryx_brevirostris","Zapteryx brevirostris","VU","#F9E814",81.81459597,81.82347229,45.61244178,113.4788197,38.54141031,139.3454303,"Zapteryx brevirostris","Zapteryx brevirostris","Coastal and Continental",66,10,50,30,40,1.819543936,1,1.698970004,"1.602059991",1,0.291351477,0.327838359,"notTHR","notTHR","green","green","VU","#F9E814","molecular",154681,46.2857493,14.67107605,154681,-38.28241456,-23.13351456,15.1489,"Zapteryx_brevirostris"
"27",469,"Elasmobranchii","Batoidea","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus_flagellum","Aetobatus flagellum","EN","#FC7F3F",80.59949756,80.91102541,68.01318307,93.98926093,54.80761454,110.9723599,"Aetobatus flagellum","Aetobatus flagellum","Coastal and Continental",126,1,200,100.5,199,2.100370545,0,2.301029996,"2.298853076",1,0.406634455,0.594139505,"notTHR","THR","green","red","EN","#FC7F3F","molecular",477171,376.7424516,41.47468191,477171,-6.48496198,35.95887096,42.44383294,"Aetobatus_flagellum"
"28",470,"Elasmobranchii","Batoidea","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus_narinari","Aetobatus narinari","NT","#CCE226",80.59949756,80.91102541,68.01318307,93.98926093,54.80761454,110.9723599,"Aetobatus narinari","Aetobatus narinari","Coastal and Continental",NA,1,60,30.5,59,NA,0,1.77815125,"1.770852012",NA,NA,NA,NA,NA,NA,NA,"NT","#CCE226","molecular",25432200,5471.36172,2136.060044,25432200,-34.85650148,35.25444019,70.11094167,"Aetobatus_narinari"
"29",919,"Elasmobranchii","Batoidea","Rhinopristiformes","Pristidae","Pristis","Pristis_pectinata","Pristis pectinata","CR","#D81E05",74.55697372,79.77045069,43.4221001,94.0180059,42.58803709,110.3086261,"Pristis pectinata","Pristis pectinata","Coastal and Continental",760,1,100,50.5,99,2.880813592,0,2,"1.995635195",1,0.739242422,0.787303192,"THR","THR","red","red","CR","#D81E05","molecular",2084660,1706.948623,180.795629,2084660,-36.55867018,36.71666,73.27533018,"Pristis_pectinata"
"30",921,"Elasmobranchii","Batoidea","Rhinopristiformes","Pristidae","Pristis","Pristis_zijsron","Pristis zijsron","CR","#D81E05",74.55697372,79.77045069,43.4221001,94.0180059,42.58803709,110.3086261,"Pristis zijsron","Pristis zijsron","Coastal and Continental",730,1,40,20.5,39,2.86332286,0,1.602059991,"1.591064607",1,0.733061691,0.783801034,"THR","THR","red","red","CR","#D81E05","molecular",5842060,3820.157468,488.9951241,5842060,-34.71979474,30.51456114,65.23435588,"Pristis_zijsron"
"31",342,"Elasmobranchii","Squalimorphs","Hexanchiformes","Hexanchidae","Heptranchias","Heptranchias_perlo","Heptranchias perlo","NT","#CCE226",76.60741032,78.63018005,59.26943031,91.80127566,58.69276009,107.729385,"Heptranchias perlo","Heptranchias perlo","Deepwater",139,1,1000,500.5,999,2.1430148,0,3,"2.999565488",NA,0.425481838,0.606301493,"notTHR","THR","green","red","NT","#CCE226","molecular",15220000,3045.42294,1399.284315,15220000,-46.97214247,49.42416729,96.39630977,"Heptranchias_perlo"
"32",1165,"Elasmobranchii","Batoidea","Torpediniformes","Platyrhinidae","Platyrhina","Platyrhina_hyugaensis","","NE","#FFFFFF",79.66363167,76.17749306,59.8000125,112.3954764,49.73507992,160.2548279,"Platyrhina hyugaensis","","Coastal and Continental",73,1,100,50.5,99,1.86332286,0,2,"1.995635195",NA,0.308065614,0.524816546,"notTHR","THR","green","red","THR","#648FF4","taxonomic",NA,NA,NA,NA,NA,NA,NA,"Platyrhina_hyugaensis"
"33",1167,"Elasmobranchii","Batoidea","Torpediniformes","Platyrhinidae","Platyrhina","Platyrhina_tangi","","NE","#FFFFFF",79.64533678,75.92504094,59.77552209,112.736381,49.73507992,172.3446573,"Platyrhina tangi","","Coastal and Continental",117,10,100,55,90,2.068185862,1,2,"1.954242509",NA,0.392586587,0.395932951,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",NA,NA,NA,NA,NA,NA,NA,"Platyrhina_tangi"
"34",1166,"Elasmobranchii","Batoidea","Torpediniformes","Platyrhinidae","Platyrhina","Platyrhina_sinensis","Platyrhina sinensis","VU","#F9E814",79.52828054,75.87324441,59.84946498,112.329586,50.30308739,172.2184613,"Platyrhina sinensis","Platyrhina sinensis","Coastal and Continental",68,1,100,50.5,99,1.832508913,0,2,"1.995635195",1,0.296245526,0.515675387,"notTHR","THR","green","red","VU","#F9E814","molecular",1783300,638.3839635,166.0540236,1783300,8.09056159,40.95294571,32.86238412,"Platyrhina_sinensis"
"35",282,"Holocephali","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","Callorhinchus_callorynchus","Callorhinchus callorynchus","LC","#60C659",72.14810439,72.0913532,69.00544211,76.39229561,68.49936049,81.43184877,"Callorhinchus callorynchus","Callorhinchus callorynchus","Deepwater",102,10,481,245.5,471,2.008600172,1,2.682145076,"2.673020907",0,0.367057246,0.379124869,"notTHR","notTHR","green","green","LC","#60C659","molecular",2000700,960.0550541,220.6430183,2000700,-56.94936843,-3.353771605,53.59559682,"Callorhinchus_callorynchus"
"36",1001,"Elasmobranchii","Squalimorphs","Echinorhiniformes","Echinorhinidae","Echinorhinus","Echinorhinus_brucus","Echinorhinus brucus","DD","#D1D1C6",75.03786812,71.94367722,42.11967299,115.8200257,33.0584315,157.0551947,"Echinorhinus brucus","Echinorhinus brucus","Deepwater",310,400,900,650,500,2.491361694,2.602059991,2.954242509,"2.698970004",NA,0.582603349,0.241313724,"THR","notTHR","red","green","notTHR","#90E2F6","molecular",9208020,1770.017013,905.2408352,9208020,-45.76297378,60.58541489,106.3483887,"Echinorhinus_brucus"
"37",1002,"Elasmobranchii","Squalimorphs","Echinorhiniformes","Echinorhinidae","Echinorhinus","Echinorhinus_cookei","Echinorhinus cookei","NT","#CCE226",75.03786812,71.94367722,42.11967299,115.8200257,33.0584315,157.0551947,"Echinorhinus cookei","Echinorhinus cookei","Deepwater",400,10,1500,755,1490,2.602059991,1,3.176091259,"3.173186268",NA,0.630618959,0.552833753,"THR","THR","red","red","NT","#CCE226","molecular",1884520,406.6191463,177.7497457,1884520,-45.80646338,39.70972197,85.51618535,"Echinorhinus_cookei"
"38",331,"Elasmobranchii","Galeomorphs","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus_francisci","Heterodontus francisci","DD","#D1D1C6",76.62701181,70.96492528,36.76903543,125.4420076,25.64835774,165.8444062,"Heterodontus francisci","Heterodontus francisci","Coastal and Continental",122,1,152,76.5,151,2.086359831,0,2.181843588,"2.178976947",NA,0.400498857,0.590117565,"notTHR","THR","green","red","THR","#648FF4","molecular",479639,133.8776638,44.42257823,479639,21.96781016,38.61421065,16.6464005,"Heterodontus_francisci"
"39",473,"Elasmobranchii","Batoidea","Myliobatiformes","Myliobatidae","Aetomylaeus","Aetomylaeus_vespertilio","Aetomylaeus vespertilio","EN","#FC7F3F",69.59544492,70.7700349,40.68163863,93.23498327,28.91397705,113.6488917,"Aetomylaeus vespertilio","Aetomylaeus vespertilio","Coastal and Continental",385,1,110,55.5,109,2.58546073,0,2.041392685,"2.037426498",1,0.623556762,0.722658437,"THR","THR","red","red","EN","#FC7F3F","molecular",959158,541.1072045,80.28701061,959158,-25.6722932,29.82861445,55.50090765,"Aetomylaeus_vespertilio"
"40",283,"Holocephali","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","Callorhinchus_capensis","Callorhinchus capensis","LC","#60C659",70.73575847,70.53257739,67.9258237,74.89531443,67.42491689,79.78812111,"Callorhinchus capensis","Callorhinchus capensis","Deepwater",120,10,374,192,364,2.079181246,1,2.572871602,"2.561101384",0,0.397367116,0.399062926,"notTHR","notTHR","green","green","LC","#60C659","molecular",338797,85.22464935,32.30940338,338797,-36.71797307,-21.73313752,14.98483555,"Callorhinchus_capensis"
"41",284,"Holocephali","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","Callorhinchus_milii","Callorhinchus milii","LC","#60C659",70.73575847,70.53257739,67.9258237,74.89531443,67.42491689,79.78812111,"Callorhinchus milii","Callorhinchus milii","Deepwater",120,10,227,118.5,217,2.079181246,1,2.356025857,"2.336459734",0,0.397367116,0.399062926,"notTHR","notTHR","green","green","LC","#60C659","molecular",1188820,360.5732545,124.0076285,1188820,-48.74916758,-31.46841621,17.28075136,"Callorhinchus_milii"
"42",351,"Elasmobranchii","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias","VU","#F9E814",68.5274961,70.21617172,53.01057702,81.01660621,51.33971904,96.42141865,"Carcharodon carcharias","Carcharodon carcharias","Pelagic",600,1,1300,650.5,1299,2.77815125,0,3.113943352,"3.113609151",1,0.701667677,0.766153998,"THR","THR","red","red","VU","#F9E814","molecular",277804992,8160.045718,25538.01186,277804992,-59.47553742,66.08294865,125.5584861,"Carcharodon_carcharias"
"43",968,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinobatidae","Zapteryx","Zapteryx_xyster","Zapteryx xyster","DD","#D1D1C6",71.12163235,70.1960079,43.05479897,101.0710651,38.40610546,155.516314,"Zapteryx xyster","Zapteryx xyster","Coastal and Continental",NA,1,90,45.5,89,NA,0,1.954242509,"1.949390007",NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",177200,196.9932346,14.70882766,177200,-13.93346299,23.11759095,37.05105394,"Zapteryx_xyster"
"44",437,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Taeniura","Taeniura_lymma","Taeniura lymma","NT","#CCE226",69.07241403,69.12650228,56.37681775,83.28714465,43.87359042,97.03752519,"Taeniura lymma","Taeniura lymma","Coastal and Continental",75,1,20,10.5,19,1.875061263,0,1.301029996,"1.278753601",NA,0.312636606,0.528294783,"notTHR","THR","green","red","NT","#CCE226","molecular",2682760,3020.003156,224.023384,2682760,-30.53498453,30.51833343,61.05331797,"Taeniura_lymma"
"45",965,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinobatidae","Trygonorrhina","Trygonorrhina_melaleuca","","NE","#FFFFFF",71.801435,68.52774612,43.02153917,112.425215,36.79714858,182.2511391,"Trygonorrhina melaleuca","","Coastal and Continental",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",NA,NA,NA,NA,NA,NA,NA,"Trygonorrhina_melaleuca"
"46",963,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinobatidae","Trygonorrhina","Trygonorrhina_dumerilii","Trygonorrhina dumerilli","LC","#60C659",71.74106047,68.46719019,43.25620849,111.4393296,37.25389622,178.9811956,"Trygonorrhina dumerilii","Trygonorrhina dumerilli","Coastal and Continental",24,30,205,117.5,175,1.380211242,1.477121255,2.311753861,"2.243038049",0,0.156019672,0.16724095,"notTHR","notTHR","green","green","LC","#60C659","taxonomic",829072,161.7459456,82.73263755,829072,-41.41110992,-30.71998124,10.69112868,"Trygonorrhina_dumerilii"
"47",595,"Elasmobranchii","Galeomorphs","Orectolobiformes","Orectolobidae","Eucrossorhinus","Eucrossorhinus_dasypogon","Eucrossorhinus dasypogon","LC","#60C659",65.44782844,68.44927791,35.4996686,90.63406506,34.90324692,110.0374375,"Eucrossorhinus dasypogon","Eucrossorhinus dasypogon","Coastal and Continental",125,1,40,20.5,39,2.096910013,0,1.602059991,"1.591064607",0,0.405116221,0.59314727,"notTHR","THR","green","red","LC","#60C659","molecular",1421200,574.8097553,118.5388789,1421200,-26.59151808,0.832413497,27.42393158,"Eucrossorhinus_dasypogon"
"48",964,"Elasmobranchii","Batoidea","Rhinopristiformes","Rhinobatidae","Trygonorrhina","Trygonorrhina_fasciata","Trygonorrhina fasciata","LC","#60C659",71.66188424,68.40113663,43.1833037,111.0838994,36.79714858,188.7082997,"Trygonorrhina fasciata","Trygonorrhina fasciata","Coastal and Continental",120,1,160,80.5,159,2.079181246,0,2.204119983,"2.201397124",0,0.397367116,0.588052152,"notTHR","THR","green","red","LC","#60C659","molecular",115864,54.14036643,11.12675858,115864,-37.56639809,-26.98302811,10.58336997,"Trygonorrhina_fasciata"
"49",991,"Elasmobranchii","Squalimorphs","Squaliformes","Dalatiidae","Dalatias","Dalatias_licha","Dalatias licha","NT","#CCE226",70.43017388,67.50439062,30.82510285,105.1629804,17.24968724,132.385743,"Dalatias licha","Dalatias licha","Deepwater",182,37,1800,918.5,1763,2.260071388,1.568201724,3.255272505,"3.246252312",NA,0.478179421,0.347691348,"notTHR","notTHR","green","green","NT","#CCE226","molecular",6896730,1406.375751,687.3301993,6896730,-47.66423177,60.25856299,107.9227948,"Dalatias_licha"
"50",1071,"Elasmobranchii","Squalimorphs","Squaliformes","Squalidae","Cirrhigaleus","Cirrhigaleus_asper","Cirrhigaleus asper","DD","#D1D1C6",60.60883231,67.43748318,22.50450607,82.42623165,21.95494335,103.4601022,"Cirrhigaleus asper","Cirrhigaleus asper","Deepwater",118,73,600,336.5,527,2.071882007,1.86332286,2.77815125,"2.721810615",NA,0.394191336,0.253744649,"notTHR","notTHR","green","green","notTHR","#90E2F6","molecular",2133320,480.6246345,191.3983153,2133320,-36.33685206,36.55074794,72.8876,"Cirrhigaleus_asper"
"51",246,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Triakidae","Iago","Iago_garricki","Iago garricki","LC","#60C659",65.12081377,67.36555944,39.85424663,83.67066935,33.19227905,107.1882739,"Iago garricki","Iago garricki","Deepwater",75,250,475,362.5,225,1.875061263,2.397940009,2.67669361,"2.352182518",0,0.312636606,0.151636973,"notTHR","notTHR","green","green","LC","#60C659","molecular",1650510,462.046978,139.1968731,1650510,-26.71481429,18.61319153,45.32800582,"Iago_garricki"
