"","X","Subclass","Superorder","Order","Family","Genus","EDGE_Scientific_name","IUCN_Scientific_name","Red.List.status","status.color","mean","median","five.percent","ninety.five.percent","min","max","EDGEScientificName","IUCNScientificName","habitat2","TLmax_cm","mindepth_m","maxdepth_m","mediandepth_m","depthrange_m","l10TLmax_cm","l10mindepth_m","l10maxdepth_m","l10depthrange_m","rlbincat3","predict","predictTLMin","thr_tl","thr_tlmindep","thr_tlcol","thr_tlmindepcol","Red.List.status.new","Red.List.status.new.color","Data.type","area.x","Shape_Leng","Shape_Area","area.y","mi.lat","max.lat","lat.range","G.species"
"614",758,"Elasmobranchii","Batoidea","Rajiformes","Rajidae","Breviraja","Breviraja_colesi","Breviraja colesi","DD","#D1D1C6",28.13923093,25.56273233,12.90236227,51.95306096,6.111767239,131.5682654,"Breviraja colesi","Breviraja colesi","Deepwater",40,366,522,444,156,1.602059991,2.563481085,2.717670503,"2.193124598",NA,0.216782217,0.102201637,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",587905,213.5275932,51.82933776,587905,19.44538544,28.13138544,8.686,"Breviraja_colesi"
"615",759,"Elasmobranchii","Batoidea","Rajiformes","Rajidae","Breviraja","Breviraja_nigriventralis","Breviraja nigriventralis","DD","#D1D1C6",28.15275402,25.55209983,12.79633353,52.61706543,5.843439354,131.5605049,"Breviraja nigriventralis","Breviraja nigriventralis","Deepwater",44,549,776,662.5,227,1.643452676,2.739572344,2.889861721,"2.356025857",NA,0.2298412,0.094613736,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",129574,50.61820521,10.68031228,129574,5.276385441,13.52998544,8.2536,"Breviraja_nigriventralis"
"616",265,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Triakidae","Mustelus","Mustelus_mustelus","Mustelus mustelus","VU","#F9E814",23.14828921,25.54271093,12.22415789,32.09039886,7.042728927,39.46967362,"Mustelus mustelus","Mustelus mustelus","Coastal and Continental",164,1,350,175.5,349,2.214843848,0,2.544068044,"2.542825427",1,0.457695298,0.626485445,"notTHR","THR","green","red","VU","#F9E814","molecular",3627500,1018.306702,397.3872995,3627500,22.77846446,61.16024794,38.38178348,"Mustelus_mustelus"
"617",832,"Elasmobranchii","Batoidea","Rajiformes","Rajidae","Leucoraja","Leucoraja_ocellata","Leucoraja ocellata","EN","#FC7F3F",25.68795791,25.52958592,13.79010636,38.77370837,8.195546155,64.36952769,"Leucoraja ocellata","Leucoraja ocellata","Coastal and Continental",121,1,317,159,316,2.08278537,0,2.501059262,"2.499687083",1,0.398938424,0.589089518,"notTHR","THR","green","red","EN","#FC7F3F","molecular",306392,154.6991838,33.85528205,306392,35.33148544,48.53828544,13.2068,"Leucoraja_ocellata"
"618",760,"Elasmobranchii","Batoidea","Rajiformes","Rajidae","Breviraja","Breviraja_spinosa","Breviraja spinosa","DD","#D1D1C6",28.17337735,25.50328394,12.84406663,52.87467662,5.963972737,150.9397412,"Breviraja spinosa","Breviraja spinosa","Deepwater",33,366,671,518.5,305,1.51851394,2.563481085,2.82672252,"2.484299839",NA,0.192084754,0.09344308,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",36405.8984,23.55022146,3.400375146,36405.89844,24.52168544,33.69098544,9.169299999,"Breviraja_spinosa"
"619",1158,"Elasmobranchii","Batoidea","Torpediniformes","Narkidae","Heteronarce","Heteronarce_prabhui","Heteronarce prabhui","DD","#D1D1C6",27.52417977,25.44859446,16.0029612,46.41746981,10.27712749,98.84591317,"Heteronarce prabhui","Heteronarce prabhui","Deepwater",NA,300,300,300,0,NA,2.477121255,2.477121255,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",4102.1099,2.509933611,0.336949082,4102.109863,8.089888868,8.975785969,0.885897101,"Heteronarce_prabhui"
"620",825,"Elasmobranchii","Batoidea","Rajiformes","Rajidae","Leucoraja","Leucoraja_erinacea","Leucoraja erinacea","NT","#CCE226",25.6139958,25.44384218,13.74754802,38.57996538,7.023509913,64.36952769,"Leucoraja erinacea","Leucoraja erinacea","Coastal and Continental",60,1,90,45.5,89,1.77815125,0,1.954242509,"1.949390007",NA,0.27605031,0.499528034,"notTHR","notTHR","green","green","NT","#CCE226","molecular",325821,165.7408273,36.35937293,325821,35.34668544,50.73238544,15.3857,"Leucoraja_erinacea"
"621",1157,"Elasmobranchii","Batoidea","Torpediniformes","Narkidae","Heteronarce","Heteronarce_mollis","Heteronarce mollis","DD","#D1D1C6",27.70573982,25.40717391,16.01149938,48.13802222,10.10671478,94.32091059,"Heteronarce mollis","Heteronarce mollis","Coastal and Continental",25.5,73,346,209.5,273,1.40654018,1.86332286,2.539076099,"2.436162647",NA,0.162431801,0.133591463,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",52774.1016,17.6445974,4.319739967,52774.10156,3.16433213,14.01953886,10.85520673,"Heteronarce_mollis"
"622",409,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Himantura","Himantura_kittipongi","Himantura kittipongi","EN","#FC7F3F",27.09967419,25.40447552,15.91666151,44.50118095,9.980338975,76.72794548,"Himantura kittipongi","Himantura kittipongi","Freshwater",NA,1,50,25.5,49,NA,0,1.698970004,"1.69019608",1,NA,NA,NA,NA,NA,NA,"EN","#FC7F3F","taxonomic",36739.6992,24.02370329,3.082256419,36739.69922,13.23032381,16.37415877,3.143834961,"Himantura_kittipongi"
"623",490,"Elasmobranchii","Batoidea","Myliobatiformes","Potamotrygonidae","Heliotrygon","Heliotrygon_gomesi","","NE","#FFFFFF",27.74347704,25.36059576,17.09252265,46.37336024,11.82969013,78.98541181,"Heliotrygon gomesi","","Freshwater",137,1,50,25.5,49,2.136720567,0,1.698970004,"1.69019608",NA,0.422684929,0.604514275,"notTHR","THR","green","red","THR","#648FF4","taxonomic",NA,NA,NA,NA,NA,NA,NA,"Heliotrygon_gomesi"
"624",491,"Elasmobranchii","Batoidea","Myliobatiformes","Potamotrygonidae","Heliotrygon","Heliotrygon_rosai","","NE","#FFFFFF",27.74347704,25.36059576,17.09252265,46.37336024,11.82969013,78.98541181,"Heliotrygon rosai","","Freshwater",150,1,50,25.5,49,2.176091259,0,1.698970004,"1.69019608",NA,0.440254204,0.615645716,"notTHR","THR","green","red","THR","#648FF4","taxonomic",NA,NA,NA,NA,NA,NA,NA,"Heliotrygon_rosai"
"625",1156,"Elasmobranchii","Batoidea","Torpediniformes","Narkidae","Heteronarce","Heteronarce_garmani","Heteronarce garmani","VU","#F9E814",27.54253395,25.34569806,15.9753442,47.20527597,10.1528796,89.83606873,"Heteronarce garmani","Heteronarce garmani","Coastal and Continental",25,73,329,201,256,1.397940009,1.86332286,2.517195898,"2.408239965",1,0.160314281,0.132412718,"notTHR","notTHR","green","green","VU","#F9E814","taxonomic",111828,38.79212967,10.33970248,111828,-34.68167027,-20.75536918,13.92630109,"Heteronarce_garmani"
"626",1155,"Elasmobranchii","Batoidea","Torpediniformes","Narkidae","Heteronarce","Heteronarce_bentuviai","Heteronarce bentuviai","DD","#D1D1C6",27.53761261,25.32896007,16.00099167,46.35368131,10.10671478,123.7663941,"Heteronarce bentuviai","Heteronarce bentuviai","Coastal and Continental",19,80,200,140,120,1.278753601,1.903089987,2.301029996,"2.079181246",NA,0.133225212,0.113861369,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",3209.25,3.798600549,0.296442302,3209.25,28.05674345,29.5490284,1.492284949,"Heteronarce_bentuviai"
"627",214,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_boa","Scyliorhinus boa","LC","#60C659",28.08398104,25.21079824,14.04229929,53.09554706,8.873142037,97.63953799,"Scyliorhinus boa","Scyliorhinus boa","Deepwater",54,329,676,502.5,347,1.73239376,2.517195898,2.829946696,"2.540329475",0,0.2597267,0.121035521,"notTHR","notTHR","green","green","LC","#60C659","taxonomic",1613970,273.0629889,135.7354075,1613970,3.97264794,21.93744794,17.9648,"Scyliorhinus_boa"
"628",227,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_torrei","Scyliorhinus torrei","LC","#60C659",28.21714899,25.20737117,14.10361336,53.1072704,8.939712839,139.081851,"Scyliorhinus torrei","Scyliorhinus torrei","Deepwater",32,229,550,389.5,321,1.505149978,2.359835482,2.740362689,"2.506505032",0,0.18833969,0.10599325,"notTHR","notTHR","green","green","LC","#60C659","taxonomic",566617,162.655352,50.37466633,566617,16.76734794,30.50944794,13.7421,"Scyliorhinus_torrei"
"629",256,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Triakidae","Mustelus","Mustelus_henlei","Mustelus henlei","LC","#60C659",22.96720642,25.15888173,12.382597,31.81044861,6.980950228,40.58120893,"Mustelus henlei","Mustelus henlei","Coastal and Continental",95,1,266,133.5,265,1.977723605,0,2.424881637,"2.423245874",0,0.354106092,0.55856137,"notTHR","THR","green","red","LC","#60C659","molecular",789676,199.2518854,70.68107022,789676,-17.16186046,40.75088575,57.9127462,"Mustelus_henlei"
"630",225,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_tokubee","Scyliorhinus tokubee","DD","#D1D1C6",27.96686701,25.15251685,14.17536362,51.86197731,8.862398661,126.5359482,"Scyliorhinus tokubee","Scyliorhinus tokubee","Deepwater",41,100,317,208.5,217,1.612783857,2,2.501059262,"2.336459734",NA,0.220113229,0.150712348,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",20862.4004,9.448164601,2.046270743,20862.40039,33.70825012,35.3168335,1.608583379,"Scyliorhinus_tokubee"
"631",1101,"Elasmobranchii","Squalimorphs","Squatiniformes","Squatinidae","Squatina","Squatina_albipunctata","Squatina albipunctata","VU","#F9E814",24.42402838,25.15146012,15.27108508,32.0242065,10.58245429,45.50830076,"Squatina albipunctata","Squatina albipunctata","Deepwater",98.5,60,315,187.5,255,1.99343623,1.77815125,2.498310554,"2.40654018",1,0.360671394,0.248468002,"notTHR","notTHR","green","green","VU","#F9E814","molecular",614471,99.31611593,54.56102708,614471,-39.26970238,-14.71733394,24.55236845,"Squatina_albipunctata"
"632",252,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Triakidae","Mustelus","Mustelus_canis","Mustelus canis","NT","#CCE226",22.93556248,25.15051456,11.88122473,31.83905897,6.682427462,40.58120893,"Mustelus canis","Mustelus canis","Coastal and Continental",150,10,808,409,798,2.176091259,1,2.907411361,"2.902002891",NA,0.440254204,0.426980092,"notTHR","notTHR","green","green","NT","#CCE226","molecular",5016060,976.0259049,457.85437,5016060,-45.72105206,43.95068591,89.67173797,"Mustelus_canis"
"633",51,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon_lalandii","Rhizoprionodon lalandii","DD","#D1D1C6",24.1555299,25.13573988,16.00258622,31.51910553,10.95481459,43.03978544,"Rhizoprionodon lalandii","Rhizoprionodon lalandii","Coastal and Continental",77,3,70,36.5,67,1.886490725,0.477121255,1.84509804,"1.826074803",NA,0.317122589,0.440717461,"notTHR","notTHR","green","green","notTHR","#90E2F6","molecular",1517870,392.9335899,126.1221185,1517870,-27.37145206,13.52994794,40.9014,"Rhizoprionodon_lalandii"
"634",220,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_haeckelii","Scyliorhinus haeckelii","DD","#D1D1C6",28.10846679,25.12512686,14.12829335,52.49853481,8.679231066,124.6115209,"Scyliorhinus haeckelii","Scyliorhinus haeckelii","Deepwater",50,37,402,219.5,365,1.698970004,1.568201724,2.604226053,"2.562292864",NA,0.248206545,0.214816642,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",2180060,333.0492204,185.7309572,2180060,-36.88075206,12.30244794,49.1832,"Scyliorhinus_haeckelii"
"635",52,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon_longurio","Rhizoprionodon longurio","DD","#D1D1C6",24.16889643,25.11353754,16.11182127,31.65039243,11.18904858,43.03978544,"Rhizoprionodon longurio","Rhizoprionodon longurio","Coastal and Continental",154,1,27,14,26,2.187520721,0,1.431363764,"1.414973348",NA,0.445384829,0.618855226,"notTHR","THR","green","red","THR","#648FF4","molecular",1238360,327.4983139,106.5308565,1238360,-16.0717651,34.45272605,50.52449115,"Rhizoprionodon_longurio"
"636",217,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_cervigoni","Scyliorhinus cervigoni","DD","#D1D1C6",28.00708891,25.1054588,13.87261493,52.39769465,8.679231066,128.9154031,"Scyliorhinus cervigoni","Scyliorhinus cervigoni","Deepwater",76,45,500,272.5,455,1.880813592,1.653212514,2.698970004,"2.658011397",NA,0.314890037,0.241394465,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",1129110,199.2365518,92.91304444,1129110,-17.18885206,20.81684794,38.0057,"Scyliorhinus_cervigoni"
"637",8,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_brachyurus","Carcharhinus brachyurus","NT","#CCE226",24.16425355,25.07939095,14.66824186,32.95810044,7.402877041,44.57531167,"Carcharhinus brachyurus","Carcharhinus brachyurus","Pelagic",294,1,100,50.5,99,2.46834733,0,2,"1.995635195",NA,0.572387184,0.693914633,"THR","THR","red","red","NT","#CCE226","molecular",7865880,2064.918661,774.0142534,7865880,-52.5772655,45.79730606,98.37457156,"Carcharhinus_brachyurus"
"638",463,"Elasmobranchii","Batoidea","Myliobatiformes","Mobulidae","Mobula","Mobula_kuhlii","Mobula kuhlii","DD","#D1D1C6",25.38381004,25.07313615,16.463869,34.87183476,10.82621215,44.2333401,"Mobula kuhlii","Mobula kuhlii","Coastal and Continental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"molecular",1507090,468.2024266,125.9120845,1507090,-34.2619063,23.39985247,57.66175877,"Mobula_kuhlii"
"639",468,"Elasmobranchii","Batoidea","Myliobatiformes","Mobulidae","Mobula","Mobula_thurstoni","Mobula thurstoni","NT","#CCE226",25.38670188,25.04528463,16.6231018,34.88579128,10.11312804,44.2333401,"Mobula thurstoni","Mobula thurstoni","Pelagic",NA,1,100,50.5,99,NA,0,2,"1.995635195",NA,NA,NA,NA,NA,NA,NA,"NT","#CCE226","molecular",2076490,599.6247778,173.4057827,2076490,-37.25665665,31.16124798,68.41790462,"Mobula_thurstoni"
"640",9,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_brevipinna","Carcharhinus brevipinna","NT","#CCE226",24.15621151,25.04449511,14.64476454,32.96112416,7.509016538,44.57531167,"Carcharhinus brevipinna","Carcharhinus brevipinna","Pelagic",278,1,75,38,74,2.444044796,0,1.875061263,"1.86923172",NA,0.561531944,0.687745159,"THR","THR","red","red","NT","#CCE226","molecular",15269600,3962.032898,1318.012613,15269600,-37.6751021,41.36750412,79.04260622,"Carcharhinus_brevipinna"
"641",402,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Himantura","Himantura_dalyensis","Himantura dalyensis","LC","#60C659",26.82990907,25.01585184,15.73212225,44.19130422,9.597837378,74.25061762,"Himantura dalyensis","Himantura dalyensis","Freshwater",41,1,15,8,14,1.612783857,0,1.176091259,"1.146128036",0,0.220113229,0.450550942,"notTHR","notTHR","green","green","LC","#60C659","taxonomic",30832.5,29.23977782,2.530689663,30832.5,-17.56649904,-7.264277935,10.3022211,"Himantura_dalyensis"
"642",218,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_comoroensis","Scyliorhinus comoroensis","DD","#D1D1C6",28.01463482,25.01310383,13.91595198,52.77113161,9.228148617,107.4750575,"Scyliorhinus comoroensis","Scyliorhinus comoroensis","Deepwater",46,200,400,300,200,1.662757832,2.301029996,2.602059991,"2.301029996",NA,0.236117491,0.130108399,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",53372.3984,11.28486059,4.429562521,53372.39844,-13.13655206,-10.73315206,2.4034,"Scyliorhinus_comoroensis"
"643",412,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Himantura","Himantura_marginata","Himantura marginata","DD","#D1D1C6",26.78418278,25.01156615,15.75718535,43.90930574,9.96709368,79.53691745,"Himantura marginata","Himantura marginata","Coastal and Continental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",124248,221.1587327,10.41695941,124248,5.739600543,22.2230835,16.48348295,"Himantura_marginata"
"644",417,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Himantura","Himantura_randalli","","NE","#FFFFFF",26.83086621,24.99405818,15.8152358,44.09293735,10.08986146,79.77583234,"Himantura randalli","","Coastal and Continental",106,1,60,30.5,59,2.025305865,0,1.77815125,"1.770852012",NA,0.374146712,0.572456853,"notTHR","THR","green","red","THR","#648FF4","taxonomic",NA,NA,NA,NA,NA,NA,NA,"Himantura_randalli"
"645",213,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_besnardi","Scyliorhinus besnardi","DD","#D1D1C6",27.96358964,24.99239286,14.08306839,52.28910927,8.939712839,104.7199908,"Scyliorhinus besnardi","Scyliorhinus besnardi","Coastal and Continental",47,140,190,165,50,1.672097858,2.146128036,2.278753601,"1.698970004",NA,0.23919621,0.145498297,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",180199,41.75662132,17.55567454,180199,-37.97325206,-29.55285206,8.4204,"Scyliorhinus_besnardi"
"646",221,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_hesperius","Scyliorhinus hesperius","DD","#D1D1C6",27.7749801,24.98309569,14.05990907,51.56259801,9.254943509,110.6502075,"Scyliorhinus hesperius","Scyliorhinus hesperius","Deepwater",47,274,457,365.5,183,1.672097858,2.437750563,2.6599162,"2.26245109",NA,0.23919621,0.119883915,"notTHR","notTHR","green","green","notTHR","#90E2F6","taxonomic",415849,70.15098727,34.63991588,415849,7.898654938,17.48204794,9.583393003,"Scyliorhinus_hesperius"
"647",219,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_garmani","Scyliorhinus garmani","DD","#D1D1C6",27.82508374,24.91781402,14.04625066,52.05130162,8.862683546,111.9017077,"Scyliorhinus garmani","Scyliorhinus garmani","Coastal and Continental",36,NA,NA,NA,NA,1.556302501,NA,NA,NA,NA,0.20298065,NA,"notTHR",NA,"green",NA,NA,NA,"taxonomic",882632,273.9079087,73.33245427,882632,4.98707661,20.1261213,15.13904469,"Scyliorhinus_garmani"
"648",222,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus_meadi","Scyliorhinus meadi","DD","#D1D1C6",27.65266566,24.90959523,14.01579553,51.26138915,8.862398661,109.0748338,"Scyliorhinus meadi","Scyliorhinus meadi","Deepwater",NA,329,548,438.5,219,NA,2.517195898,2.738780558,"2.340444115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",924215,202.097725,82.35402613,924215,18.14718056,34.22160235,16.0744218,"Scyliorhinus_meadi"
"649",379,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis_laevigata","Dasyatis laevigata","NT","#CCE226",28.10203762,24.89254371,11.50854745,55.44658383,6.204132949,74.64481337,"Dasyatis laevigata","Dasyatis laevigata","Coastal and Continental",NA,1,50,25.5,49,NA,0,1.698970004,"1.69019608",NA,NA,NA,NA,NA,NA,NA,"NT","#CCE226","molecular",214182,168.8699726,19.60027066,214182,21.59279626,33.20152664,11.60873038,"Dasyatis_laevigata"
"650",523,"Elasmobranchii","Batoidea","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera_marginata","Rhinoptera marginata","NT","#CCE226",26.94700771,24.87285648,14.32584676,48.03425424,8.927367974,82.75844862,"Rhinoptera marginata","Rhinoptera marginata","Coastal and Continental",NA,1,100,50.5,99,NA,0,2,"1.995635195",NA,NA,NA,NA,NA,NA,NA,"NT","#CCE226","taxonomic",1317550,637.0564244,125.8668727,1317550,-6.056814559,44.43041611,50.48723067,"Rhinoptera_marginata"
"651",387,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis_matsubarai","Dasyatis matsubarai","DD","#D1D1C6",23.89894531,24.81504168,11.56118533,34.30918071,7.328172569,43.6260312,"Dasyatis matsubarai","Dasyatis matsubarai","Coastal and Continental",NA,1,60,30.5,59,NA,0,1.77815125,"1.770852012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"molecular",282376,224.294299,28.75699474,282376,30.72082778,43.80841039,13.0875826,"Dasyatis_matsubarai"
"652",270,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Triakidae","Mustelus","Mustelus_schmitti","Mustelus schmitti","EN","#FC7F3F",22.47165958,24.80912424,10.61442159,31.83857154,6.736276272,42.15520621,"Mustelus schmitti","Mustelus schmitti","Coastal and Continental",109,10,165,87.5,155,2.037426498,1,2.217483944,"2.190331698",1,0.379324629,0.387222805,"notTHR","notTHR","green","green","EN","#FC7F3F","molecular",606576,100.0555382,63.08771261,606576,-45.35005206,-28.59512164,16.75493042,"Mustelus_schmitti"
"653",366,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis_brevicaudata","Dasyatis brevicaudata","LC","#60C659",23.89982672,24.78498615,11.58701028,34.32110183,7.317974794,43.6260312,"Dasyatis brevicaudata","Dasyatis brevicaudata","Deepwater",430,156,480,318,324,2.633468456,2.193124598,2.681241237,"2.51054501",0,0.643827882,0.339925312,"THR","notTHR","red","green","LC","#60C659","molecular",1240900,525.743235,125.2604367,1240900,-47.28432308,-22.15588039,25.12844269,"Dasyatis_brevicaudata"
"654",519,"Elasmobranchii","Batoidea","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera_brasiliensis","Rhinoptera brasiliensis","EN","#FC7F3F",26.80761675,24.67523623,14.46717455,47.80606681,8.927367974,79.56116826,"Rhinoptera brasiliensis","Rhinoptera brasiliensis","Coastal and Continental",NA,1,100,50.5,99,NA,0,2,"1.995635195",1,NA,NA,NA,NA,NA,NA,"EN","#FC7F3F","taxonomic",140999,66.08937499,12.94224349,140999,-34.08291456,-22.67971992,11.40319463,"Rhinoptera_brasiliensis"
"655",525,"Elasmobranchii","Batoidea","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera_peli","","NE","#FFFFFF",26.80946155,24.64284944,14.25700437,46.99112403,9.576471745,88.06022625,"Rhinoptera peli","","Coastal and Continental",NA,1,50,25.5,49,NA,0,1.698970004,"1.69019608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",NA,NA,NA,NA,NA,NA,NA,"Rhinoptera_peli"
"656",391,"Elasmobranchii","Batoidea","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis_parvonigra","Dasyatis parvonigra","DD","#D1D1C6",27.91628367,24.57817863,11.56516055,55.35129559,7.125408371,74.29525983,"Dasyatis parvonigra","Dasyatis parvonigra","Coastal and Continental",138,125,185,155,60,2.139879086,2.096910013,2.267171728,"1.77815125",NA,0.424087842,0.235649771,"notTHR","notTHR","green","green","notTHR","#90E2F6","molecular",72267.7969,9.736976264,6.17803118,72267.79688,-19.6355958,-16.99609474,2.639501056,"Dasyatis_parvonigra"
"657",13,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_dussumieri","Carcharhinus dussumieri","NT","#CCE226",24.08706828,24.56093808,15.32892962,32.77044788,7.893376961,44.7762995,"Carcharhinus dussumieri","Carcharhinus dussumieri","Coastal and Continental",100,1,170,85.5,169,2,0,2.230448921,"2.227886705",NA,0.363429641,0.565079554,"notTHR","THR","green","red","NT","#CCE226","molecular",7403260,2004.82867,622.7974824,7403260,-28.28149986,34.79100037,63.07250023,"Carcharhinus_dussumieri"
"658",29,"Elasmobranchii","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_sealei","Carcharhinus sealei","NT","#CCE226",24.11815036,24.56081467,15.49017977,32.77044788,8.155767013,44.7762995,"Carcharhinus sealei","Carcharhinus sealei","Coastal and Continental",95,1,40,20.5,39,1.977723605,0,1.602059991,"1.591064607",NA,0.354106092,0.55856137,"notTHR","THR","green","red","NT","#CCE226","molecular",8265320,2176.553188,688.1151538,8265320,-28.46759835,25.64419365,54.111792,"Carcharhinus_sealei"
"659",520,"Elasmobranchii","Batoidea","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera_hainanensis","","NE","#FFFFFF",26.75620946,24.55340909,14.30353087,47.85187199,9.24203569,88.62780465,"Rhinoptera hainanensis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxonomic",NA,NA,NA,NA,NA,NA,NA,"Rhinoptera_hainanensis"
"660",1020,"Elasmobranchii","Squalimorphs","Squaliformes","Etmopteridae","Etmopterus","Etmopterus_dislineatus","Etmopterus dislineatus","LC","#60C659",24.53842456,24.54671819,14.14619741,34.76855738,8.331541798,47.41045034,"Etmopterus dislineatus","Etmopterus dislineatus","Deepwater",45,590,700,645,110,1.653212514,2.770852012,2.84509804,"2.041392685",0,0.232999502,0.093562163,"notTHR","notTHR","green","green","LC","#60C659","molecular",554153,31.75134585,47.63469698,554153,-25.10569633,-15.49590896,9.609787366,"Etmopterus_dislineatus"
"661",1029,"Elasmobranchii","Squalimorphs","Squaliformes","Etmopteridae","Etmopterus","Etmopterus_molleri","Etmopterus molleri","DD","#D1D1C6",24.5624826,24.53355117,14.20703485,34.82963944,7.15310887,47.41045034,"Etmopterus molleri","Etmopterus molleri","Deepwater",46,238,655,446.5,417,1.662757832,2.376576957,2.8162413,"2.620136055",NA,0.236117491,0.123703601,"notTHR","notTHR","green","green","notTHR","#90E2F6","molecular",3245710,619.2321546,345.4008431,3245710,-54.78588334,45.78176632,100.5676497,"Etmopterus_molleri"
"662",517,"Elasmobranchii","Batoidea","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera_adspersa","","NE","#FFFFFF",26.70223548,24.52597249,14.19687178,47.47715873,9.267088256,84.32881744,"Rhinoptera adspersa","","Coastal and Continental",152,NA,NA,NA,NA,2.181843588,NA,NA,NA,NA,0.442834869,NA,"notTHR",NA,"green",NA,NA,NA,"taxonomic",NA,NA,NA,NA,NA,NA,NA,"Rhinoptera_adspersa"
"663",526,"Elasmobranchii","Batoidea","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera_sewelli","","NE","#FFFFFF",26.68254224,24.46325103,14.36353184,47.26005599,9.49387466,85.23116854,"Rhinoptera sewelli","","Coastal and Continental",124,NA,NA,NA,NA,2.093421685,NA,NA,NA,NA,0.403587627,NA,"notTHR",NA,"green",NA,NA,NA,"taxonomic",NA,NA,NA,NA,NA,NA,NA,"Rhinoptera_sewelli"
