"","toppID","TOPP.ID","serialNumber","commonName","yearDeployed","project","isDrifter","firstDetectionTime","firstDetectionLong","firstDetectionLat","numberDetections"
"240","1705001","1705001",59686,"Salmon Shark",2005,1,0,"2005-08-24T17:28:49Z","213.412","60.02",6
"241","1705002","1705002",59665,"Salmon Shark",2005,1,1,"2006-05-23T04:27:11Z","213.373","60.325",2
"242","1705003","1705003",59671,"Salmon Shark",2005,1,1,"2006-08-24T06:39:50Z","226.926","54.17",5
"243","1705005","1705005",59695,"Salmon Shark",2005,1,0,"2005-08-22T16:05:23Z","214.209","60.13",40
"244","1705006","1705006",59672,"Salmon Shark",2005,1,1,"2005-08-26T15:54:22Z","213.61","60.67",11
"245","1705007","1705007",59698,"Salmon Shark",2005,1,0,"2005-08-24T18:21:54Z","213.587","59.745",3
"246","1705008","1705008",59689,"Salmon Shark",2005,1,0,"2005-09-07T12:55:18Z","226.167","53.643",16
"247","1705009","1705009",54599,"Salmon Shark",2005,1,0,"2005-08-31T11:19:48Z","212.981","57.829",2
"248","1705011","1705011",59683,"Salmon Shark",2005,1,0,"2005-08-22T20:19:41Z","213.757","60.87",14
"249","1705012","1705012",59681,"Salmon Shark",2005,1,0,"2005-10-07T07:48:16Z","216.441","54.931",5
"250","1705013","1705013",59676,"Salmon Shark",2005,1,1,"2006-05-04T01:29:45Z","221.477","36.322",8
"251","1705014","1705014",59682,"Salmon Shark",2005,1,0,"2005-08-22T22:27:04Z","213.91","60.736",13
"252","1705015","1705015",59688,"Salmon Shark",2005,1,0,"2005-09-01T03:15:49Z","218.273","58.773",33
"253","1705016","1705016",59663,"Salmon Shark",2005,1,1,"2006-05-22T11:49:55Z","238.782","34.032",7
"254","1705017","1705017",59668,"Salmon Shark",2005,1,1,"2005-09-22T04:49:48Z","213.809","60.716",2
"255","1705018","1705018",59659,"Salmon Shark",2005,1,1,"2005-09-30T19:17:48Z","227.619","52.968",2
"256","1705019","1705019",59702,"Salmon Shark",2005,1,0,"2005-09-27T13:04:13Z","213.199","60.45",29
"257","1705020","1705020",59703,"Salmon Shark",2005,1,0,"2005-08-23T21:25:18Z","213.908","60.73",26
"258","1705021","1705021",59691,"Salmon Shark",2005,1,0,"2005-08-27T17:37:58Z","214.136","59.903",7
"259","1705022","1705022",59692,"Salmon Shark",2005,1,0,"2005-09-04T12:20:02Z","220.669","57.286",48
"260","1705023","1705023",54600,"Salmon Shark",2005,1,0,"2005-09-03T04:09:15Z","214.292","60.071",6
"261","1705024","1705024",59697,"Salmon Shark",2005,1,0,"2005-08-26T18:02:27Z","213.091","60.056",63
"262","1705025","1705025",59696,"Salmon Shark",2005,1,0,"2005-12-18T02:16:52Z","213.397","58.954",26
"263","1705026","1705026",59704,"Salmon Shark",2005,1,0,"2005-09-10T08:08:54Z","213.855","60.594",11
"264","1705027","1705027",59706,"Salmon Shark",2005,1,0,"2005-09-08T13:27:11Z","219.407","56.367",42
"265","1706001","1706001",68284,"Salmon Shark",2006,1,1,"2007-05-16T20:28:35Z","217.57","45.829",7
"266","1706002","1706002",68269,"Salmon Shark",2006,1,1,"2006-08-30T14:47:06Z","213.805","60.697",3
"267","1706004","1706004",68495,"Salmon Shark",2006,1,0,"2006-09-12T07:45:28Z","213.893","60.732",3
"268","1706006","1706006",68472,"Salmon Shark",2006,1,0,"2006-09-05T07:03:02Z","215.962","58.745",3
"269","1706007","1706007",68289,"Salmon Shark",2006,1,1,"2006-08-30T01:09:22Z","213.895","60.716",8
"270","1706008","1706008",68480,"Salmon Shark",2006,1,0,"2006-08-28T14:21:47Z","215.894","59.0",7
"271","1706009","1706009",68481,"Salmon Shark",2006,1,0,"2006-08-28T23:18:30Z","215.698","57.73",1
"272","1706010","1706010",68488,"Salmon Shark",2006,1,0,"2006-09-10T06:45:56Z","222.878","54.05",5
"273","1706011","1706011",68478,"Salmon Shark",2006,1,0,"2006-08-31T17:52:58Z","216.82","58.701",33
"274","1706012","1706012",68479,"Salmon Shark",2006,1,0,"2006-08-22T18:26:29Z","213.898","60.714",1
"275","1706014","1706014",68496,"Salmon Shark",2006,1,0,"2006-08-28T01:56:43Z","213.508","60.478",2
"276","1706016","1706016",68473,"Salmon Shark",2006,1,0,"2006-08-30T07:40:18Z","218.75","57.396",13
"277","1706017","1706017",68262,"Salmon Shark",2006,1,1,"2007-02-15T12:42:25Z","225.017","39.637",8
"278","1706018","1706018",68485,"Salmon Shark",2006,1,0,"2006-09-10T16:10:04Z","220.56","52.514",6
"279","1706022","1706022",68477,"Salmon Shark",2006,1,0,"2006-09-11T08:08:12Z","217.558","52.45",3
"280","1706023","1706023",68482,"Salmon Shark",2006,1,0,"2006-09-09T16:23:40Z","223.149","52.749",20
"281","1706026","1706026",59707,"Salmon Shark",2006,1,0,"2006-09-16T01:24:08Z","224.562","50.458",35
"282","1706027","1706027",61964,"Salmon Shark",2006,1,0,"2006-09-11T15:33:02Z","219.519","57.461",5
"283","1706028","1706028",68267,"Salmon Shark",2006,1,1,"2006-09-04T10:31:52Z","213.898","60.74",12
"284","1706029","1706029",68279,"Salmon Shark",2006,1,1,"2007-03-23T15:44:45Z","222.225","33.028",6
"285","1706031","1706031",61969,"Salmon Shark",2006,1,0,"2006-09-02T03:37:15Z","219.742","55.85",5
"286","1706034","1706034",60996,"Salmon Shark",2006,1,0,"2006-09-06T14:55:32Z","217.876","53.446",2
"287","1706036","1706036",52124,"Salmon Shark",2006,1,0,"2006-10-05T14:21:05Z","220.938","56.282",20
"288","1706037","1706037",54605,"Salmon Shark",2006,1,0,"2006-12-08T11:04:27Z","210.368","57.862",28
"289","1706039","1706039",61960,"Salmon Shark",2006,1,0,"2006-09-14T01:45:56Z","213.279","60.4",15
"290","1706041","1706041",68264,"Salmon Shark",2006,1,1,"2007-04-24T23:55:04Z","237.39801","36.948",7
"291","1707001","1707001",78154,"Salmon Shark",2007,1,1,"2007-12-18T04:00:28Z","198.862","53.829",7
"292","1707003","1707003",78125,"Salmon Shark",2007,1,0,"2007-08-22T12:25:04Z","213.673","60.64",22
"293","1707005","1707005",78124,"Salmon Shark",2007,1,0,"2007-08-23T22:19:55Z","213.398","60.486",1
"294","1707006","1707006",78120,"Salmon Shark",2007,1,0,"2007-09-17T02:49:41Z","213.883","60.731",37
"295","1707007","1707007",68293,"Salmon Shark",2007,1,1,"2007-08-29T15:47:48Z","213.863","60.715",5
"296","1707008","1707008",78122,"Salmon Shark",2007,1,0,"2007-09-13T20:08:54Z","213.067","60.388",52
"297","1707009","1707009",68510,"Salmon Shark",2007,1,0,"2007-09-11T08:46:24Z","213.36","60.481",15
"298","1707010","1707010",78157,"Salmon Shark",2007,1,1,"2008-05-19T16:38:40Z","238.8","35.6",7
"299","1707011","1707011",68513,"Salmon Shark",2007,1,0,"2007-09-15T07:21:33Z","213.845","60.718",18
"300","1707012","1707012",68506,"Salmon Shark",2007,1,0,"2007-08-26T21:24:22Z","213.693","60.566",14
"301","1707013","1707013",68514,"Salmon Shark",2007,1,0,"2007-09-02T03:03:59Z","219.396","57.103",54
"302","1707014","1707014",78147,"Salmon Shark",2007,1,1,"2007-12-06T03:01:24Z","212.787","60.804",15
"303","1707015","1707015",68515,"Salmon Shark",2007,1,0,"2007-09-05T09:10:32Z","213.891","60.717",16
"304","1707016","1707016",78140,"Salmon Shark",2007,1,1,"2008-04-20T13:58:35Z","211.872","61.07",11
"305","1707017","1707017",78144,"Salmon Shark",2007,1,1,"2008-03-04T14:20:09Z","213.113","60.76",13
"306","1707018","1707018",68504,"Salmon Shark",2007,1,0,"2007-08-30T21:38:54Z","214.998","59.13",4
"307","1708001","1708001",87558,"Salmon Shark",2008,1,0,"2008-08-29T03:26:00Z","213.887","60.546",55
"308","1708003","1708003",87550,"Salmon Shark",2008,1,0,"2008-10-10T07:33:16Z","213.26","60.554",7
"309","1710012","1710012",87552,"Salmon Shark",2010,1,0,"2010-07-25T01:29:03Z","218.125","57.464",49
"310","1710014","1710014",87554,"Salmon Shark",2010,1,0,"2010-07-19T02:42:11Z","213.943","60.77",22
"311","1710019","1710019",96363,"Salmon Shark",2010,1,0,"2010-07-19T04:25:18Z","213.948","60.768",2
"312","1710020","1710020",87560,"Salmon Shark",2010,1,0,"2010-07-20T22:00:00Z","213.557","60.525",10
"313","1710021","1710021",96369,"Salmon Shark",2010,1,0,"2010-07-31T15:58:35Z","218.231","55.246",50
"314","1710022","1710022",96371,"Salmon Shark",2010,1,0,"2010-08-12T01:17:20Z","220.698","59.266",1
"315","1710023","1710023",96368,"Salmon Shark",2010,1,0,"2010-07-25T03:57:11Z","219.378","59.159",23
"316","1712001","1712001",109090,"Salmon Shark",2012,1,0,"2012-07-19T18:44:03Z","213.969","60.604",17
"317","1712002","1712002",109091,"Salmon Shark",2012,1,0,"2012-07-21T00:01:52Z","213.961","60.75",7
"318","1712003","1712003",109092,"Salmon Shark",2012,1,0,"2012-08-03T14:13:35Z","215.473","59.658",32
"319","1715001","1715001",109095,"Salmon Shark",2015,1,0,"2015-08-11T02:19:41Z","215.12","59.456",31
"320","1715002","1715002",152305,"Salmon Shark",2015,1,0,"2015-08-05T23:59:03Z","213.859","60.598",59
"321","1715003","1715003",152306,"Salmon Shark",2015,1,0,"2015-08-05T22:53:54Z","214.292","60.635",47
"322","1715004","1715004",152300,"Salmon Shark",2015,1,0,"2015-08-13T07:48:45Z","216.477","59.447",93
"323","1715005","1715005",152301,"Salmon Shark",2015,1,0,"2015-08-08T19:01:24Z","213.148","59.913",79
"324","1715006","1715006",152302,"Salmon Shark",2015,1,0,"2015-08-06T00:14:31Z","213.906","60.612",42
"325","1715008","1715008",152304,"Salmon Shark",2015,1,0,"2015-09-06T19:54:50Z","220.205","58.997",141
"326","1715010","1715010",152307,"Salmon Shark",2015,1,0,"2015-08-09T03:46:52Z","212.926","60.557",51
"327","1715011","1715011",152309,"Salmon Shark",2015,1,0,"2015-08-09T11:33:16Z","212.957","59.479",12
"328","1715012","1715012",152308,"Salmon Shark",2015,1,0,"2015-08-07T15:51:05Z","213.763","60.673",1
"329","1715013","1715013",145018,"Salmon Shark",2015,1,0,"2015-08-10T15:24:50Z","213.419","58.987",14
"330","1803001","1803001",9719,"Common Thresher Shark",2003,1,1,"2003-06-10T08:14:31Z","194.38","24.389",8
"331","1803003","1803003",9751,"Common Thresher Shark",2003,1,1,"2003-09-28T14:49:16Z","240.514","34.352",9
"332","1804002","1804002",44390,"Common Thresher Shark",2004,1,1,"2005-01-05T21:49:41Z","241.18399","32.499",3
"333","1804007","1804007",41686,"Common Thresher Shark",2004,1,0,"2004-08-13T15:39:22Z","242.663","33.033",1
"334","1804008","1804008",44390,"Common Thresher Shark",2004,1,1,"2005-01-06T00:58:14Z","241.187","32.51",3
"335","1805002","1805002",52134,"Common Thresher Shark",2005,1,0,"2005-06-27T01:56:36Z","242.025","32.372",40
"336","1805003","1805003",52236,"Common Thresher Shark",2005,1,1,"2005-09-14T06:27:25Z","244.239","29.379",7
"337","1805004","1805004",52237,"Common Thresher Shark",2005,1,1,"2005-09-26T01:54:50Z","242.112","33.513",6
"338","1806001","1806001",61940,"Common Thresher Shark",2006,1,1,"2006-08-01T05:23:12Z","242.445","32.678",3
"339","1806002","1806002",61957,"Common Thresher Shark",2006,1,1,"2007-05-16T18:07:44Z","239.956","33.686",4
"340","1806004","1806004",61932,"Common Thresher Shark",2006,1,1,"2007-05-09T11:16:52Z","239.146","32.75",6
"341","1806005","1806005",61921,"Common Thresher Shark",2006,1,1,"2007-05-18T18:04:27Z","239.111","32.672",1
"342","1806007","1806007",61925,"Common Thresher Shark",2006,1,1,"2007-03-25T18:49:13Z","242.534","33.199",1
"343","1806008","1806008",63975,"Common Thresher Shark",2006,1,1,"2007-04-25T06:15:14Z","240.594","34.284",7
"344","1807001","1807001",63977,"Common Thresher Shark",2007,1,1,"2008-05-10T19:07:44Z","242.469","33.27",3
"345","1808001","1808001",87564,"Common Thresher Shark",2008,1,1,"2008-09-12T03:42:53Z","240.737","34.03",10
"346","1808002","1808002",87565,"Common Thresher Shark",2008,1,1,"2008-12-24T09:08:40Z","239.051","34.474",8
"347","1808003","1808003",87566,"Common Thresher Shark",2008,1,1,"2008-09-12T10:22:58Z","239.639","34.241",5
"348","1901003","1901003",3281,"White Shark",2001,1,1,"2002-07-20T21:43:23Z","226.493","21.022",2
"349","1902003","1902003",29710,"White Shark",2002,1,1,"2003-02-15T18:49:02Z","225.399","26.82",2
"350","1903001","1903001",3265,"White Shark",2003,1,1,"2003-09-30T14:43:35Z","241.547","33.853",1
"351","1903002","1903002",2994,"White Shark",2003,1,1,"2003-11-09T06:01:59Z","245.853","28.445",1
"352","1903003","1903003",41761,"White Shark",2003,1,1,"2004-03-22T19:41:50Z","225.821","25.203",5
"353","1904007","1904007",52929,"White Shark",2004,1,1,"2005-05-16T23:29:38Z","231.101","21.953",1
"354","1904008","1904008",52930,"White Shark",2004,1,1,"2005-09-07T10:12:46Z","237.664","37.034",1
"355","1904010","1904010",52934,"White Shark",2004,1,1,"2005-05-04T12:50:51Z","223.248","27.589",4
"356","1904011","1904011",52927,"White Shark",2004,1,1,"2005-02-09T04:18:16Z","237.177","37.816",8
"357","1905002","1905002",61911,"White Shark",2005,1,1,"2006-05-01T00:54:50Z","220.563","21.69",7
"358","1905004","1905004",61914,"White Shark",2005,1,1,"2006-08-30T14:33:59Z","225.22","27.523",6
"359","1905005","1905005",62018,"White Shark",2005,1,1,"2006-08-03T03:46:24Z","216.819","28.328",7
"360","1905006","1905006",62015,"White Shark",2005,1,1,"2006-08-07T22:33:45Z","230.968","37.294",9
"361","1905007","1905007",61909,"White Shark",2005,1,1,"2006-05-30T23:33:02Z","224.392","27.148",10
"362","1905008","1905008",61910,"White Shark",2005,1,1,"2006-08-05T11:34:13Z","228.172","26.17",7
"363","1905009","1905009",62016,"White Shark",2005,1,1,"2006-01-08T12:25:18Z","236.666","37.812",9
"364","1905010","1905010",61907,"White Shark",2005,1,1,"2006-10-17T07:31:52Z","220.799","23.666",6
"365","1905012","1905012",62012,"White Shark",2005,1,1,"2006-07-18T13:23:40Z","233.827","26.243",8
"366","1905013","1905013",62019,"White Shark",2005,1,1,"2006-07-21T18:39:36Z","232.237","26.758",5
"367","1905014","1905014",62011,"White Shark",2005,1,1,"2006-09-17T10:12:39Z","220.934","25.08",4
"368","1905015","1905015",62010,"White Shark",2005,1,1,"2006-09-18T14:33:45Z","221.06","23.944",7
"369","1905016","1905016",61900,"White Shark",2005,1,1,"2006-08-16T14:21:19Z","224.859","20.277",7
"370","1905019","1905019",61899,"White Shark",2005,1,1,"2006-09-17T07:22:44Z","236.90399","37.578",6
"371","1905021","1905021",62020,"White Shark",2005,1,1,"2006-05-20T15:50:51Z","230.294","22.513",7
"372","1905022","1905022",61898,"White Shark",2005,1,1,"2006-08-20T02:02:34Z","236.534","32.22",2
"373","1905023","1905023",62022,"White Shark",2005,1,1,"2006-08-19T10:28:21Z","236.682","38.533",5
"374","1905028","1905028",62021,"White Shark",2005,1,1,"2006-10-12T06:09:50Z","237.664","37.116",6
"375","1906001","1906001",60982,"White Shark",2006,1,1,"2006-11-09T08:45:14Z","183.274","28.352",5
"376","1906005","1906005",68249,"White Shark",2006,1,1,"2007-04-27T17:51:33Z","230.305","22.095",8
"377","1906006","1906006",68306,"White Shark",2006,1,1,"2007-06-12T20:43:49Z","225.848","24.247",5
"378","1906008","1906008",68307,"White Shark",2006,1,1,"2007-10-08T09:04:27Z","241.548","33.443",2
"379","1906009","1906009",68305,"White Shark",2006,1,1,"2007-03-03T14:22:44Z","201.802","21.062",9
"380","1906013","1906013",68312,"White Shark",2006,1,1,"2007-08-08T18:09:50Z","238.168","35.712",2
"381","1906014","1906014",68282,"White Shark",2006,1,1,"2007-01-09T04:01:38Z","200.151","23.812",6
"382","1906015","1906015",68311,"White Shark",2006,1,1,"2007-08-06T18:21:05Z","237.517","37.344",1
"383","1906016","1906016",68314,"White Shark",2006,1,1,"2006-12-18T22:32:20Z","215.709","31.447",9
"384","1906017","1906017",68309,"White Shark",2006,1,1,"2007-01-10T04:56:00Z","231.667","32.972",9
"385","1906018","1906018",68316,"White Shark",2006,1,1,"2007-07-19T01:43:07Z","226.605","25.923",5
"386","1906019","1906019",68272,"White Shark",2006,1,1,"2006-10-16T19:55:46Z","236.72299","38.071",8
"387","1906025","1906025",68308,"White Shark",2006,1,1,"2007-07-30T09:18:16Z","202.496","21.113",6
"388","1906026","1906026",68321,"White Shark",2006,1,1,"2007-01-21T23:21:19Z","228.372","24.401",7
"389","1906027","1906027",68286,"White Shark",2006,1,1,"2006-11-14T05:08:26Z","237.998","36.863",5
"390","1906028","1906028",68320,"White Shark",2006,1,1,"2007-07-28T11:31:24Z","226.48","25.834",3
"391","1906034","1906034",68319,"White Shark",2006,1,1,"2007-01-10T00:14:31Z","231.51","33.558",7
"392","1906035","1906035",68290,"White Shark",2006,1,1,"2007-03-27T00:32:06Z","217.87","24.918",7
"393","1906036","1906036",68287,"White Shark",2006,1,1,"2007-05-14T19:42:11Z","222.757","21.547",6
"394","1906042","1906042",68317,"White Shark",2006,1,1,"2007-07-18T21:20:37Z","203.422","21.328",5
"395","1907018","1907018",78168,"White Shark",2007,1,1,"2007-11-27T21:53:54Z","237.526","36.755",1
"396","1907019","1907019",78171,"White Shark",2007,1,1,"2007-12-20T18:17:34Z","223.999","24.798",4
"397","1907020","1907020",78175,"White Shark",2007,1,1,"2008-06-27T06:52:30Z","224.325","23.578",5
"398","1907026","1907026",78145,"White Shark",2007,1,1,"2007-12-11T22:49:27Z","231.655","32.211",8
"399","1907028","1907028",78153,"White Shark",2007,1,1,"2008-02-18T12:58:35Z","190.221","25.232",3
"400","1907029","1907029",78173,"White Shark",2007,1,1,"2008-04-03T01:18:02Z","229.571","23.336",6
"401","1907039","1907039",78141,"White Shark",2007,1,1,"2007-12-02T20:09:36Z","236.96701","37.237",6
"402","1907041","1907041",78152,"White Shark",2007,1,1,"2008-09-13T03:34:41Z","216.84","23.765",5
"403","1908038","1908038",87562,"White Shark",2008,1,1,"2009-01-10T13:27:25Z","239.274","35.07",11
"404","1908041","1908041",87569,"White Shark",2008,1,1,"2009-05-23T16:07:01Z","225.952","24.307",6
"405","1909001","1909001",87597,"White Shark",2009,1,1,"2009-04-30T03:08:54Z","237.23401","37.664",5
"406","1910017","1910017",103307,"White Shark",2010,1,1,"2011-11-03T15:33:45Z","201.898","21.848",2
"407","1911027","1911027",111182,"White Shark",2011,1,1,"2012-11-21T09:58:35Z","225.841","19.23",4
"408","1911028","1911028",111193,"White Shark",2011,1,1,"2012-05-16T00:46:52Z","222.289","25.464",5
"409","1911029","1911029",111195,"White Shark",2011,1,1,"2012-05-02T23:49:13Z","202.734","21.352",3
"410","1911038","1911038",108314,"White Shark",2011,1,1,"2012-12-15T16:37:01Z","235.89499","46.934",1
"411","1911041","1911041",87568,"White Shark",2011,1,1,"2011-10-12T03:55:46Z","237.044","37.95",2
"412","1911053","1911053",111190,"White Shark",2011,1,1,"2013-02-17T19:28:35Z","225.439","22.944",5
"413","1912023","1912023",68310,"White Shark",2012,1,1,"2013-07-06T22:30:28Z","224.764","33.083",9
"414","1913025","1913025",126354,"White Shark",2013,1,1,"2015-02-09T05:38:54Z","220.248","27.591",8
"415","1913027","1913027",103291,"White Shark",2013,1,1,"2014-05-15T18:37:30Z","204.303","20.276",5
"416","3304001","3304001",41761,"Juvenile White Shark",2004,1,1,"2005-02-11T13:54:01Z","236.918","37.953",7
"417","3305001","3305001",54567,"Juvenile White Shark",2005,1,1,"2005-05-02T09:47:41Z","238.918","34.734",2
"418","3306001","3306001",65865,"Juvenile White Shark",2006,1,0,"2006-07-19T13:42:53Z","240.616","34.262",2
"419","3306002","3306002",65866,"Juvenile White Shark",2006,1,0,"2006-09-23T22:08:40Z","240.131","34.167",4
"420","3306003","3306003",66877,"Juvenile White Shark",2006,1,0,"2006-10-12T09:12:11Z","241.868","33.464",1
"421","3307001","3307001",40564,"Juvenile White Shark",2007,1,1,"2007-04-15T22:49:41Z","250.912","22.946",5
"422","3307002","3307002",64272,"Juvenile White Shark",2007,1,1,"2007-12-16T03:48:45Z","241.544","33.928",2
"423","3307003","3307003",66883,"Juvenile White Shark",2007,1,1,"2007-07-14T07:08:12Z","240.119","33.565",10
"424","3307004","3307004",66879,"Juvenile White Shark",2007,1,1,"2008-01-20T22:49:41Z","244.82901","26.807",8
"425","3308001","3308001",77272,"Juvenile White Shark",2008,1,0,"2008-02-18T01:26:15Z","241.479","31.334",7
"426","3308002","3308002",77274,"Juvenile White Shark",2008,1,0,"2008-07-15T13:41:15Z","242.162","33.549",2
"427","3308003","3308003",77273,"Juvenile White Shark",2008,1,0,"2008-06-27T18:14:03Z","240.557","33.945",5
"428","3308004","3308004",83075,"Juvenile White Shark",2008,1,0,"2008-07-01T01:25:04Z","241.39801","33.827",8
"429","3308006","3308006",83076,"Juvenile White Shark",2008,1,0,"2008-08-10T02:10:46Z","241.406","33.665",7
"430","3308007","3308007",77275,"Juvenile White Shark",2008,1,0,"2008-09-08T02:15:42Z","240.599","34.17",5
"431","3308008","3308008",83060,"Juvenile White Shark",2008,1,1,"2008-10-17T00:01:38Z","239.672","34.081",8
"432","3308009","3308009",55732,"Juvenile White Shark",2008,1,1,"2009-01-23T03:02:20Z","248.35","23.351",5
"433","3309001","3309001",40560,"Juvenile White Shark",2009,1,1,"2009-08-15T22:55:18Z","241.606","33.833",1
"434","3309002","3309002",89362,"Juvenile White Shark",2009,1,0,"2009-07-24T04:09:50Z","241.528","33.85",1
"435","3309003","3309003",95117,"Juvenile White Shark",2009,1,0,"2009-07-25T10:17:20Z","241.493","33.91",3
"436","3309004","3309004",95118,"Juvenile White Shark",2009,1,0,"2009-11-29T06:15:56Z","240.17801","34.385",2
"437","3309005","3309005",88761,"Juvenile White Shark",2009,1,1,"2010-10-03T04:19:41Z","240.519","34.101",4
"438","3309008","3309008",95115,"Juvenile White Shark",2009,1,0,"2009-10-21T10:07:01Z","242.32901","33.169",1
"439","3310006","3310006",88767,"Juvenile White Shark",2010,1,1,"2010-11-19T18:42:39Z","241.815","33.731",1
"440","3310007","3310007",88765,"Juvenile White Shark",2010,1,1,"2011-03-11T15:03:45Z","247.87201","22.16",1
"441","3311001","3311001",62226,"Juvenile White Shark",2011,1,1,"2011-10-30T04:51:05Z","240.19","34.376",2
"442","3406001","3406001",61005,"Galapagos Shark",2006,0,0,"2006-09-26T19:50:37Z","267.4","1.906",1
"443","3406002","3406002",63991,"Galapagos Shark",2006,0,1,"2006-07-29T07:03:02Z","267.531","1.093",4
"444","3406003","3406003",63996,"Galapagos Shark",2006,0,1,"2006-09-20T23:11:00Z","266.88","2.277",7
"445","3406005","3406005",63994,"Galapagos Shark",2006,0,1,"2006-08-25T16:59:17Z","265.971","2.338",6
"446","3406006","3406006",63990,"Galapagos Shark",2006,0,1,"2006-10-18T04:00:00Z","268.07","1.29",6
"447","3406007","3406007",61002,"Galapagos Shark",2006,0,0,"2006-07-28T09:48:59Z","268.11","1.611",4
"448","3406008","3406008",61008,"Galapagos Shark",2006,0,0,"2006-08-06T07:21:05Z","268.004","1.662",3
"449","3406009","3406009",63993,"Galapagos Shark",2006,0,1,"2006-09-21T15:52:15Z","266.461","1.184",6
"450","3406010","3406010",61013,"Galapagos Shark",2006,0,0,"2006-08-03T00:15:56Z","268.008","1.67",1
"451","3406012","3406012",63988,"Galapagos Shark",2006,0,1,"2006-09-05T15:57:53Z","259.087","5.328",7
"452","3417001","3417001",168881,"Galapagos Shark",2017,0,1,"2017-09-02T11:58:07Z","134.437","7.831",14
"453","3709001","3709001",79781,"Basking Shark",2009,0,1,"2009-07-12T17:36:05Z","353.218","57.227",7
"454","3709002","3709002",79782,"Basking Shark",2009,0,1,"2009-06-11T14:20:23Z","354.826","49.873",8
"455","3711001","3711001",89722,"Basking Shark",2011,0,1,"2012-01-29T20:45:00Z","239.59201","24.795",7
"456","3810001","3810001",85226,"Whale Shark",2010,0,0,"2010-07-12T09:26:43Z","268.26","27.84",12
"457","3810002","3810002",85227,"Whale Shark",2010,0,0,"2010-07-01T02:04:13Z","269.366","28.041",37
"458","3811001","3811001",100521,"Whale Shark",2011,0,0,"2011-06-29T14:16:24Z","268.895","27.956",8
"459","3811002","3811002",85532,"Whale Shark",2011,0,1,"2011-09-29T23:32:20Z","275.485","29.142",7
"460","3811003","3811003",49075,"Whale Shark",2011,0,0,"2011-10-04T15:40:18Z","274.001","29.127",7
"461","3913008","3913008",126314,"Silvertip Shark",2013,0,1,"2013-08-11T22:42:11Z","72.002","-5.316",3
"462","3913014","3913014",126349,"Silvertip Shark",2013,0,1,"2013-07-07T02:25:46Z","71.688","-5.236",24
"463","3913033","3913033",122509,"Silvertip Shark",2013,0,1,"2013-07-05T22:44:03Z","71.898","-5.182",21
"464","3914008","3914008",135902,"Silvertip Shark",2014,0,1,"2014-07-23T03:57:11Z","73.021","-5.048",14
"465","3914016","3914016",135869,"Silvertip Shark",2014,0,1,"2014-07-30T16:38:54Z","71.678","-5.265",21
"466","3914018","3914018",135883,"Silvertip Shark",2014,0,1,"2014-07-07T10:12:39Z","74.225","-4.842",16
"467","4013041","4013041",129875,"Grey Reef Shark",2013,0,0,"2013-09-20T23:48:45Z","197.843","5.896",1
"468","4013046","4013046",129872,"Grey Reef Shark",2013,0,0,"2014-05-28T04:06:05Z","197.812","5.874",1
"469","4013047","4013047",129876,"Grey Reef Shark",2013,0,0,"2013-11-28T20:00:56Z","197.825","5.874",1
"470","4013049","4013049",131941,"Grey Reef Shark",2013,0,0,"2014-01-29T03:04:41Z","197.849","5.928",1
"471","4013050","4013050",131942,"Grey Reef Shark",2013,0,0,"2014-02-06T17:04:41Z","205.676","7.456",5
"472","4015024","4015024",146229,"Grey Reef Shark",2015,0,0,"2015-09-04T04:07:01Z","71.314","-6.641",1
"473","4016022","4016022",160262,"Grey Reef Shark",2016,0,1,"2016-04-19T00:20:09Z","71.927","-5.603",19
"474","5204001","5204001",41762,"Manta Ray",2004,0,1,"2004-06-20T13:21:12Z","198.27","5.756",2
"475","5204002","5204002",41777,"Manta Ray",2004,0,1,"2004-07-21T05:39:29Z","198.157","6.155",1
"476","5204003","5204003",41771,"Manta Ray",2004,0,1,"2004-08-21T09:23:47Z","198.08","5.858",2
"477","5204004","5204004",41776,"Manta Ray",2004,0,1,"2004-07-31T16:01:24Z","249.884","22.563",6
"478","5205001","5205001",52931,"Manta Ray",2005,0,1,"2005-09-04T01:46:10Z","200.507","7.94",1
"479","5205002","5205002",52932,"Manta Ray",2005,0,1,"2005-06-09T20:57:32Z","197.657","6.456",5
"480","5205003","5205003",54566,"Manta Ray",2005,0,1,"2005-11-02T02:07:58Z","198.622","5.906",2
"481","5205008","5205008",18616,"Manta Ray",2005,0,1,"2005-05-05T14:25:39Z","237.61","47.628",1
"482","5206003","5206003",64252,"Manta Ray",2006,0,1,"2006-07-02T11:28:07Z","250.345","26.416",9
"483","5211001","5211001",103293,"Manta Ray",2011,0,1,"2011-05-31T12:56:43Z","197.542","6.061",10
"484","5213001","5213001",126352,"Manta Ray",2013,0,1,"2013-08-13T13:59:31Z","71.965","-5.324",4
"485","5213010","5213010",129358,"Manta Ray",2013,0,1,"2013-11-29T13:26:43Z","197.892","6.883",23
"486","5213012","5213012",129357,"Manta Ray",2013,0,1,"2013-11-28T20:42:11Z","197.887","5.881",16
"487","5213013","5213013",129360,"Manta Ray",2013,0,1,"2014-03-05T20:56:15Z","210.737","8.908",8
"488","5214001","5214001",135895,"Manta Ray",2014,0,1,"2014-04-07T22:41:15Z","71.303","-6.401",19
"489","5214002","5214002",135886,"Manta Ray",2014,0,1,"2014-04-08T02:59:03Z","72.379","-6.013",18
