deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,frequencies_monitored,receiver_coding_scheme,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments,deployed_by,expected_receiver_life
,,,,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,,,
ASI,OTN-Global,ASI-G12-1-110160-2016-3,OTN-GlobalASIASI-G12-1-110160-2016-3,VEMCO,VR2W,,,110160,71.04653,-70.49132,2016-09-11T21:14:00Z,2017-10-04T17:58:00Z,ASI,ManmadePlatform,ASI_G12-1,505.0,495.0,,,NaN
ASI,OTN-Global,ASI-G12-2-127942-2016-3,OTN-GlobalASIASI-G12-2-127942-2016-3,VEMCO,VR2W,,,127942,71.06493,-70.39022,2016-09-11T20:55:00Z,2017-10-04T18:25:00Z,ASI,ManmadePlatform,ASI_G12-2,587.0,577.0,,,NaN
ASI,OTN-Global,ASI-G12-3-113634-2016-3,OTN-GlobalASIASI-G12-3-113634-2016-3,VEMCO,VR2W,,,113634,71.08382,-70.28647,2016-09-11T20:29:00Z,2017-10-04T18:53:00Z,ASI,ManmadePlatform,ASI_G12-3,386.0,376.0,,,NaN
ASI,OTN-Global,ASI-G13-1-110122-2016-3,OTN-GlobalASIASI-G13-1-110122-2016-3,VEMCO,VR2W,,,110122,70.88937,-70.34917,2016-09-12T19:30:00Z,2017-09-30T15:40:00Z,ASI,ManmadePlatform,ASI_G13-1,406.0,396.0,,,NaN
ASI,OTN-Global,ASI-G13-2-113656-2016-3,OTN-GlobalASIASI-G13-2-113656-2016-3,VEMCO,VR2W,,,113656,70.88653,-70.18058,2016-09-12T19:05:00Z,2017-09-30T15:05:00Z,ASI,ManmadePlatform,ASI_G13-2,436.0,426.0,,,NaN
ASI,OTN-Global,ASI-G14-01-110125-2016-3,OTN-GlobalASIASI-G14-01-110125-2016-3,VEMCO,VR2W,,,110125,71.12302,-70.70533,2016-09-11T23:22:00Z,2017-10-04T21:10:00Z,ASI,ManmadePlatform,ASI_G14-01,622.0,612.0,,,NaN
ASI,OTN-Global,ASI-G14-02-110555-2016-3,OTN-GlobalASIASI-G14-02-110555-2016-3,VEMCO,VR2W,,,110555,71.14223,-70.59885,2016-09-11T23:04:00Z,2017-10-04T21:39:00Z,ASI,ManmadePlatform,ASI_G14-02,766.0,756.0,,,NaN
ASI,OTN-Global,ASI-G14-03-110547-2016-3,OTN-GlobalASIASI-G14-03-110547-2016-3,VEMCO,VR2W,,,110547,71.15717,-70.5074,2016-09-11T22:48:00Z,2017-10-04T22:12:00Z,ASI,ManmadePlatform,ASI_G14-03,617.0,607.0,,,NaN
ASI,OTN-Global,ASI-G15-01-110526-2016-3,OTN-GlobalASIASI-G15-01-110526-2016-3,VEMCO,VR2W,,,110526,70.324,-68.3375,2016-09-25T14:07:00Z,2017-09-29T12:46:00Z,ASI,ManmadePlatform,ASI_G15-01,432.0,412.0,,,NaN
ASI,OTN-Global,ASI-G6-2-110120-2016-4,OTN-GlobalASIASI-G6-2-110120-2016-4,VEMCO,VR2W,,,110120,70.73523,-70.73873,2016-09-12T16:30:00Z,2017-09-30T19:46:00Z,ASI,ManmadePlatform,ASI_G6-2,792.0,782.0,,,NaN
ASI,OTN-Global,ASI-G6-3-113657-2016-4,OTN-GlobalASIASI-G6-3-113657-2016-4,VEMCO,VR2W,,,113657,70.72815,-70.71957,2016-09-12T16:14:00Z,2017-09-30T19:30:00Z,ASI,ManmadePlatform,ASI_G6-3,795.0,785.0,,,NaN
ASI,OTN-Global,ASI-G6-4-110152-2016-4,OTN-GlobalASIASI-G6-4-110152-2016-4,VEMCO,VR2W,,,110152,70.7221,-70.7012,2016-09-12T16:02:00Z,2017-09-30T19:01:00Z,ASI,ManmadePlatform,ASI_G6-4,784.0,774.0,,,NaN
ASI,OTN-Global,ASI-G6-5-110155-2016-4,OTN-GlobalASIASI-G6-5-110155-2016-4,VEMCO,VR2W,,,110155,70.71595,-70.68265,2016-09-12T15:42:00Z,2017-09-30T18:44:00Z,ASI,ManmadePlatform,ASI_G6-5,672.0,662.0,,,NaN
ASI,OTN-Global,ASI-G6-6-110124-2016-4,OTN-GlobalASIASI-G6-6-110124-2016-4,VEMCO,VR2W,,,110124,70.70912,-70.66338,2016-09-12T15:30:00Z,2017-09-30T18:30:00Z,ASI,ManmadePlatform,ASI_G6-6,472.0,462.0,,,NaN
ASI,OTN-Global,ASI-G11_1-VR2W-110154-2,OTN-GlobalASIASI-G11_1-VR2W-110154-2,VEMCO,VR2W,,,110154,71.08333,-70.605,2015-09-30T11:59:00Z,2016-09-11T18:03:15Z,ASI,ManmadePlatform,ASI_G11_1,446.0,436.0,KIVIUQ,,NaN
ASI,OTN-Global,ASI-G14_2-VR2W-110555-2,OTN-GlobalASIASI-G14_2-VR2W-110555-2,VEMCO,VR2W,,,110555,71.14217,-70.59933,2015-09-30T12:46:00Z,2016-09-11T18:03:15Z,ASI,ManmadePlatform,ASI_G14_2,772.0,762.0,KIVIUQ,,NaN
ASI,OTN-Global,ASI-G6-3-C7697-2016-4,OTN-GlobalASIASI-G6-3-C7697-2016-4,Star-Oddi,STAR ODDi,,,C7697,70.72815,-70.71957,2016-09-12T16:14:00Z,2017-09-30T19:30:00Z,ASI,ManmadePlatform,ASI_G6-3,795.0,785.0,,,NaN
ASI,OTN-Global,ASI-G5_5-VR2W-113665-4,OTN-GlobalASIASI-G5_5-VR2W-113665-4,VEMCO,VR2W,,,113665,71.0285,-70.2705,2015-09-30T10:09:00Z,2016-09-12T21:26:24Z,ASI,ManmadePlatform,ASI_G5_5,496.0,486.0,KIVIUQ,,NaN
ASI,OTN-Global,ASI-G5_6-VR2W-113627-4,OTN-GlobalASIASI-G5_6-VR2W-113627-4,VEMCO,VR2W,,,113627,71.01767,-70.24567,2015-09-30T10:21:00Z,2016-09-12T22:23:24Z,ASI,ManmadePlatform,ASI_G5_6,469.0,459.0,KIVIUQ,,NaN
ASI,OTN-Global,ASI-BP G5-COUGAR-98-2016-2,OTN-GlobalASIASI-BP G5-COUGAR-98-2016-2,,Oxygen Sensor,,,98,71.0442,-70.18185,2016-09-13T00:07:00Z,2017-10-06T05:31:00Z,ASI,ManmadePlatform,ASI_BP G5-COUGAR,200.0,190.0,,,NaN
ASI,OTN-Global,ASI-BP G7-ALPACA-123-2016-2,OTN-GlobalASIASI-BP G7-ALPACA-123-2016-2,,STORx,,,123,71.34242,-70.16475,2016-09-24T21:06:00Z,2017-10-02T16:58:00Z,ASI,ManmadePlatform,ASI_BP G7-ALPACA,210.0,200.0,,,NaN
ASI,OTN-Global,ASI-BP G7-ALPACA-153-2016-2,OTN-GlobalASIASI-BP G7-ALPACA-153-2016-2,,Battery,,,153,71.34242,-70.16475,2016-09-24T21:06:00Z,2017-10-02T16:58:00Z,ASI,ManmadePlatform,ASI_BP G7-ALPACA,210.0,200.0,,,NaN
ASI,OTN-Global,ASI-BP G7-ALPACA-17SIP66148-9270-2016-2,OTN-GlobalASIASI-BP G7-ALPACA-17SIP66148-9270-2016-2,,CTD,,,17SIP66148-9270,71.34242,-70.16475,2016-09-24T21:06:00Z,2017-10-02T16:58:00Z,ASI,ManmadePlatform,ASI_BP G7-ALPACA,210.0,200.0,,,NaN
ASI,OTN-Global,ASI-G02-03-C8130-2016-5,OTN-GlobalASIASI-G02-03-C8130-2016-5,Star-Oddi,STAR ODDi,,,C8130,71.13195,-70.99883,2016-09-14T00:41:00Z,2017-10-05T15:02:00Z,ASI,ManmadePlatform,ASI_G02-03,469.0,459.0,,,NaN
ASI,OTN-Global,ASI-G02-04-4030158-2016-5,OTN-GlobalASIASI-G02-04-4030158-2016-5,,Shallow SM2M (wildlife acoustics),,,4030158,71.12807,-70.97773,2016-09-14T00:22:00Z,2017-10-05T15:18:00Z,ASI,ManmadePlatform,ASI_G02-04,455.0,200.0,,,NaN
ASI,OTN-Global,ASI-G02-04-54066-2016-5,OTN-GlobalASIASI-G02-04-54066-2016-5,RBR,RBR dissolved oxygen,,,54066,71.12807,-70.97773,2016-09-14T00:22:00Z,2017-10-05T15:18:00Z,ASI,ManmadePlatform,ASI_G02-04,455.0,200.0,,,NaN
ASI,OTN-Global,ASI-G02-04-C7705-2016-5,OTN-GlobalASIASI-G02-04-C7705-2016-5,Star-Oddi,STAR ODDi,,,C7705,71.12807,-70.97773,2016-09-14T00:22:00Z,2017-10-05T15:18:00Z,ASI,ManmadePlatform,ASI_G02-04,455.0,445.0,,,NaN
ASI,OTN-Global,ASI-G03-03-C8134-2016-4,OTN-GlobalASIASI-G03-03-C8134-2016-4,Star-Oddi,STAR ODDi,,,C8134,71.04593,-71.44647,2016-09-15T21:09:00Z,2017-10-05T20:33:00Z,ASI,ManmadePlatform,ASI_G03-03,628.0,618.0,,,NaN
ASI,OTN-Global,ASI-G04-03-C8132-2016-4,OTN-GlobalASIASI-G04-03-C8132-2016-4,Star-Oddi,STAR ODDi,,,C8132,71.01335,-71.29252,2016-09-14T22:08:00Z,2017-10-05T18:56:00Z,ASI,ManmadePlatform,ASI_G04-03,688.0,678.0,,,NaN
ASI,OTN-Global,ASI-G05-03-C8127-2016-5,OTN-GlobalASIASI-G05-03-C8127-2016-5,Star-Oddi,STAR ODDi BOTTOM,,,C8127,71.01982,-70.31783,2016-09-13T01:40:00Z,2017-10-04T14:30:00Z,ASI,ManmadePlatform,ASI_G05-03,276.0,266.0,,,NaN
ASI,OTN-Global,ASI-G08-01-C7699-2016-3,OTN-GlobalASIASI-G08-01-C7699-2016-3,Star-Oddi,STAR ODDi,,,C7699,71.36898,-70.72517,2016-09-11T00:55:00Z,2017-10-03T11:52:00Z,ASI,ManmadePlatform,ASI_G08-01,494.0,484.0,,,NaN
ASI,OTN-Global,ASI-G09-02-C7703-2016-3,OTN-GlobalASIASI-G09-02-C7703-2016-3,Star-Oddi,STAR ODDi,,,C7703,71.2751,-70.74993,2016-09-13T05:02:00Z,2017-10-03T15:35:00Z,ASI,ManmadePlatform,ASI_G09-02,823.0,813.0,,,NaN
ASI,OTN-Global,ASI-G10-02-C7706-2016-3,OTN-GlobalASIASI-G10-02-C7706-2016-3,Star-Oddi,STAR ODDi,,,C7706,71.21102,-70.90435,2016-09-13T03:48:00Z,2017-10-03T17:25:00Z,ASI,ManmadePlatform,ASI_G10-02,577.0,567.0,,,NaN
HFX,OTN-Global,HFX196-250325-2,OTN-GlobalHFXHFX196-250325-2,VEMCO,VR4,,,250325,43.26907,-63.49987,2017-02-22T20:30:00Z,,HFX,ManmadePlatform,HFX_HFX196,169.0,165.0,,,NaN
ASI,OTN-Global,ASI-G10-04-C7704-2016-3,OTN-GlobalASIASI-G10-04-C7704-2016-3,Star-Oddi,STAR ODDi,,,C7704,71.1569,-70.67622,2016-09-13T03:05:00Z,2017-10-03T18:29:00Z,ASI,ManmadePlatform,ASI_G10-04,720.0,710.0,,,NaN
ASI,OTN-Global,ASI-G12-3-C8137-2016-3,OTN-GlobalASIASI-G12-3-C8137-2016-3,Star-Oddi,STAR ODDi,,,C8137,71.08382,-70.28647,2016-09-11T20:29:00Z,2017-10-04T18:53:00Z,ASI,ManmadePlatform,ASI_G12-3,386.0,376.0,,,NaN
ASI,OTN-Global,ASI-G13-2-C7710-2016-3,OTN-GlobalASIASI-G13-2-C7710-2016-3,Star-Oddi,STAR ODDi,,,C7710,70.88653,-70.18058,2016-09-12T19:05:00Z,2017-09-30T15:05:00Z,ASI,ManmadePlatform,ASI_G13-2,436.0,426.0,,,NaN
ASI,OTN-Global,ASI-G15-01-4032838-2016-3,OTN-GlobalASIASI-G15-01-4032838-2016-3,,SM2M (Wildlife Acoustics),,,4032838,70.324,-68.3375,2016-09-25T14:07:00Z,2017-09-29T12:46:00Z,ASI,ManmadePlatform,ASI_G15-01,432.0,412.0,,,NaN
ASI,OTN-Global,ASI-G02-04-54069-2016-5,OTN-GlobalASIASI-G02-04-54069-2016-5,RBR,RBR TEMP,,,RBR temp-54069,71.12807,-70.97773,2016-09-14T00:22:00Z,2017-10-05T15:18:00Z,ASI,ManmadePlatform,ASI_G02-04,455.0,200.0,,,NaN
ASI,OTN-Global,ASI-G07-09-100815-2016-4,OTN-GlobalASIASI-G07-09-100815-2016-4,RBR,RBR TEMP,,,RBR temp-100815,71.39673,-70.43883,2016-09-10T18:20:00Z,2017-10-02T20:02:00Z,ASI,ManmadePlatform,ASI_G07-09,730.0,720.0,,,NaN
ASI,OTN-Global,ASI-G02-03-29919-2016-5,OTN-GlobalASIASI-G02-03-29919-2016-5,VEMCO,VR2W,,,29919,71.13195,-70.99883,2016-09-14T00:41:00Z,2017-10-05T15:02:00Z,ASI,ManmadePlatform,ASI_G02-03,469.0,459.0,"VR2W 113645 recovered in 2016, replaced with VR2W 129919 for redeployment.",,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_ 1157/ K7-VR2W-106582-2016-05-18T00,OTN-GlobalBOOGMRBOOGMR-KPO_ 1157/ K7-VR2W-106582-2016-05-18T00,VEMCO,VR2W,,,106582,52.8403,-51.54832,2016-05-18T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_ 1157/ K7,1400.0,51.0,,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_1158  / K8-VR2W-106584-2017-05-18T00,OTN-GlobalBOOGMRBOOGMR-KPO_1158  / K8-VR2W-106584-2017-05-18T00,VEMCO,VR2W,,,106584,52.95565,-51.3101,2017-05-18T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_1158  / K8,2201.0,51.0,,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_1160 / K9-VR2W-100925-2016-05-17T00,OTN-GlobalBOOGMRBOOGMR-KPO_1160 / K9-VR2W-100925-2016-05-17T00,VEMCO,VR2W,,,100925,53.137016,-50.87088,2016-05-17T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_1160 / K9,2901.0,134.0,,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_ 1161 / DSOW2-VR2W-110169-2016-05-20T00,OTN-GlobalBOOGMRBOOGMR-KPO_ 1161 / DSOW2-VR2W-110169-2016-05-20T00,VEMCO,VR2W,,,110169,53.25665,-50.55445,2016-05-20T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_ 1161 / DSOW2,3149.0,105.0,,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_1162 / K10-VR2W-106588-2016-05-20T00,OTN-GlobalBOOGMRBOOGMR-KPO_1162 / K10-VR2W-106588-2016-05-20T00,VEMCO,VR2W,,,106588,53.3874167,-50.25475,2016-05-20T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_1162 / K10,3361.0,159.0,,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_1166 / K1-VMT-1188715-2016-05-22T00,OTN-GlobalBOOGMRBOOGMR-KPO_1166 / K1-VMT-1188715-2016-05-22T00,VEMCO,VMT,,,1188715,56.5617,-52.65701,2016-05-22T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_1166 / K1,3490.0,61.0,A69-9001-25029,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_1166 / K1-VMT-1188719-2016-05-22T00,OTN-GlobalBOOGMRBOOGMR-KPO_1166 / K1-VMT-1188719-2016-05-22T00,VEMCO,VMT,,,1188719,56.5617,-52.65701,2016-05-22T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_1166 / K1,3490.0,61.0,A69-9001-25033,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_1167/ CIS14-VR2W-106613-2016-05-30T00,OTN-GlobalBOOGMRBOOGMR-KPO_1167/ CIS14-VR2W-106613-2016-05-30T00,VEMCO,VR2W,,,106613,59.5305,-39.61633,2016-05-30T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_1167/ CIS14,2906.0,61.0,,,NaN
BOOGMR,OTN-Global,BOOGMR-KPO_ 1179/V404_08-VR2W-120195-2016-09-10T00,OTN-GlobalBOOGMRBOOGMR-KPO_ 1179/V404_08-VR2W-120195-2016-09-10T00,VEMCO,VR2W,,,120195,17.60667,-24.24967,2016-09-10T00:00:00Z,,BOOGMR,ManmadePlatform,BOOGMR_KPO_ 1179/V404_08,3600.0,40.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R0N67E-VR2W-112445-2015,OTN-GlobalBOORAMABOORAMA-R0N67E-VR2W-112445-2015,VEMCO,VR2W,,,112445,0.414333,67.006,2015-09-07T11:29:00Z,2016-09-06T10:16:00Z,BOORAMA,ManmadePlatform,BOORAMA_R0N67E,3693.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R0N67E-VR2W-127575-2016,OTN-GlobalBOORAMABOORAMA-R0N67E-VR2W-127575-2016,VEMCO,VR2W,,,127575,0.4167,67.0083,2016-09-06T10:16:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R0N67E,3690.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R0N81E-VR2W-112412-2015,OTN-GlobalBOORAMABOORAMA-R0N81E-VR2W-112412-2015,VEMCO,VR2W,,,112412,0.0765,80.562167,2015-08-26T17:03:00Z,2016-09-19T08:32:00Z,BOORAMA,ManmadePlatform,BOORAMA_R0N81E,4634.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R0N90E-VR2W-120202-2016,OTN-GlobalBOORAMABOORAMA-R0N90E-VR2W-120202-2016,VEMCO,VR2W,,,120202,-0.01,89.835,2016-02-28T09:04:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R0N90E,4118.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R0N90E-VR2W-126125-2015,OTN-GlobalBOORAMABOORAMA-R0N90E-VR2W-126125-2015,VEMCO,VR2W,,,126125,-0.0028,89.8154,2015-05-06T05:39:00Z,2016-02-28T09:04:00Z,BOORAMA,ManmadePlatform,BOORAMA_R0N90E,4130.0,190.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12N90E-VR2W-112506-2014,OTN-GlobalBOORAMABOORAMA-R12N90E-VR2W-112506-2014,VEMCO,VR2W,,,112506,12.0525,88.8025,2014-12-04T13:03:00Z,2016-03-09T01:42:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12N90E,3152.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12N90E-VR2W-127316-2017,OTN-GlobalBOORAMABOORAMA-R12N90E-VR2W-127316-2017,VEMCO,VR2W,,,127316,12.0352,88.7763,2017-01-12T06:34:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R12N90E,3153.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12N90E-VR2W-127594-2016,OTN-GlobalBOORAMABOORAMA-R12N90E-VR2W-127594-2016,VEMCO,VR2W,,,127594,12.055,88.7867,2016-03-09T09:28:00Z,2017-01-12T06:34:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12N90E,3153.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12S67E-VR2W-126124-2015,OTN-GlobalBOORAMABOORAMA-R12S67E-VR2W-126124-2015,VEMCO,VR2W,,,126124,-12.276,67.2467,2015-10-28T07:09:00Z,2017-07-19T10:22:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12S67E,3679.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12S67E-VR2W-128564-2017,OTN-GlobalBOORAMABOORAMA-R12S67E-VR2W-128564-2017,VEMCO,VR2W,,,128564,-12.2667,67.2367,2017-07-20T06:44:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R12S67E,3572.0,NaN,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12S81E-VR2W-127593-2015,OTN-GlobalBOORAMABOORAMA-R12S81E-VR2W-127593-2015,VEMCO,VR2W,,,127593,-11.955,80.3837,2015-10-22T12:54:00Z,2016-12-01T08:57:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12S81E,4904.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12S93E-VR2W-120199-2016,OTN-GlobalBOORAMABOORAMA-R12S93E-VR2W-120199-2016,VEMCO,VR2W,,,120199,-11.8717,93.3167,2016-02-23T12:17:00Z,2017-02-25T01:35:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12S93E,5362.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12S93E-VR2W-126123-2015,OTN-GlobalBOORAMABOORAMA-R12S93E-VR2W-126123-2015,VEMCO,VR2W,,,126123,-11.875,93.3265,2015-04-25T05:31:00Z,2016-02-23T12:17:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12S93E,5360.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R0N81E-VR2W-127578-2016,OTN-GlobalBOORAMABOORAMA-R0N81E-VR2W-127578-2016,VEMCO,VR2W,,,127578,0.075,80.565,2016-09-19T08:32:00Z,2017-10-25T13:00:00Z,BOORAMA,ManmadePlatform,BOORAMA_R0N81E,4627.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R12S81E-VR2W-125023-2016,OTN-GlobalBOORAMABOORAMA-R12S81E-VR2W-125023-2016,VEMCO,VR2W,,,125023,-11.941,80.3775,2016-12-01T08:57:00Z,2017-11-22T00:00:00Z,BOORAMA,ManmadePlatform,BOORAMA_R12S81E,4901.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R15N90E-VR2W-112525-2014,OTN-GlobalBOORAMABOORAMA-R15N90E-VR2W-112525-2014,VEMCO,VR2W,,,112525,14.9975,89.9412,2014-12-06T11:30:00Z,2016-03-06T11:08:00Z,BOORAMA,ManmadePlatform,BOORAMA_R15N90E,2705.0,185.0,,,NaN
HFX,OTN-Global,HFX197-250236-2,OTN-GlobalHFXHFX197-250236-2,VEMCO,VR4,,,250236,43.26228,-63.49987,2017-02-22T20:24:00Z,,HFX,ManmadePlatform,HFX_HFX197,173.0,169.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R15N90E-VR2W-127308-2017,OTN-GlobalBOORAMABOORAMA-R15N90E-VR2W-127308-2017,VEMCO,VR2W,,,127308,14.9723,89.9245,2017-01-10T11:53:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R15N90E,2705.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R15N90E-VR2W-127571-2016,OTN-GlobalBOORAMABOORAMA-R15N90E-VR2W-127571-2016,VEMCO,VR2W,,,127571,14.9767,89.9283,2016-03-06T04:17:00Z,2017-01-10T11:53:00Z,BOORAMA,ManmadePlatform,BOORAMA_R15N90E,2705.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R16S81E-VR2W-127572-2015,OTN-GlobalBOORAMABOORAMA-R16S81E-VR2W-127572-2015,VEMCO,VR2W,,,127572,-16.0132,80.5097,2015-10-24T11:34:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R16S81E,5078.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2N67E-VR2W-127579-2016,OTN-GlobalBOORAMABOORAMA-R2N67E-VR2W-127579-2016,VEMCO,VR2W,,,127579,1.7133,66.7,2016-09-04T19:00:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R2N67E,3736.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2N81E-VR2W-110575-2015,OTN-GlobalBOORAMABOORAMA-R2N81E-VR2W-110575-2015,VEMCO,VR2W,,,110575,1.53083,80.64,2015-08-25T14:21:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R2N81E,4519.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2N90E-VR2W-112455-2015,OTN-GlobalBOORAMABOORAMA-R2N90E-VR2W-112455-2015,VEMCO,VR2W,,,112455,1.5782,90.0828,2015-05-07T12:39:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R2N90E,2263.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2N90E-VR2W-120209-2016,OTN-GlobalBOORAMABOORAMA-R2N90E-VR2W-120209-2016,VEMCO,VR2W,,,120209,1.5683,90.1033,2016-03-09T09:49:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R2N90E,2260.0,200.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2S67E-VR2W-112448-2015,OTN-GlobalBOORAMABOORAMA-R2S67E-VR2W-112448-2015,VEMCO,VR2W,,,112448,-1.6305,66.826167,2015-09-05T17:32:00Z,2016-09-08T04:34:00Z,BOORAMA,ManmadePlatform,BOORAMA_R2S67E,3454.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2S67E-VR2W-127576-2016,OTN-GlobalBOORAMABOORAMA-R2S67E-VR2W-127576-2016,VEMCO,VR2W,,,127576,-1.63,66.8283,2016-09-08T04:34:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R2S67E,3449.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2S81E-VR2W-110588-2015,OTN-GlobalBOORAMABOORAMA-R2S81E-VR2W-110588-2015,VEMCO,VR2W,,,110588,-1.507333,80.490167,2015-08-27T18:54:00Z,2016-09-17T06:26:00Z,BOORAMA,ManmadePlatform,BOORAMA_R2S81E,4835.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R2S81E-VR2W-127600-2016,OTN-GlobalBOORAMABOORAMA-R2S81E-VR2W-127600-2016,VEMCO,VR2W,,,127600,-1.51,80.4917,2016-09-17T06:26:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R2S81E,4824.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R4N90E-VR2W-109139-2014,OTN-GlobalBOORAMABOORAMA-R4N90E-VR2W-109139-2014,VEMCO,VR2W,,,109139,3.9483,89.665,2014-11-30T06:19:00Z,2015-05-08T09:15:00Z,BOORAMA,ManmadePlatform,BOORAMA_R4N90E,3255.0,220.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R4N90E-VR2W-119091-2015,OTN-GlobalBOORAMABOORAMA-R4N90E-VR2W-119091-2015,VEMCO,VR2W,,,119091,3.9861,89.4998,2015-05-09T05:04:00Z,2016-03-08T08:33:00Z,BOORAMA,ManmadePlatform,BOORAMA_R4N90E,3410.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R4N90E-VR2W-120212-2016,OTN-GlobalBOORAMABOORAMA-R4N90E-VR2W-120212-2016,VEMCO,VR2W,,,120212,3.9867,89.505,2016-03-08T08:33:00Z,2017-03-04T00:38:00Z,BOORAMA,ManmadePlatform,BOORAMA_R4N90E,3308.0,200.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R4S67E-VR2W-112450-2015,OTN-GlobalBOORAMABOORAMA-R4S67E-VR2W-112450-2015,VEMCO,VR2W,,,112450,-4.024333,67.229333,2015-09-04T08:33:00Z,2016-09-10T05:29:00Z,BOORAMA,ManmadePlatform,BOORAMA_R4S67E,4045.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R4S67E-VR2W-127570-2016,OTN-GlobalBOORAMABOORAMA-R4S67E-VR2W-127570-2016,VEMCO,VR2W,,,127570,-4.02,67.22,2016-09-10T05:29:00Z,2017-07-12T23:59:00Z,BOORAMA,ManmadePlatform,BOORAMA_R4S67E,4045.0,185.0,,,NaN
BOORAMA,OTN-Global,BOORAMA-R4S67E-VR2W-128543-2017,OTN-GlobalBOORAMABOORAMA-R4S67E-VR2W-128543-2017,VEMCO,VR2W,,,128543,-4.02,67.24,2017-07-13T08:37:00Z,,BOORAMA,ManmadePlatform,BOORAMA_R4S67E,4051.0,NaN,,,NaN
