deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,frequencies_monitored,receiver_coding_scheme,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments,deployed_by,expected_receiver_life
,,,,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,,,
ACS,OTN-Global,ACS-SC1-1115765-1,OTN-GlobalACSACS-SC1-1115765-1,VEMCO,VMT,,,1115765,65.4777,-65.8898,2011-07-23T15:31:30Z,2012-08-25T17:12:00Z,ACS,ManmadePlatform,ACS_ACS-SC1,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SC3-1115767-1,OTN-GlobalACSACS-SC3-1115767-1,VEMCO,VMT,,,1115767,65.4646,-65.971,2011-07-23T16:16:20Z,2012-08-25T19:24:00Z,ACS,ManmadePlatform,ACS_ACS-SC3,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS025-VR2W-110159-1,OTN-GlobalACSACS025-VR2W-110159-1,VEMCO,VR2W,,,110159,65.95117,-66.35183,2010-08-16T12:25:00Z,2011-07-12T20:32:00Z,ACS,ManmadePlatform,ACS_ACS025,316.0,309.2,,,NaN
ACS,OTN-Global,ACS-SC2-1115768-1,OTN-GlobalACSACS-SC2-1115768-1,VEMCO,VMT,,,1115768,65.4712,-65.9307,2011-07-23T15:55:20Z,2012-08-25T18:48:00Z,ACS,ManmadePlatform,ACS_ACS-SC2,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SA3-1115771-1,OTN-GlobalACSACS-SA3-1115771-1,VEMCO,VMT,,,1115771,65.8145,-66.2198,2011-07-23T12:35:45Z,2012-08-31T17:14:00Z,ACS,ManmadePlatform,ACS_ACS-SA3,914.0,730.0,,,NaN
ACS,OTN-Global,ACS-SD1-VR2W-69-113621-1,OTN-GlobalACSACS-SD1-VR2W-69-113621-1,VEMCO,VR2W-69,,,VR2W-113621,65.3415,-65.7868,2011-07-23T17:34:00Z,2012-08-26T15:47:00Z,ACS,ManmadePlatform,ACS_ACS-SD1,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SD1-1115770-1,OTN-GlobalACSACS-SD1-1115770-1,VEMCO,VMT,,,1115770,65.3415,-65.7868,2011-07-23T17:34:00Z,2012-08-26T15:47:00Z,ACS,ManmadePlatform,ACS_ACS-SD1,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SD2-1115777-1,OTN-GlobalACSACS-SD2-1115777-1,VEMCO,VMT,,,1115777,65.3492,-65.7479,2011-07-23T17:52:30Z,2012-08-26T16:27:00Z,ACS,ManmadePlatform,ACS_ACS-SD2,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS025-RBR TR-1050-09140-1,OTN-GlobalACSACS025-RBR TR-1050-09140-1,RBR,RBR TR-1050,,,09140,65.95117,-66.35183,2010-08-16T12:25:00Z,2011-07-12T20:32:00Z,ACS,ManmadePlatform,ACS_ACS025,316.0,309.2,,,NaN
ACS,OTN-Global,ACS-SD3-1115774-1,OTN-GlobalACSACS-SD3-1115774-1,VEMCO,VMT,,,1115774,65.3568,-65.7087,2011-07-23T18:11:00Z,2012-08-26T17:09:00Z,ACS,ManmadePlatform,ACS_ACS-SD3,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SE1-1115775-1,OTN-GlobalACSACS-SE1-1115775-1,VEMCO,VMT,,,1115775,65.23,-65.5544,2011-07-23T19:23:00Z,2012-08-26T20:01:00Z,ACS,ManmadePlatform,ACS_ACS-SE1,1020.0,836.0,,,NaN
ACS,OTN-Global,ACS-SE2-1115773-1,OTN-GlobalACSACS-SE2-1115773-1,VEMCO,VMT,,,1115773,65.2377,-65.5144,2011-07-23T19:37:00Z,2012-08-26T19:19:00Z,ACS,ManmadePlatform,ACS_ACS-SE2,960.0,776.0,,,NaN
ACS,OTN-Global,ACS-SE3R1-1115776-1,OTN-GlobalACSACS-SE3R1-1115776-1,VEMCO,VMT,,,1115776,65.2445,-65.4755,2011-07-23T19:50:00Z,2012-08-26T18:39:00Z,ACS,ManmadePlatform,ACS_ACS-SE3R1,950.0,766.0,,,NaN
ACS,OTN-Global,ACS-SE3R2-1115763-1,OTN-GlobalACSACS-SE3R2-1115763-1,VEMCO,VMT,,,1115763,65.2363,-65.5673,2011-07-24T12:49:00Z,2012-08-29T20:12:00Z,ACS,ManmadePlatform,ACS_ACS-SE3R2,1063.0,879.0,,,NaN
ACS,OTN-Global,ACS015-RBR TR-1050-09031-1,OTN-GlobalACSACS015-RBR TR-1050-09031-1,RBR,RBR TR-1050,,,09031,65.9364,-66.2053,2010-08-16T13:51:00Z,2011-08-10T17:29:00Z,ACS,ManmadePlatform,ACS_ACS015,249.0,242.2,,,NaN
ACS,OTN-Global,ACS010-RBR TR-1050-09151-1,OTN-GlobalACSACS010-RBR TR-1050-09151-1,RBR,RBR TR-1050,,,09151,65.96793,-66.35099,2010-08-16T11:58:00Z,2011-07-13T19:21:00Z,ACS,ManmadePlatform,ACS_ACS010,227.0,220.2,,,NaN
ACS,OTN-Global,ACS011-RBR TR-1050-09123-1,OTN-GlobalACSACS011-RBR TR-1050-09123-1,RBR,RBR TR-1050,,,09123,65.96146,-66.3215,2010-08-16T12:35:00Z,2011-07-13T19:32:30Z,ACS,ManmadePlatform,ACS_ACS011,271.0,264.2,,,NaN
ACS,OTN-Global,PANR1-TILT-167-1,OTN-GlobalACSPANR1-TILT-167-1,Star-Oddi,DST tilt,,,167,66.1458,-65.7844,2011-07-29T19:45:00Z,2012-08-23T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-PanR1,110.0,90.0,<phase_count>4</phase_count>,,NaN
ACS,OTN-Global,SC1-Thermistor-9117-1,OTN-GlobalACSSC1-Thermistor-9117-1,Omega,Thermistor,,,9117,65.4777,-65.8898,2011-07-23T15:31:30Z,2012-08-25T17:12:00Z,ACS,ManmadePlatform,ACS_ACS-SC1,1500.0,1316.0,<phase_count>4</phase_count>,,NaN
ACS,OTN-Global,SE3R4-TILT-169-1,OTN-GlobalACSSE3R4-TILT-169-1,Star-Oddi,DST tilt,,,169,65.23,-65.5548,2011-07-26T22:26:00Z,2012-08-29T17:22:00Z,ACS,ManmadePlatform,ACS_ACS-SE3R4,1500.0,1316.0,<phase_count>4</phase_count>,,NaN
ACS,OTN-Global,ACS-SD2-VR2W-69-113624-1,OTN-GlobalACSACS-SD2-VR2W-69-113624-1,VEMCO,VR2W-69,,,VR2W-113624,65.3492,-65.7479,2011-07-23T17:52:30Z,2012-08-26T16:27:00Z,ACS,ManmadePlatform,ACS_ACS-SD2,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SA1-1115766-1,OTN-GlobalACSACS-SA1-1115766-1,VEMCO,VMT,,,1115766,65.8266,-66.1373,2011-07-23T11:53:40Z,2012-08-31T15:59:00Z,ACS,ManmadePlatform,ACS_ACS-SA1,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SA2-1115772-1,OTN-GlobalACSACS-SA2-1115772-1,VEMCO,VMT,,,1115772,65.8203,-66.1785,2011-07-23T12:16:30Z,2012-08-31T16:40:00Z,ACS,ManmadePlatform,ACS_ACS-SA2,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS014-RBR TR-1050-09139-1,OTN-GlobalACSACS014-RBR TR-1050-09139-1,RBR,RBR TR-1050,,,00000,65.94264,-66.23439,2010-08-16T13:31:00Z,2011-07-13T20:09:50Z,ACS,ManmadePlatform,ACS_ACS014,234.0,227.2,,,NaN
ACS,OTN-Global,ACS-PanR1-VR2W-180-300802-1,OTN-GlobalACSACS-PanR1-VR2W-180-300802-1,VEMCO,VR2W-180,,,VR2W-300802,66.1458,-65.7844,2011-07-29T19:45:00Z,2012-08-23T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-PanR1,110.0,90.0,,,NaN
ACS,OTN-Global,ACS-PanR2-VR2W-180-300803-1,OTN-GlobalACSACS-PanR2-VR2W-180-300803-1,VEMCO,VR2W-180,,,VR2W-300803,66.1473,-65.7817,2011-07-29T19:49:00Z,2012-08-23T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-PanR2,111.0,91.0,,,NaN
ACS,OTN-Global,ACS013-RBR TR-1050-09150-1,OTN-GlobalACSACS013-RBR TR-1050-09150-1,RBR,RBR TR-1050,,,09150,65.94915,-66.26367,2010-08-16T13:13:00Z,2011-07-13T19:59:09Z,ACS,ManmadePlatform,ACS_ACS013,250.5,243.7,,,NaN
ACS,OTN-Global,ACS-SD3-VR2W-69-113618-1,OTN-GlobalACSACS-SD3-VR2W-69-113618-1,VEMCO,VR2W-69,,,VR2W-113618,65.3568,-65.7087,2011-07-23T18:11:00Z,2012-08-26T17:09:00Z,ACS,ManmadePlatform,ACS_ACS-SD3,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS012-RBR TR-1050-09146-1,OTN-GlobalACSACS012-RBR TR-1050-09146-1,RBR,RBR TR-1050,,,09146,65.95504,-66.29242,2010-08-16T12:55:00Z,2011-07-13T19:49:34Z,ACS,ManmadePlatform,ACS_ACS012,291.0,284.2,,,NaN
ACS,OTN-Global,ACS-SE1-VR2W-69-113622-1,OTN-GlobalACSACS-SE1-VR2W-69-113622-1,VEMCO,VR2W-69,,,VR2W-113622,65.23,-65.5544,2011-07-23T19:23:00Z,2012-08-26T20:01:00Z,ACS,ManmadePlatform,ACS_ACS-SE1,1020.0,836.0,,,NaN
ACS,OTN-Global,ACS-SE2-VR2W-69-113629-1,OTN-GlobalACSACS-SE2-VR2W-69-113629-1,VEMCO,VR2W-69,,,VR2W-113629,65.2377,-65.5144,2011-07-23T19:37:00Z,2012-08-26T19:19:00Z,ACS,ManmadePlatform,ACS_ACS-SE2,960.0,776.0,,,NaN
ACS,OTN-Global,ACS-SE3R1-VR2W-69-113625-1,OTN-GlobalACSACS-SE3R1-VR2W-69-113625-1,VEMCO,VR2W-69,,,VR2W-113625,65.2445,-65.4755,2011-07-23T19:50:00Z,2012-08-26T18:39:00Z,ACS,ManmadePlatform,ACS_ACS-SE3R1,950.0,766.0,,,NaN
ACS,OTN-Global,ACS-SE3R2-VR2W-69-113620-1,OTN-GlobalACSACS-SE3R2-VR2W-69-113620-1,VEMCO,VR2W-69,,,VR2W-113620,65.2363,-65.5673,2011-07-24T12:49:00Z,2012-08-29T19:44:00Z,ACS,ManmadePlatform,ACS_ACS-SE3R2,1063.0,879.0,,,NaN
ACS,OTN-Global,ACS-SE3R3-VR2W-69-113626-1,OTN-GlobalACSACS-SE3R3-VR2W-69-113626-1,VEMCO,VR2W-69,,,VR2W-113626,65.2377,-65.5673,2011-07-24T12:42:00Z,2012-08-29T20:12:00Z,ACS,ManmadePlatform,ACS_ACS-SE3R3,1063.0,879.0,,,NaN
ACS,OTN-Global,ACS001-VR2W-110148-1,OTN-GlobalACSACS001-VR2W-110148-1,VEMCO,VR2W,,,110148,66.01957,-66.61344,2010-08-15T21:04:00Z,2011-07-13T18:41:00Z,ACS,ManmadePlatform,ACS_ACS001,177.4,170.6,,,NaN
ACS,OTN-Global,ACS002-VR2W-110154-1,OTN-GlobalACSACS002-VR2W-110154-1,VEMCO,VR2W,,,110154,66.01829,-66.58431,2010-08-15T21:27:00Z,2011-07-13T17:43:00Z,ACS,ManmadePlatform,ACS_ACS002,117.0,110.2,,,NaN
ACS,OTN-Global,ACS003-VR2W-110149-1,OTN-GlobalACSACS003-VR2W-110149-1,VEMCO,VR2W,,,110149,66.01186,-66.55526,2010-08-15T21:49:00Z,2011-07-13T18:02:00Z,ACS,ManmadePlatform,ACS_ACS003,82.0,75.2,,,NaN
ACS,OTN-Global,ACS004-VR2W-110151-1,OTN-GlobalACSACS004-VR2W-110151-1,VEMCO,VR2W,,,110151,66.00568,-66.52592,2010-08-15T22:07:00Z,2011-07-13T18:11:00Z,ACS,ManmadePlatform,ACS_ACS004,173.0,166.2,,,NaN
ACS,OTN-Global,ACS005-VR2W-110160-1,OTN-GlobalACSACS005-VR2W-110160-1,VEMCO,VR2W,,,110160,65.99931,-66.49643,2010-08-15T22:26:00Z,2011-07-13T18:22:00Z,ACS,ManmadePlatform,ACS_ACS005,115.0,108.2,,,NaN
ACS,OTN-Global,ACS006-VR2W-110153-1,OTN-GlobalACSACS006-VR2W-110153-1,VEMCO,VR2W,,,110153,65.99328,-66.46783,2010-08-16T00:17:00Z,2011-07-13T18:34:00Z,ACS,ManmadePlatform,ACS_ACS006,375.0,328.2,,,NaN
ACS,OTN-Global,ACS-SMouth1-VR2W-69-113661-1,OTN-GlobalACSACS-SMouth1-VR2W-69-113661-1,VEMCO,VR2W-69,,,VR2W-113661,64.7679,-63.9975,2011-09-01T20:38:00Z,2012-09-18T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-SMouth1,475.0,463.0,,,NaN
ACS,OTN-Global,ACS007-VR2W-110127-1,OTN-GlobalACSACS007-VR2W-110127-1,VEMCO,VR2W,,,110127,65.98663,-66.43857,2010-08-16T00:57:00Z,2011-07-13T18:46:00Z,ACS,ManmadePlatform,ACS_ACS007,241.0,234.2,,,NaN
ACS,OTN-Global,ACS008-VR2W-110130-1,OTN-GlobalACSACS008-VR2W-110130-1,VEMCO,VR2W,,,110130,65.98055,-66.40946,2010-08-16T11:17:00Z,2011-07-13T19:18:00Z,ACS,ManmadePlatform,ACS_ACS008,208.0,201.2,,,NaN
ACS,OTN-Global,ACS009-VR2W-110156-1,OTN-GlobalACSACS009-VR2W-110156-1,VEMCO,VR2W,,,110156,65.97414,-66.38048,2010-08-16T11:37:00Z,2011-07-13T19:29:00Z,ACS,ManmadePlatform,ACS_ACS009,183.0,176.2,,,NaN
ACS,OTN-Global,ACS010-VR2W-110124-1,OTN-GlobalACSACS010-VR2W-110124-1,VEMCO,VR2W,,,110124,65.96793,-66.35099,2010-08-16T11:58:00Z,2011-07-13T19:21:00Z,ACS,ManmadePlatform,ACS_ACS010,227.0,220.2,,,NaN
ACS,OTN-Global,ACS008-RBR TR-1050-12669-1,OTN-GlobalACSACS008-RBR TR-1050-12669-1,RBR,RBR TR-1050,,,12669,65.98055,-66.40946,2010-08-16T11:17:00Z,2011-07-13T19:18:00Z,ACS,ManmadePlatform,ACS_ACS008,208.0,201.2,,,NaN
ACS,OTN-Global,ACS009-RBR TR-1050-09141-1,OTN-GlobalACSACS009-RBR TR-1050-09141-1,RBR,RBR TR-1050,,,09141,65.97414,-66.38048,2010-08-16T11:37:00Z,2011-07-13T19:29:00Z,ACS,ManmadePlatform,ACS_ACS009,183.0,176.2,,,NaN
ACS,OTN-Global,ACS011-VR2W-110126-1,OTN-GlobalACSACS011-VR2W-110126-1,VEMCO,VR2W,,,110126,65.96146,-66.3215,2010-08-16T12:35:00Z,2011-07-13T19:32:30Z,ACS,ManmadePlatform,ACS_ACS011,271.0,264.2,,,NaN
ACS,OTN-Global,ACS012-VR2W-110121-1,OTN-GlobalACSACS012-VR2W-110121-1,VEMCO,VR2W,,,110121,65.95504,-66.29242,2010-08-16T12:55:00Z,2011-07-13T19:49:34Z,ACS,ManmadePlatform,ACS_ACS012,291.0,284.2,,,NaN
ACS,OTN-Global,ACS013-VR2W-110118-1,OTN-GlobalACSACS013-VR2W-110118-1,VEMCO,VR2W,,,110118,65.94915,-66.26367,2010-08-16T13:13:00Z,2011-07-13T19:59:09Z,ACS,ManmadePlatform,ACS_ACS013,250.5,243.7,,,NaN
ACS,OTN-Global,ACS014-VR2W-110119-1,OTN-GlobalACSACS014-VR2W-110119-1,VEMCO,VR2W,,,110119,65.94264,-66.23439,2010-08-16T13:31:00Z,2011-07-13T20:09:50Z,ACS,ManmadePlatform,ACS_ACS014,234.0,227.2,,,NaN
ACS,OTN-Global,ACS-WA1-VR2W-69-113642-1,OTN-GlobalACSACS-WA1-VR2W-69-113642-1,VEMCO,VR2W-69,,,VR2W-113642,66.1986,-66.7409,2011-07-31T17:42:00Z,2012-09-19T14:00:00Z,ACS,ManmadePlatform,ACS_ACS-WA1,355.0,343.0,,,NaN
ACS,OTN-Global,ACS-WA2-VR2W-69-113651-1,OTN-GlobalACSACS-WA2-VR2W-69-113651-1,VEMCO,VR2W-69,,,VR2W-113651,66.1919,-66.7528,2011-07-31T17:55:00Z,2012-09-19T14:18:00Z,ACS,ManmadePlatform,ACS_ACS-WA2,431.0,419.0,,,NaN
ACS,OTN-Global,ACS-WA3-VR2W-69-113647-1,OTN-GlobalACSACS-WA3-VR2W-69-113647-1,VEMCO,VR2W-69,,,VR2W-113647,66.1847,-66.7639,2011-07-31T18:02:00Z,2012-09-19T14:41:00Z,ACS,ManmadePlatform,ACS_ACS-WA3,333.0,321.0,,,NaN
ACS,OTN-Global,ACS-WC1-VR2W-69-113646-1,OTN-GlobalACSACS-WC1-VR2W-69-113646-1,VEMCO,VR2W-69,,,VR2W-113646,66.1099,-66.4471,2011-07-31T22:38:00Z,2012-09-19T19:20:00Z,ACS,ManmadePlatform,ACS_ACS-WC1,356.0,344.0,,,NaN
ACS,OTN-Global,ACS-WC2-VR2W-69-113652-1,OTN-GlobalACSACS-WC2-VR2W-69-113652-1,VEMCO,VR2W-69,,,VR2W-113652,66.1023,-66.4601,2011-07-31T22:46:00Z,2012-09-19T19:34:00Z,ACS,ManmadePlatform,ACS_ACS-WC2,440.0,428.0,,,NaN
ACS,OTN-Global,ACS-WC3-VR2W-69-113656-1,OTN-GlobalACSACS-WC3-VR2W-69-113656-1,VEMCO,VR2W-69,,,VR2W-113656,66.0957,-66.473,2011-07-31T22:54:00Z,2012-09-19T19:54:00Z,ACS,ManmadePlatform,ACS_ACS-WC3,411.0,399.0,,,NaN
ACS,OTN-Global,ACS-WC4-VR2W-69-113655-1,OTN-GlobalACSACS-WC4-VR2W-69-113655-1,VEMCO,VR2W-69,,,VR2W-113655,66.0883,-66.4864,2011-07-31T23:01:00Z,2012-09-19T20:08:00Z,ACS,ManmadePlatform,ACS_ACS-WC4,447.0,435.0,,,NaN
ACS,OTN-Global,ACS-WG1-VR2W-69-113649-2,OTN-GlobalACSACS-WG1-VR2W-69-113649-2,VEMCO,VR2W-69,,,VR2W-113649,65.9993,-66.4964,2011-07-31T23:42:00Z,2012-08-31T12:35:00Z,ACS,ManmadePlatform,ACS_ACS-WG1,149.0,137.0,,,NaN
ACS,OTN-Global,ACS015-VR2W-110122-1,OTN-GlobalACSACS015-VR2W-110122-1,VEMCO,VR2W,,,110122,65.9364,-66.2053,2010-08-16T13:51:00Z,2011-08-10T17:29:00Z,ACS,ManmadePlatform,ACS_ACS015,249.0,242.2,,,NaN
ACS,OTN-Global,ACS-WG2-VR2W-69-113654-2,OTN-GlobalACSACS-WG2-VR2W-69-113654-2,VEMCO,VR2W-69,,,VR2W-113654,65.9932,-66.4679,2011-07-31T23:52:00Z,2012-08-31T12:57:00Z,ACS,ManmadePlatform,ACS_ACS-WG2,372.0,360.0,,,NaN
ACS,OTN-Global,ACS-WG3-VR2W-69-113648-2,OTN-GlobalACSACS-WG3-VR2W-69-113648-2,VEMCO,VR2W-69,,,VR2W-113648,65.9867,-66.4388,2011-08-01T00:00:00Z,2012-08-31T13:22:00Z,ACS,ManmadePlatform,ACS_ACS-WG3,249.0,237.0,,,NaN
ACS,OTN-Global,ACS-WG4-VR2W-69-113665-2,OTN-GlobalACSACS-WG4-VR2W-69-113665-2,VEMCO,VR2W-69,,,VR2W-113665,65.9764,-66.4685,2011-08-01T00:08:00Z,2012-08-31T14:03:00Z,ACS,ManmadePlatform,ACS_ACS-WG4,431.0,419.0,,,NaN
ACS,OTN-Global,ACS-SB1-VR2W-69-1,OTN-GlobalACSACS-SB1-VR2W-69-1,VEMCO,VR2W-69,,,VR2W-69,65.6311,-65.9246,2011-09-01T04:30:00Z,,ACS,ManmadePlatform,ACS_ACS-SB1,1500.0,1316.0,Peklova and Hedges - could not communicate with release,,NaN
ACS,OTN-Global,ACS-WG5-VR2W-69-113645-2,OTN-GlobalACSACS-WG5-VR2W-69-113645-2,VEMCO,VR2W-69,,,VR2W-113645,65.9833,-66.499,2011-08-01T00:15:00Z,2012-08-31T13:46:00Z,ACS,ManmadePlatform,ACS_ACS-WG5,459.0,447.0,,,NaN
ACS,OTN-Global,ACS026-RBR TR-1050-09148-1,OTN-GlobalACSACS026-RBR TR-1050-09148-1,RBR,RBR TR-1050,,,09148,65.94491,-66.3229,2010-08-16T12:44:00Z,2011-07-12T20:18:00Z,ACS,ManmadePlatform,ACS_ACS026,238.0,231.2,,,NaN
ACS,OTN-Global,ACS027-RBR TR-1050-09117-1,OTN-GlobalACSACS027-RBR TR-1050-09117-1,RBR,RBR TR-1050,,,09117,65.93842,-66.29419,2010-08-16T13:04:00Z,2011-07-12T20:05:00Z,ACS,ManmadePlatform,ACS_ACS027,234.0,227.2,,,NaN
ACS,OTN-Global,ACS026-VR2W-110128-1,OTN-GlobalACSACS026-VR2W-110128-1,VEMCO,VR2W,,,110128,65.94491,-66.3229,2010-08-16T12:44:00Z,2011-07-12T20:18:00Z,ACS,ManmadePlatform,ACS_ACS026,238.0,231.2,,,NaN
ACS,OTN-Global,ACS027-VR2W-110117-1,OTN-GlobalACSACS027-VR2W-110117-1,VEMCO,VR2W,,,110117,65.93842,-66.29419,2010-08-16T13:04:00Z,2011-07-12T20:05:00Z,ACS,ManmadePlatform,ACS_ACS027,234.0,227.2,,,NaN
ACS,OTN-Global,ACS028-VR2W-110125-1,OTN-GlobalACSACS028-VR2W-110125-1,VEMCO,VR2W,,,110125,65.93224,-66.26475,2010-08-16T13:22:00Z,2011-07-12T19:48:00Z,ACS,ManmadePlatform,ACS_ACS028,234.0,227.2,,,NaN
ACS,OTN-Global,ACS016-VR2W-110147-1,OTN-GlobalACSACS016-VR2W-110147-1,VEMCO,VR2W,,,110147,66.00814,-66.61431,2010-08-15T21:16:00Z,2011-07-13T16:41:00Z,ACS,ManmadePlatform,ACS_ACS016,88.0,81.2,,,NaN
ACS,OTN-Global,ACS017-VR2W-110150-1,OTN-GlobalACSACS017-VR2W-110150-1,VEMCO,VR2W,,,110150,66.00174,-66.58447,2010-08-15T21:39:00Z,2011-07-13T16:19:00Z,ACS,ManmadePlatform,ACS_ACS017,100.0,93.2,,,NaN
ACS,OTN-Global,ACS018-VR2W-110152-1,OTN-GlobalACSACS018-VR2W-110152-1,VEMCO,VR2W,,,110152,65.99546,-66.55585,2010-08-15T21:58:00Z,2011-07-13T16:09:00Z,ACS,ManmadePlatform,ACS_ACS018,234.0,227.2,,,NaN
ACS,OTN-Global,ACS019-VR2W-110157-1,OTN-GlobalACSACS019-VR2W-110157-1,VEMCO,VR2W,,,110157,65.9892,-66.52713,2010-08-15T22:17:00Z,2011-07-12T22:24:00Z,ACS,ManmadePlatform,ACS_ACS019,187.0,180.2,,,NaN
ACS,OTN-Global,ACS020-VR2W-110155-1,OTN-GlobalACSACS020-VR2W-110155-1,VEMCO,VR2W,,,110155,65.98329,-66.49862,2010-08-16T00:03:00Z,2011-07-12T22:06:00Z,ACS,ManmadePlatform,ACS_ACS020,441.0,334.2,,,NaN
ACS,OTN-Global,ACS021-VR2W-110123-1,OTN-GlobalACSACS021-VR2W-110123-1,VEMCO,VR2W,,,110123,65.97642,-66.46866,2010-08-16T00:33:00Z,2011-07-12T21:49:00Z,ACS,ManmadePlatform,ACS_ACS021,455.4,348.6,,,NaN
ACS,OTN-Global,ACS022-VR2W-110129-1,OTN-GlobalACSACS022-VR2W-110129-1,VEMCO,VR2W,,,110129,65.97027,-66.43971,2010-08-16T01:06:00Z,2011-07-12T21:19:00Z,ACS,ManmadePlatform,ACS_ACS022,215.8,209.0,,,NaN
ACS,OTN-Global,ACS024-VR2W-110120-1,OTN-GlobalACSACS024-VR2W-110120-1,VEMCO,VR2W,,,110120,65.95748,-66.38125,2010-08-16T11:48:00Z,2011-07-12T20:44:00Z,ACS,ManmadePlatform,ACS_ACS024,168.0,161.2,,,NaN
ACS,OTN-Global,ACS029-VR2W-110116-1,OTN-GlobalACSACS029-VR2W-110116-1,VEMCO,VR2W,,,110116,65.92581,-66.23588,2010-08-16T13:41:00Z,2011-07-12T19:23:00Z,ACS,ManmadePlatform,ACS_ACS029,324.0,317.2,,,NaN
ACS,OTN-Global,ACS029-RBR TR-1050-09152-1,OTN-GlobalACSACS029-RBR TR-1050-09152-1,RBR,RBR TR-1050,,,09152,65.92581,-66.23588,2010-08-16T13:41:00Z,2011-07-12T19:23:00Z,ACS,ManmadePlatform,ACS_ACS029,324.0,317.2,,,NaN
ACS,OTN-Global,ACS024-RBR TR-1050-09143-1,OTN-GlobalACSACS024-RBR TR-1050-09143-1,RBR,RBR TR-1050,,,09143,65.95748,-66.38125,2010-08-16T11:48:00Z,2011-07-12T20:44:00Z,ACS,ManmadePlatform,ACS_ACS024,168.0,161.2,,,NaN
ACS,OTN-Global,ACS023-VR2W-110146-1,OTN-GlobalACSACS023-VR2W-110146-1,VEMCO,VR2W,,,110146,65.96381,-66.41012,2010-08-16T11:27:00Z,,ACS,ManmadePlatform,ACS_ACS023,91.0,84.2,Did not SURFACE - 3 PINGS from release - on side? Float failure?,,NaN
ACS,OTN-Global,ACS-PanR1-VR2W-69-113633-1,OTN-GlobalACSACS-PanR1-VR2W-69-113633-1,VEMCO,VR2W-69,,,VR2W-113633,66.1458,-65.7844,2011-07-29T19:45:00Z,2012-08-23T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-PanR1,110.0,90.0,,,NaN
ACS,OTN-Global,ACS-PanR3-VR2W-69-113631-1,OTN-GlobalACSACS-PanR3-VR2W-69-113631-1,VEMCO,VR2W-69,,,VR2W-113631,66.151,-65.7719,2011-07-29T19:58:00Z,2012-08-23T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-PanR3,151.0,131.0,,,NaN
ACS,OTN-Global,ACS023-RBR TR-1050-09145-1,OTN-GlobalACSACS023-RBR TR-1050-09145-1,RBR,RBR TR-1050,,,09145,65.96381,-66.41012,2010-08-16T11:27:00Z,,ACS,ManmadePlatform,ACS_ACS023,91.0,84.2,Did not  SURFACE - 3 PINGS from release - on side? Float failure?,,NaN
ACS,OTN-Global,ACS-PanR4-VR2W-69-113641-1,OTN-GlobalACSACS-PanR4-VR2W-69-113641-1,VEMCO,VR2W-69,,,VR2W-113641,66.1523,-65.7686,2011-07-29T20:07:00Z,2012-08-23T04:00:00Z,ACS,ManmadePlatform,ACS_ACS-PanR4,150.0,130.0,,,NaN
ACS,OTN-Global,ACS-SA2-VR2W-69-113623-1,OTN-GlobalACSACS-SA2-VR2W-69-113623-1,VEMCO,VR2W-69,,,VR2W-113623,65.8203,-66.1785,2011-07-23T12:16:30Z,2012-08-31T16:40:00Z,ACS,ManmadePlatform,ACS_ACS-SA2,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SA3-VR2W-69-113627-1,OTN-GlobalACSACS-SA3-VR2W-69-113627-1,VEMCO,VR2W-69,,,VR2W-113627,65.8145,-66.2198,2011-07-23T12:35:45Z,2012-08-31T17:14:00Z,ACS,ManmadePlatform,ACS_ACS-SA3,914.0,730.0,,,NaN
ACS,OTN-Global,ACS-SC1-VR2W-69-113636-1,OTN-GlobalACSACS-SC1-VR2W-69-113636-1,VEMCO,VR2W-69,,,VR2W-113636,65.4777,-65.8898,2011-07-23T15:31:30Z,2012-08-25T17:12:00Z,ACS,ManmadePlatform,ACS_ACS-SC1,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-SC2-VR2W-69-113617-1,OTN-GlobalACSACS-SC2-VR2W-69-113617-1,VEMCO,VR2W-69,,,VR2W-113617,65.4712,-65.9307,2011-07-23T15:55:20Z,2012-08-25T18:48:00Z,ACS,ManmadePlatform,ACS_ACS-SC2,1500.0,1316.0,,,NaN
