date,Tag.ID,Transmitter.Name,common_name,Consecutive.Dispersal
2002-12-05,37383,1702003,Salmon Shark,58.375374069684135
2002-12-06,37375,1702005,Salmon Shark,29.43103033686205
2002-12-06,37376,1702002,Salmon Shark,13.173295402043394
2002-12-07,37375,1702005,Salmon Shark,85.61961884911078
2002-12-07,37380,1702008,Salmon Shark,714.0554742454852
2002-12-08,3184,1602005,Blue Shark,17.305773277913023
2002-12-08,37383,1702003,Salmon Shark,41.782194781915706
2002-12-09,3184,1602005,Blue Shark,18.086208548467454
2002-12-09,37374,1702009,Salmon Shark,40.843485555767536
2002-12-09,37376,1702002,Salmon Shark,19.266107588563568
2002-12-09,37381,1702001,Salmon Shark,116.73935417888961
2002-12-10,3184,1602005,Blue Shark,17.201774616230214
2002-12-10,37375,1702005,Salmon Shark,159.204508330344
2002-12-10,37376,1702002,Salmon Shark,18.96457162614897
2002-12-11,3184,1602005,Blue Shark,28.07344642080668
2002-12-12,3184,1602005,Blue Shark,14.706389872591403
2002-12-13,3184,1602005,Blue Shark,18.266378702517784
2002-12-16,37382,1702011,Salmon Shark,98.2234377844499
2002-12-18,37381,1702001,Salmon Shark,162.37446991221302
2002-12-19,37381,1702001,Salmon Shark,27.730150673866323
2002-12-21,37376,1702002,Salmon Shark,114.94455401684795
2002-12-21,37380,1702008,Salmon Shark,1401.2175013849053
2002-12-22,37376,1702002,Salmon Shark,6.000112801701318
2002-12-24,37376,1702002,Salmon Shark,14.001947240255413
2002-12-27,37376,1702002,Salmon Shark,21.868571434233257
2002-12-28,37376,1702002,Salmon Shark,1034.3140209190567
2002-12-28,37382,1702011,Salmon Shark,29.11806619394974
2002-12-30,37376,1702002,Salmon Shark,984.7563409986174
2002-12-31,37376,1702002,Salmon Shark,3.145581082644215
2002-12-31,37382,1702011,Salmon Shark,32.80428349041279
2003-01-01,37382,1702011,Salmon Shark,21.605891157487132
2003-01-02,37376,1702002,Salmon Shark,38.83938547957428
2003-01-04,37381,1702001,Salmon Shark,903.337380004761
2003-01-05,37376,1702002,Salmon Shark,22.843710350180107
2003-01-09,37381,1702001,Salmon Shark,173.8367936663169
2003-01-13,30375,1702004,Salmon Shark,6.780562191574378
2003-01-13,37377,1702010,Salmon Shark,232.1693932234162
2003-01-13,37382,1702011,Salmon Shark,125.44943074792012
2003-01-14,30375,1702004,Salmon Shark,17.585073667842465
2003-01-15,30375,1702004,Salmon Shark,18.646720433674503
2003-01-15,37376,1702002,Salmon Shark,747.90262481251375
2003-01-16,30375,1702004,Salmon Shark,6.481309853312346
2003-01-17,30375,1702004,Salmon Shark,39.055552258312865
2003-01-18,30375,1702004,Salmon Shark,20.47636641564168
2003-01-19,30375,1702004,Salmon Shark,12.234944845103652
2003-01-20,30375,1702004,Salmon Shark,2.7990244347166455
2003-01-20,37376,1702002,Salmon Shark,355.24539414386874
2003-01-21,30375,1702004,Salmon Shark,1.1767820513312488
2003-01-21,37375,1702005,Salmon Shark,454.91460698455694
2003-01-21,37376,1702002,Salmon Shark,5.483810072788764
2003-01-22,37376,1702002,Salmon Shark,21.573582605534085
2003-01-23,37376,1702002,Salmon Shark,77.61876657986312
2003-01-24,37376,1702002,Salmon Shark,62.18164311296247
2003-01-25,37376,1702002,Salmon Shark,87.28835884672979
2003-01-26,37376,1702002,Salmon Shark,98.91215253547321
2003-01-29,37376,1702002,Salmon Shark,301.34993536557397
2003-01-31,37376,1702002,Salmon Shark,197.35717742224756
2003-01-31,37379,1702006,Salmon Shark,9.19016801085216
2003-02-01,37376,1702002,Salmon Shark,94.88205744349594
2003-02-01,37382,1702011,Salmon Shark,467.3830435020549
2003-02-02,37376,1702002,Salmon Shark,35.043640132009976
2003-02-03,37376,1702002,Salmon Shark,90.67061682299834
2003-02-03,37379,1702006,Salmon Shark,260.4643405823142
2003-02-04,37382,1702011,Salmon Shark,169.57844815981886
2003-02-05,37376,1702002,Salmon Shark,26.43251116824619
2003-02-06,37376,1702002,Salmon Shark,69.54316134183973
2003-02-07,37376,1702002,Salmon Shark,12.823632213619254
2003-02-09,37377,1702010,Salmon Shark,206.55391840675756
2003-02-11,37376,1702002,Salmon Shark,176.8662994165964
2003-02-13,37376,1702002,Salmon Shark,100.00308932915884
2003-02-15,29710,1902003,White Shark,7.05245935677889
2003-02-15,37376,1702002,Salmon Shark,75.88915123962596
2003-02-16,29710,1902003,White Shark,10.149325781949413
2003-02-16,37376,1702002,Salmon Shark,22.769338467090822
2003-02-16,37382,1702011,Salmon Shark,897.0660614165242
2003-02-17,29710,1902003,White Shark,13.703812963716729
2003-02-17,37376,1702002,Salmon Shark,52.430315362000464
2003-02-18,29710,1902003,White Shark,10.793622368248899
2003-02-19,29710,1902003,White Shark,22.127234963206174
2003-02-19,37376,1702002,Salmon Shark,42.444613841383976
2003-02-19,37382,1702011,Salmon Shark,225.38231720984965
2003-02-20,29710,1902003,White Shark,10.251400959842119
2003-02-20,37376,1702002,Salmon Shark,93.14860024895081
2003-02-21,37376,1702002,Salmon Shark,31.299930311758793
2003-02-22,37376,1702002,Salmon Shark,68.26091419051117
2003-02-23,37376,1702002,Salmon Shark,48.378937048450624
2003-02-24,37376,1702002,Salmon Shark,15.817420319094548
2003-02-27,37375,1702005,Salmon Shark,1138.6599283267274
2003-03-01,37376,1702002,Salmon Shark,118.49621367343926
2003-03-01,37383,1702003,Salmon Shark,2228.877867781237
2003-03-02,37376,1702002,Salmon Shark,47.54212643982825
2003-03-02,37383,1702003,Salmon Shark,73.51683176161784
2003-03-03,37376,1702002,Salmon Shark,62.13519195868524
2003-03-03,37383,1702003,Salmon Shark,70.14901535464276
2003-03-04,37375,1702005,Salmon Shark,470.09072995423656
2003-03-04,37376,1702002,Salmon Shark,48.901197044381966
2003-03-04,37382,1702011,Salmon Shark,921.1737096975531
2003-03-05,37376,1702002,Salmon Shark,49.68871956251085
2003-03-06,37383,1702003,Salmon Shark,171.75172136635183
2003-03-07,37376,1702002,Salmon Shark,115.60837745567625
2003-03-07,37382,1702011,Salmon Shark,198.18967708029643
2003-03-07,37383,1702003,Salmon Shark,58.95254258144689
