scientific_name,common_name,group,transmitter_id,tag_id,num_det,days_det,num_stat,DI,mcp,bbk50,bbk95,BodyLength_mm,sex,ReleaseDate,release_latitude,release_longitude,tag_project_name,IUCN,mass.g,dis_min,dis_25,dis_50,dis_75,dis_max,dis_mean,dis_sd,Habitat,Trophic.group,comment
Brachaelurus waddi,Blind Shark,shark,A69-9001-26969,78228522,3,1,1,0.007352941,,,,,MALE,2013-10-31,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,0.291836644,0.029183664,0.09228685,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-1303-47540,77523760,3,1,1,0.00310559,,,,,MALE,2013-02-05,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,0.291836644,0.011673466,0.058367329,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-9001-31818,117605887,3,1,3,0.010309278,,,,,MALE,2015-03-10,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0.144596476,0.578385903,1.845971029,5.8541281,1.546566552,2.268689369,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-1303-9538,117605927,30,6,3,0.024590164,,,,,MALE,2015-03-10,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,2.823165008,0.110897796,0.459988242,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-9001-26971,113441851,20,3,2,0.004784689,,,,660,FEMALE,2015-01-01,-33.8466,151.291,NSW DPI (Artificial Reef Network),LC,1848.956442,0,0,0,0.480253017,1.422607656,0.191375151,0.336817338,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-9001-26970,78228512,31,4,2,0.007462687,,,,,FEMALE,2013-10-31,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,0.960051265,0.03209969,0.159496069,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-1303-47527,78228481,32,6,5,0.030456853,,,,,MALE,2013-07-24,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,13.97779422,0.465364924,2.100352841,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-1303-9543,117605914,4,1,1,0.005154639,,,,,MALE,2015-03-10,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,1.739491143,0.193276794,0.579830381,B,Omnivore,
Brachaelurus waddi,Blind Shark,shark,A69-9001-26967,78228503,3,1,1,0.002785515,,,,,MALE,2013-10-30,-33.853,151.2887,NSW DPI (Artificial Reef Network),LC,,0,0,0,0,1.739491143,0.062124684,0.328732927,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1206-3145,5354115,120,8,3,0.0064,,,,880,FEMALE,2008-11-13,-42.8664,147.3445,Seven Gill tracking in Coastal Tasmania,LC,4863.198451,0,0,0,0,22.48647553,0.315230373,2.309549765,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1303-33163,110520861,27,2,4,0.011904762,,,,705,MALE,2013-02-20,-42.8041,147.5021,Chondrichthyan monitoring of south-east Australia,LC,2434.927866,0,0,0,0.401364049,59.85717932,2.425269101,11.48557624,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1303-33167,110520797,204,10,10,0.008976661,,,,670,MALE,2013-01-27,-42.8041,147.5021,Chondrichthyan monitoring of south-east Australia,LC,2077.253213,0,0,0,0,246.8425426,2.936370097,24.58274687,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1303-33170,110520873,358,18,18,0.022959184,1480.338379,2217013.081,13028204.11,710,MALE,2013-02-21,-42.8041,147.5021,Chondrichthyan monitoring of south-east Australia,LC,2489.213244,0,0,0,0.798856492,246.8425426,3.212406752,25.94568742,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1601-64037,110519825,58,4,6,0.00109589,,,,700,MALE,2012-01-19,-42.8041,147.4985,Chondrichthyan monitoring of south-east Australia,LC,2381.452589,0,0,0,0,275.4793754,13.4653659,57.18575075,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1303-33166,110520789,55,4,6,0.017699115,,,,750,MALE,2013-01-27,-42.8072,147.4967,Chondrichthyan monitoring of south-east Australia,LC,2953.433501,0,0,0,0.803489451,59.78599531,1.642166243,8.177034694,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1601-64033,110519813,101,4,5,0.00109589,,,,890,FEMALE,2012-01-19,-42.8041,147.4949,Chondrichthyan monitoring of south-east Australia,LC,5037.706663,0,0,0,0,58.67262785,0.915742452,6.050759054,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1601-64036,110519821,420,21,13,0.005753425,8265.733887,92998053.02,284983756.2,850,FEMALE,2012-01-19,-42.8048,147.5236,Chondrichthyan monitoring of south-east Australia,LC,4364.38549,0,0,0,0,58.17880254,0.505264687,3.023340247,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1601-64034,110519805,110,8,5,0.002191781,,,,880,FEMALE,2012-01-19,-42.8041,147.4949,Chondrichthyan monitoring of south-east Australia,LC,4863.198451,0,0,0,0.602566548,63.44409208,1.124959805,6.459796165,B,Omnivore,
Callorhinchus milii,Elephantfish,shark,A69-1206-3157,5354117,136,11,1,0.0088,,,,960,FEMALE,2008-11-05,-42.8664,147.3445,Seven Gill tracking in Coastal Tasmania,LC,6380.023848,0,0,0,0,12.40853987,0.088003829,1.044987569,B,Omnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14814,130193656,392,20,6,1,5680885.72,448609.1515,4183966.984,860,FEMALE,2013-04-22,-18.8029,147.5216,AATAMS Heron Island,VU,4640.85187,0,0,0,0,6.876627461,0.162593747,0.552802425,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13829,93016221,7483,198,7,0.860869565,57918704.26,248623.6416,19144020.41,1370,MALE,2014-02-20,-18.7586,147.2574,Townsville Reefs,VU,19747.33469,0,0,0,0,29.98457507,0.056111035,0.946313977,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13773,63356846,1681,153,5,0.674008811,1405304.019,203161.6187,1713736.287,1200,FEMALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,VU,13078.59822,0,0,0,0,1.656213006,0.079329014,0.278014293,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13800,69918541,10842,412,8,0.934240363,982963.6406,153330.4593,1020764.038,1390,FEMALE,2013-08-02,-18.622,147.292,Townsville Reefs,VU,20657.77543,0,0,0,0,1.397329838,0.052083996,0.179787939,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13817,80747070,18,3,3,0.011278195,,,,720,FEMALE,2013-11-14,-18.5175,147.3863,Townsville Reefs,VU,2670.616864,0,0,0,0,3.98265987,0.357890514,0.930950683,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14868,3566917,13,4,1,0.0025,,,,1350,FEMALE,2011-11-23,-14.0415,121.951,AATAMS Scott reef,VU,18864.51061,0,0,0,0,2.449195557,0.056958036,0.373498821,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14775,43669572,1583,130,10,0.15776699,109202517.7,549430.5328,23390042.68,1200,FEMALE,2013-02-01,-18.6336,147.045,Townsville Reefs,VU,13078.59822,0,0,0,0,24.14392999,0.228743751,1.058036128,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13772,51060883,36012,262,8,1,944855.4072,217491.069,1405132.238,1020,MALE,2013-02-20,-18.6223,147.2871,Townsville Reefs,VU,7889.583144,0,0,0,0,1.397329838,0.019482146,0.1126828,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13816,80747059,4745,207,3,0.596541787,755908.3489,230578.5995,2491131.472,1010,MALE,2013-11-14,-18.5175,147.3863,Townsville Reefs,VU,7651.507276,0,0,0,0,1.720435247,0.037620729,0.241234539,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14888,3566960,581,120,6,0.075,,,,1040,FEMALE,2011-11-24,-14.045,121.8045,AATAMS Scott reef,VU,8380.717631,0,0,0,0,18.23875416,0.23304041,1.356222959,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14884,3566947,576,115,5,0.071875,,,,1160,MALE,2011-11-24,-14.029,121.9308,AATAMS Scott reef,VU,11769.87552,0,0,0,0,18.23875416,0.470352922,2.036385019,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13775,63356868,12864,491,7,0.910946197,6313342.979,457263.4768,3205982.129,800,MALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,VU,3706.102126,0,0,0,0,6.711788952,0.100410066,0.370994015,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13781,63356947,3140,201,5,0.810483871,1405305.281,929006.9402,3457970.278,870,MALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,VU,4810.745683,0,0,0,0,1.656428067,0.189852519,0.424896751,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13797,69918509,5241,210,12,0.478359909,111016252.4,1019909.881,65019254.92,1760,FEMALE,2013-07-31,-18.7381,147.2643,Townsville Reefs,VU,43037.98403,0,0,0,0,19.00454383,0.10867267,1.252403477,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13780,63356936,7212,470,9,0.871985158,40491043.75,854585.9347,4691844.347,900,MALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,VU,5345.664857,0,0,0,0,15.60050357,0.213155068,0.704699089,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14908,3567009,27,6,2,0.00375,,,,1070,MALE,2012-02-11,-17.5253,118.9719,AATAMS Scott reef,VU,9155.689834,0,0,0,0,3.238763954,0.125381329,0.596223457,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14886,3566956,666,123,4,0.076875,,,,910,MALE,2011-11-24,-14.045,121.8045,AATAMS Scott reef,VU,5532.561538,0,0,0,0,18.23875416,0.124703791,1.452500877,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14811,43669660,7211,499,6,0.605582524,48568733.95,732676.5381,9288848.313,1380,,2012-07-25,-18.5238,147.3928,Townsville Reefs,VU,20199.075,0,0,0,0,12.32804555,0.116134571,0.464991593,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13822,93016168,251,16,8,0.071428571,883585.6365,1151020.497,4315731.404,1620,FEMALE,2014-02-15,-18.6216,147.3026,Townsville Reefs,VU,33258.23658,0,0,0,0,1.397329838,0.124090049,0.310962144,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13786,63357014,4554,357,7,0.666044776,6313342.917,637086.1924,4629150.478,,FEMALE,2013-04-23,-18.8043,147.5226,Townsville Reefs,VU,,0,0,0,0,7.103676969,0.211006851,0.61035037,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14808,43669648,7144,243,10,0.294902913,22930286.66,1235750.612,13404752.41,1150,MALE,2012-04-30,-18.743,147.26,Townsville Reefs,VU,11457.18186,0,0,0,0,15.78903759,0.057296273,0.526526616,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-15018,3566909,988,183,6,0.114375,599871.866,384102.8548,2896403.504,1370,FEMALE,2011-11-22,-13.9222,121.9179,AATAMS Rowley shoals,VU,19747.33469,0,0,0,0.588465642,6.742894472,0.253379198,0.491217824,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13828,93016210,8160,137,10,0.582978723,789136501.4,339578.5282,81838425.3,1620,MALE,2014-02-20,-18.7586,147.2574,Townsville Reefs,VU,33258.23658,0,0,0,0,27.54565034,0.024045203,0.688577661,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13826,93016188,2983,169,10,0.800947867,44121635.64,796792.6208,18064127.44,1450,FEMALE,2014-02-18,-18.6994,147.0905,Townsville Reefs,VU,23559.2798,0,0,0,0,10.94733983,0.214099995,1.062527269,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-1303-8319,2235687,0,0,2,0,,,,970,FEMALE,2007-12-06,-17.5361,118.9742,Rowley Shoals reef shark tracking 2007,VU,6747.884132,0.237216015,0.576378688,0.915541361,1.254704034,1.593866707,0.915541361,0.959296904,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13830,93016233,920,39,5,0.203125,390930610.2,2458726.784,112117941.3,1410,MALE,2014-02-20,-18.7586,147.2574,Townsville Reefs,VU,21596.28069,0,0,0,0,46.4369933,0.088724166,1.657314386,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14896,3566979,583,123,3,0.076875,,,,1040,MALE,2011-11-23,-14.045,121.8045,AATAMS Scott reef,VU,8380.717631,0,0,0,0,5.799769576,0.397362337,1.315923258,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13788,63357034,1647,174,11,0.326454034,95577758.21,5044145.561,71971345.2,,MALE,2013-04-23,-18.8043,147.5226,Townsville Reefs,VU,,0,0,0,0.414733654,23.40222237,0.55883041,2.012927323,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13779,63356925,2751,139,5,0.926666667,1405295.922,551304.6236,2649311.964,820,FEMALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,VU,4001.921856,0,0,0,0,1.656213006,0.122136811,0.328289117,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14780,43669592,18702,426,22,0.516990291,1178603042,816526.4061,166979650,1330,FEMALE,2013-02-11,-18.7445,147.2524,Townsville Reefs,VU,18008.85605,0,0,0,0,49.22796848,0.048846263,0.955020764,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14900,3566997,97,23,2,0.014375,,,,880,FEMALE,2011-11-25,-14.0454,121.804,AATAMS Scott reef,VU,4984.810276,0,0,0,0,0.678375521,0.041785613,0.162245513,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14753,43669470,5059,275,17,0.333737864,276656134,3470076.261,127421200.3,1820,FEMALE,2012-10-08,-18.4713,146.8563,Townsville Reefs,VU,47767.17306,0,0,0,0,36.06040196,0.362564925,2.141286726,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-13776,63356879,4058,314,9,0.582560297,167890079.3,697836.4579,17944366.06,1330,FEMALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,VU,18008.85605,0,0,0,0,24.25731772,0.230423038,1.09222008,P,Carnivore,
Carcharhinus albimarginatus,Silvertip Shark,shark,A69-9002-14976,3566806,136,32,6,0.02,21206027.73,1439076.335,25216542.15,1400,FEMALE,2011-11-21,-13.9222,121.9178,AATAMS Rowley shoals,VU,21123.49198,0,0,0,0.179339515,12.30837765,0.623178638,2.004855607,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15010,3566888,26398,1067,20,0.666875,4993255.534,524883.909,2275746.663,1410,MALE,2011-09-26,-17.2837,119.3705,AATAMS Rowley shoals,NT,28079.26526,0,0.326577306,0.580791949,0.87734097,4.339920029,0.588793835,0.396594499,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15002,3566857,109,13,11,0.008125,5114125.542,1582889.643,13351467.95,1520,FEMALE,2011-09-24,-17.2531,119.3606,AATAMS Rowley shoals,NT,35548.93481,0,0,0.594560492,2.746487028,55.31526298,1.6023771,4.747208281,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15008,3566885,1014,144,10,0.09,2102519.814,653457.4476,7590891.613,1710,,2011-09-26,-17.253,119.3606,AATAMS Rowley shoals,NT,51457.12438,0,0,0,2.461406279,6.242970011,1.25091613,1.693222987,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15000,3566854,125,25,9,0.015625,8316935.589,5404446.815,94170817.71,1570,FEMALE,2011-09-24,-17.2531,119.3606,AATAMS Rowley shoals,NT,39351.62169,0,0,0.470035305,2.461406279,12.00365567,1.447374911,2.023815226,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28363,5314092,3034,199,15,0.0790938,5699413.604,2309758.562,55434205.48,1130,MALE,2012-08-30,-21.9734,113.9087,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,14012.12614,0,0,0,0,6.011590604,0.232250811,0.738749348,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8230,19979322,22964,363,24,0.582664526,9147587.507,392916.688,9166917.164,1500,FEMALE,2008-02-24,-21.9722,113.9081,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,34100.77736,0,0,0,0,3.91187845,0.098461526,0.311581652,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14739,43669350,548,18,6,0.02184466,23209046.03,309132.5815,2596713.685,690,MALE,2012-01-15,-18.6273,147.3012,Townsville Reefs,NT,2977.30873,0,0,0,0,12.74348215,0.062279788,0.589377625,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8297,2235642,185,22,3,0.048888889,133899.3408,4047246.282,20531678.49,1540,FEMALE,2007-12-07,-17.2834,119.3778,Rowley Shoals reef shark tracking 2007,NT,37038.44876,0,0,0,0,2.6101301,0.326651058,0.69513958,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8303,2235645,2545,194,4,0.431111111,1343912.136,399611.1209,2981616.626,1610,,2007-12-07,-17.2834,119.3778,Rowley Shoals reef shark tracking 2007,NT,42586.40467,0,0,0,0,2.6101301,0.123105382,0.434926513,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15924,51448665,47884,515,20,0.625,53798025.01,3500871.62,242744260.1,1370,MALE,2011-03-25,-23.428,151.9527,AATAMS Heron Island,NT,25653.12674,0,0,0,0,10.62634914,0.093616747,0.399408554,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8227,19979295,637,9,7,0.75,3431529.366,807359.394,4476359.306,1760,FEMALE,2008-02-24,-21.9832,113.9077,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,56331.00542,0,0,0,0,3.485333407,0.172300027,0.436310917,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14880,3566940,1476,102,12,0.06375,112747941.1,4334483.503,82173501.62,1500,FEMALE,2011-11-23,-14.0412,121.9519,AATAMS Scott reef,NT,34100.77736,0,0,0,0,17.1132405,1.736287599,4.982857102,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15961,51448809,5682,343,32,0.416262136,123323150.2,1695443.75,64138276.34,1330,MALE,2012-02-11,-23.4717,151.9849,AATAMS Heron Island,NT,23373.9375,0,0,0,0,8.910849913,0.198439111,0.81872396,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13761,128191598,50625,441,14,0.995485327,30349951.53,514528.6618,5859326.394,1450,MALE,2015-03-16,-23.4424,151.9029,AATAMS Heron Island,NT,30657.25406,0,0,0,0,7.681243593,0.063360999,0.302448566,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8353,129558943,16638,612,10,0.243533625,12449137.24,2900719.417,162930468.6,1130,FEMALE,2008-11-29,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,14012.12614,0,0,0,0,9.592166934,0.107813201,0.721735061,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15004,3566864,117,24,9,0.015,3419780.749,4375038.232,56003159.78,1730,FEMALE,2011-09-24,-17.2531,119.3606,AATAMS Rowley shoals,NT,53370.6497,0,0,0,1.737327068,7.605584414,1.424305265,2.215151096,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14738,43669342,59720,648,8,0.786407767,982963.6467,400892.1621,1639444.999,800,MALE,2012-01-15,-18.6194,147.3008,Townsville Reefs,NT,4737.402501,0,0,0,0,1.397329838,0.0300464,0.125377286,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14992,11128585,242,57,14,0.043378995,560340536.3,4339553.181,124933452.1,1710,FEMALE,2011-09-24,-17.2528,119.3605,AATAMS Rowley shoals,NT,51457.12438,0,0,0,0.28438829,60.30822722,0.741733698,3.68434171,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15921,51448653,16891,178,9,0.216019417,11450569.2,3200448.221,77565276.38,690,FEMALE,2011-03-19,-23.4554,151.9231,AATAMS Heron Island,NT,2977.30873,0,0,0,0,2.99693746,0.049625517,0.268703874,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53414,129559411,1747,55,12,0.436507937,204205371.4,1690287.571,155168399,1150,MALE,2008-12-10,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,14805.69998,0,0,0,0.16294521,57.94771106,0.200765838,1.430611083,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8310,2235656,488,68,3,0.151111111,,,,1520,MALE,2007-12-07,-17.2834,119.3778,Rowley Shoals reef shark tracking 2007,NT,35548.93481,0,0,0,0,2.6101301,0.054008319,0.339338053,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15951,51448769,92047,756,27,0.917475728,48687961.56,308900.4371,7645285.817,1440,MALE,2012-02-08,-23.4332,151.9285,AATAMS Heron Island,NT,29998.25214,0,0,0,0,16.11631185,0.057123471,0.281232088,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28360,129386770,1829,145,16,0.203651685,6318607.58,914793.8624,5508478.559,1800,FEMALE,2012-11-06,-21.9934,113.915,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,60449.59449,0,0,0,0,2.911484102,0.14824286,0.367782164,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13799,69918530,49976,436,10,1.002298851,54830211.85,155941.6443,3352745.352,132,MALE,2013-08-06,-18.691,147.0848,Townsville Reefs,NT,1653.635815,0,0,0,0,16.60320692,0.024815322,0.204158608,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15923,51448661,18264,526,13,0.638349515,30848526.05,682538.0208,55873612.44,1100,MALE,2011-03-24,-23.4321,151.9471,AATAMS Heron Island,NT,12876.88322,0,0,0,0,3.978487257,0.054571523,0.292732175,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14990,3566836,562,118,13,0.07375,233313035.2,1058797.67,102041625.4,1660,FEMALE,2011-09-24,-17.2531,119.3606,AATAMS Rowley shoals,NT,46878.86867,0,0,0,0,37.41962279,1.026887856,2.833861733,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14998,3566851,19948,701,22,0.438125,13873759.94,570715.7116,2663339.988,1540,FEMALE,2011-09-25,-17.2837,119.3705,AATAMS Rowley shoals,NT,37038.44876,0,0,0.510539518,0.896768421,9.493090276,0.561606699,0.48737403,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15919,51448645,73584,579,18,0.702669903,49232375.8,411867.2494,62758272.13,1310,MALE,2011-03-18,-23.4328,151.9469,AATAMS Heron Island,NT,22287.92277,0,0,0,0,8.28155865,0.022075974,0.226986092,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15955,51448785,177088,770,29,0.934466019,44273632.15,182670.8457,3963957.351,1220,MALE,2012-02-10,-23.4353,151.9804,AATAMS Heron Island,NT,17824.09935,0,0,0,0,5.522467207,0.012393086,0.152817014,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8229,19979313,11782,335,29,0.537720706,102092974.7,587325.8267,64018515.11,1460,FEMALE,2008-02-24,-22.002,113.9026,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,31326.05406,0,0,0,0,74.43577976,0.197751606,1.064127923,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15960,51448805,25501,769,22,0.933252427,51259247.75,933674.5104,5860297.459,1090,FEMALE,2012-02-10,-23.4362,151.9696,AATAMS Heron Island,NT,12512.86991,0,0,0,0,7.150764407,0.162920485,0.483130067,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14988,3566833,36618,1072,12,0.67,44063191.42,214291.8104,2892939.441,1400,MALE,2011-11-21,-13.9222,121.918,AATAMS Rowley shoals,NT,27458.68645,0,0,0,0.179339515,17.1132405,0.257451875,1.095229665,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28045,129386475,9013,283,14,0.252678571,5408476.528,226249.4381,2243640.262,1610,FEMALE,2012-11-11,-21.9878,113.9211,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,42586.40467,0,0,0,0,117.1174777,0.043481425,1.240046915,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28358,129386747,3649,231,18,0.321279555,25716193.45,393435.8829,3006974.248,1500,FEMALE,2012-11-07,-21.9904,113.9144,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,34100.77736,0,0,0,0,15.00376436,0.104700863,0.58780047,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8316,2235701,18,2,1,0.004444444,,,,1200,FEMALE,2007-12-14,-17.0736,119.641,Rowley Shoals reef shark tracking 2007,NT,16922.59023,0,0,0,0,1.636732486,0.071162282,0.341282315,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53336,19980398,239,41,11,0.072695035,4933802.337,1082691.599,8737179.364,,,2010-05-17,-21.9901,113.9196,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,,0,0,0,0.361503917,3.48417277,0.321672706,0.640260213,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-60944,129558959,14514,117,10,0.117117117,12373321.07,5746674.276,55458868.61,1490,FEMALE,2009-11-30,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,33392.01361,0,0,0,0.16294521,6.85938302,0.107646755,0.231761076,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8349,129558935,55,8,13,0.380952381,12389343.71,6077072.093,25935739.57,950,FEMALE,2008-02-26,-21.9902,113.9165,Shark and ray movements patterns at Ningaloo Reef,NT,8126.243777,0,0,0,1.514306129,5.631959753,0.989543755,1.322788586,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15929,51448685,95919,505,17,0.612864078,61812798.32,386125.5463,36012642.62,1320,MALE,2011-04-10,-23.4339,151.9674,AATAMS Heron Island,NT,22826.52859,0,0,0,0,14.29000882,0.010121629,0.162504707,P,Carnivore,
