scientific_name,common_name,group,transmitter_id,tag_id,num_det,days_det,num_stat,DI,mcp,bbk50,bbk95,BodyLength_mm,sex,ReleaseDate,release_latitude,release_longitude,tag_project_name,IUCN,mass.g,dis_min,dis_25,dis_50,dis_75,dis_max,dis_mean,dis_sd,Habitat,Trophic.group,comment
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8281,2235665,290,49,3,0.108888889,,,,1550,FEMALE,2007-12-06,-17.5361,118.9742,Rowley Shoals reef shark tracking 2007,NT,37798.90841,0,0,0,0,1.593866707,0.098657994,0.37933004,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28035,129386349,11454,442,25,0.635971223,240235709.2,0,5138354.902,1600,FEMALE,2012-11-09,-21.9914,113.9154,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,41761.34442,0,0,0,0,72.46231418,0.11355157,1.247279403,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13778,63356914,22539,475,8,0.881261596,26385702.64,395779.9227,3245395.366,1350,FEMALE,2013-04-22,-18.8029,147.5216,Townsville Reefs,NT,24495.46899,0,0,0,0,25.29943508,0.05105228,0.298959866,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13792,63357076,66025,537,8,1,5213155.945,224378.6074,2669763.735,1360,FEMALE,2013-04-26,-18.6859,147.0974,Townsville Reefs,NT,25069.74394,0,0,0,0,2.761163952,0.028900458,0.190183685,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15945,51448745,43043,528,11,0.640776699,23398023.78,1742891.984,104228842.7,590,MALE,2011-08-09,-23.4391,151.9756,AATAMS Heron Island,NT,1821.012984,0,0,0,0,4.518517836,0.069954503,0.357033691,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8327,129558915,12498,422,9,0.813102119,2148965.811,254385.8961,2961090.374,1460,FEMALE,2007-11-22,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,31326.05406,0,0,0,0,2.157675741,0.063656577,0.238707853,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13793,63357095,17879,437,6,0.813780261,3376078.137,235170.6076,1791279.346,1280,FEMALE,2013-04-26,-18.687,147.094,Townsville Reefs,NT,20724.16448,0,0,0,0,2.691203235,0.028834653,0.18592362,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15938,51448717,21234,542,9,0.65776699,20076261.42,453943.4843,2527748.454,1360,FEMALE,2011-08-08,-23.4363,152.0023,AATAMS Heron Island,NT,25069.74394,0,0,0,0,7.72303343,0.078700643,0.300766334,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28021,129386184,16179,498,34,0.486803519,40339198.31,783389.7992,7744367.73,1850,MALE,2012-11-08,-21.988,113.9191,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,65880.51008,0,0,0,0,13.63912023,0.133475066,0.41647014,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14910,3567012,2275,269,22,0.168125,244346470.9,3573442.136,55851577.09,1520,MALE,2012-02-13,-17.2834,119.3634,AATAMS Scott reef,NT,35548.93481,0,0.317858545,0.826101038,1.460913831,39.34819197,1.824077259,5.683160937,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53353,129559415,3926,124,9,0.116431925,3258720.78,3871110.972,32707303.35,1470,FEMALE,2008-12-10,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,32004.72921,0,0,0,0,2.191246897,0.055955356,0.240250571,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13784,63356980,117436,505,7,0.994094488,6313343.128,200373.8831,1721160.278,1390,FEMALE,2013-04-23,-18.7913,147.5227,Townsville Reefs,NT,26847.52149,0,0,0,0,5.935230451,0.026780863,0.120555234,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14789,43669628,86447,570,4,0.691747573,3249774.136,157985.4796,2010229.033,1070,MALE,2013-02-15,-18.4761,147.8643,Townsville Reefs,NT,11806.00024,0,0,0,0,104.3536256,0.009573213,0.375757902,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15939,51448721,29849,559,12,0.678398058,44717400.76,314394.6078,1673688.942,1500,FEMALE,2011-08-08,-23.4363,152.0023,AATAMS Heron Island,NT,34100.77736,0,0,0,0,8.496442025,0.093956342,0.288396233,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13789,63357043,45000,141,5,1.007142857,1405306.933,298408.2899,1881473.652,1420,FEMALE,2013-04-24,-18.7987,147.5191,Townsville Reefs,NT,28709.33462,0,0,0,0,1.656213006,0.01116694,0.096323319,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-28034,129386337,19,2,6,0.001865672,,,,1680,FEMALE,2012-11-10,-21.9816,113.9105,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,48675.32618,0,0,0,0.7693315,123.4729296,14.4664331,33.89185272,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13783,63356969,37030,426,8,0.983833718,27644547.84,123677.6914,2473553.827,1390,MALE,2013-04-23,-18.7913,147.5227,Townsville Reefs,NT,26847.52149,0,0,0,0,34.04147883,0.047138011,0.304234978,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14778,43669584,119436,560,8,0.67961165,982963.6504,371119.2574,1893259.011,1390,FEMALE,2013-02-12,-18.6211,147.2924,Townsville Reefs,NT,26847.52149,0,0,0,0,1.397329838,0.038949679,0.168738125,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9001-27999,129385917,4798,294,14,0.415254237,5510769.276,360049.3369,3458368.631,1540,FEMALE,2012-11-12,-21.9871,113.92,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,37038.44876,0,0,0,0,3.947544907,0.066668627,0.283620988,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53354,129559359,31997,755,14,0.702325581,200661341.7,692575.7842,5540606.274,1300,FEMALE,2008-11-28,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,21758.04407,0,0,0,0,61.72700109,0.0908573,0.499474335,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53351,129559351,2111,28,10,0.266666667,6958417.884,2164811.434,12591909.58,1720,FEMALE,2008-11-27,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,52407.93517,0,0,0,0.360587678,11.06634131,0.199047194,0.662163389,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-8283,2235668,5321,299,3,0.664444444,,,,1490,FEMALE,2007-12-06,-17.5361,118.9742,Rowley Shoals reef shark tracking 2007,NT,33392.01361,0,0,0,0,1.593866707,0.013979805,0.13669608,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53355,129559375,30405,602,17,0.943573668,38115364.05,514857.9581,3189607.838,1670,FEMALE,2008-12-05,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,47771.34239,0,0,0,0,6.804071387,0.180752878,0.42562549,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14916,3567021,8,2,2,0.00125,,,,1060,MALE,2012-02-11,-17.5221,118.9711,AATAMS Scott reef,NT,11462.99605,0,0,2.792721316,3.926660333,3.926660333,2.170677954,1.954169972,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13785,63357003,56455,539,5,1,1405307.548,167033.5711,802793.3711,1190,FEMALE,2013-04-23,-18.7913,147.5227,Townsville Reefs,NT,16483.71832,0,0,0,0,1.656428067,0.072577298,0.172360625,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-1303-53350,129559329,57060,910,12,0.731511254,10248383.6,835015.2774,7276561.703,1650,FEMALE,2008-11-21,-23.134,113.7576,Shark and ray movements patterns at Ningaloo Reef,NT,45997.82649,0,0,0,0,9.353504814,0.182987572,0.465295575,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-15944,51448741,5081,154,13,0.186893204,23913760.71,8169455.079,224145486,980,FEMALE,2011-08-09,-23.433,151.968,AATAMS Heron Island,NT,8959.579008,0,0,0,0,5.058909683,0.154617742,0.462127592,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-13782,63356958,73005,540,5,1.001855288,1405306.989,130201.7303,862850.3854,1270,FEMALE,2013-04-23,-18.7913,147.5227,Townsville Reefs,NT,20220.01203,0,0,0,0,1.656213006,0.023622289,0.109595956,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14794,51448621,25192,546,12,0.662621359,19757693.18,908702.2574,6983734.203,730,FEMALE,2012-02-16,-23.4328,151.9469,AATAMS Heron Island,NT,3553.624265,0,0,0,0,3.978487257,0.052270652,0.295277089,P,Carnivore,
Carcharhinus amblyrhynchos,Grey Reef Shark,shark,A69-9002-14972,3566787,10204,793,27,0.495625,662294355.3,1370385.215,11419876.79,1470,FEMALE,2011-09-26,-17.2837,119.3705,AATAMS Rowley shoals,NT,32004.72921,0,0.352235566,0.846795201,1.396676523,58.99925067,1.023887632,2.585514727,P,Carnivore,
Carcharhinus amboinensis,Pigeye Shark,shark,A69-1206-490,700284,0,0,1,0,,,,790,FEMALE,2009-02-18,-19.2,146.9,JCU Cleveland Bay,DD,3739.728405,0,16.29696201,32.59392401,48.89088602,65.18784802,32.59392401,46.09476939,B,Carnivore,
Carcharhinus amboinensis,Pigeye Shark,shark,A69-1303-63605,700104,319,4,12,0.008438819,1182491.513,719998.1067,2525647.809,1290,FEMALE,2009-12-03,-19.285,146.8744,JCU Cleveland Bay,DD,17101.10533,0,0,0.329078898,0.49997289,20.36759156,0.360426351,1.174369472,B,Carnivore,
Carcharhinus amboinensis,Pigeye Shark,shark,A69-9002-14774,43669568,10,1,3,0.001213592,,,,1770,FEMALE,2013-01-31,-18.9307,147.1685,Townsville Reefs,DD,45594.57856,0,0,0,1.811407395,83.39848696,8.983698304,26.17044833,B,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49138,757292,567,23,24,0.010869565,195293319,539997637.6,1960137106,1230,FEMALE,2010-01-31,-34.6042,138.1841,Gulf St Vincent monitoring,NT,13744.92289,0,0,0,0,35.45274139,0.49405679,2.862575467,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49145,757296,317,10,12,0.004725898,106146051.8,16351615.3,81543863.2,1140,MALE,2011-01-13,-34.6042,138.1841,Gulf St Vincent monitoring,NT,10868.54741,0,0,0,0,33.32414928,0.475981849,2.722545538,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52647,3084757,129,18,2,0.006252171,,,,860,MALE,2012-11-23,-34.5521,138.2459,Gulf St Vincent monitoring,NT,4549.207304,0,0,0,0,2.556469767,0.035797465,0.237329309,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52645,3084753,53,2,6,0.000694686,,,,1210,FEMALE,2012-11-23,-34.5573,138.244,Gulf St Vincent monitoring,NT,13065.98959,0,0,0,0.91076043,1.412711589,0.272090064,0.442459067,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49141,3084773,1857,66,22,0.031190926,162790525,121391933.2,708850210.2,,,2010-12-30,-34.6042,138.1841,Gulf St Vincent monitoring,NT,,0,0,0,0,28.74389569,0.214256891,1.389109094,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33194,128297307,2813,63,30,0.029773157,1110026733,35136510.81,280597206,1040,FEMALE,2013-02-22,-34.5655,138.2403,Gulf St Vincent monitoring,NT,8184.054859,0,0,0,0,69.2911745,0.227679787,2.083569209,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52646,3084755,441,23,13,0.007988885,738932567.9,317190606.2,1912395030,2320,FEMALE,2012-11-23,-34.5537,138.2466,Gulf St Vincent monitoring,NT,97654.75319,0,0,0,0,82.96516261,0.76769954,6.119611902,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49143,3084778,1753,72,34,0.034026465,844980665.3,123120323.9,934422457.9,,,2010-12-30,-34.6042,138.1841,Gulf St Vincent monitoring,NT,,0,0,0,0,52.61946578,0.50869603,3.205227249,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52640,3084745,148,6,9,0.002084057,,,,950,MALE,2012-02-14,-34.6042,138.1841,Gulf St Vincent monitoring,NT,6187.303987,0,0,0,0,69.56798706,1.110480888,6.46396753,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33178,128192142,52,3,3,0.005882353,,,,1300,FEMALE,2012-11-29,-34.5389,138.2434,Gulf St Vincent monitoring,NT,16308.74236,0,0,0,1.338265889,2.794231359,0.504202293,0.669438176,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52650,3084763,625,32,16,0.01111497,262584964.7,81587250.79,398702561.7,1030,FEMALE,2012-11-29,-34.5299,138.2362,Gulf St Vincent monitoring,NT,7943.328763,0,0,0,0,63.33929358,0.659320478,4.641138462,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52648,3084759,52,10,1,0.003473428,,,,1240,MALE,2012-11-29,-34.5305,138.2351,Gulf St Vincent monitoring,NT,14093.16448,0,0,0,0,1.919351216,0.023406722,0.211956884,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33183,128297265,776,22,27,0.055137845,242728395,48807561.64,205207169.7,1560,FEMALE,2012-12-06,-34.5393,138.1755,Gulf St Vincent monitoring,NT,28647.75028,0,0,0,0,18.96488147,0.352378495,1.675093131,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49135,757289,171,13,5,0.006143667,,,,1060,FEMALE,2010-01-31,-34.6042,138.1841,Gulf St Vincent monitoring,NT,8680.218093,0,0,0,0,35.45274139,0.650872863,4.225144598,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33196,128297317,3921,83,21,0.039224953,1138831595,35939475.16,1289064410,1010,FEMALE,2013-02-22,-34.5605,138.2419,Gulf St Vincent monitoring,NT,7476.331649,0,0,0,0,68.61798664,0.216106943,1.855931294,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52472,128297333,329,12,9,0.033994334,3831944.103,11253791.91,43493212.47,1730,FEMALE,2012-11-23,-34.5572,138.2458,Gulf St Vincent monitoring,NT,39436.46439,0,0,0,0,14.3040621,0.160593857,0.943952868,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49142,757295,1174,52,11,0.024574669,11300716.12,11980542.68,73470412.76,1540,MALE,2010-11-24,-34.6042,138.1841,Gulf St Vincent monitoring,NT,27527.99247,0,0,0,0,6.639960875,0.181707915,0.606284164,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52639,3084739,2873,45,23,0.015630427,1144303448,458213627.1,2268739929,1140,MALE,2012-02-14,-34.6041,138.1841,Gulf St Vincent monitoring,NT,10868.54741,0,0,0,0,35.97135982,0.23948212,1.881898548,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33188,128297279,2889,55,31,0.025992439,574616337.7,120842179.1,927666058.4,1040,FEMALE,2013-01-24,-34.5942,138.307,Gulf St Vincent monitoring,NT,8184.054859,0,0,0,0,50.11759831,0.265004032,1.899604725,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33197,128297321,3059,69,48,0.032608696,1146987766,187915485.2,1010757534,850,MALE,2013-02-22,-34.5664,138.2422,Gulf St Vincent monitoring,NT,4387.730996,0,0,0,0,72.93556323,0.396716095,3.072453386,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33187,128297275,782,16,10,0.007561437,10836473.99,16662868.11,68260854.02,1190,FEMALE,2013-01-24,-34.5969,138.3065,Gulf St Vincent monitoring,NT,12410.1098,0,0,0,0,6.873419319,0.13255514,0.522104182,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33184,128297269,122,2,10,0.003773585,,,,880,FEMALE,2013-01-10,-34.5524,138.2096,Gulf St Vincent monitoring,NT,4884.127249,0,0,0,0,62.68453074,0.663810045,5.650343272,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33195,128297313,4443,58,21,0.027410208,758213582.7,5322442.868,163855205.4,990,FEMALE,2013-02-22,-34.5632,138.2406,Gulf St Vincent monitoring,NT,7028.26721,0,0,0,0,52.25347383,0.171493989,1.064788149,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49133,757287,206935,658,1,0.310964083,,,,780,MALE,2010-01-31,-34.6042,138.1841,Gulf St Vincent monitoring,NT,3364.401638,0,0,0,0,5.920138539,2.86E-05,0.013011419,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33193,128297303,1508,32,18,0.015122873,160893602.2,91181051.75,749866052.9,1150,MALE,2013-02-21,-34.5586,138.2436,Gulf St Vincent monitoring,NT,11165.85131,0,0,0,0,51.44404024,0.280936306,1.667858223,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52653,3084769,305,4,11,0.001389371,5963034.17,1717073.983,8264907.179,1220,FEMALE,2012-11-29,-34.5392,138.244,Gulf St Vincent monitoring,NT,13402.54858,0,0,0,0,30.21587241,0.318050309,2.446338731,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49134,757288,1460,51,19,0.024102079,613491567.6,133508997.6,780807566.4,1100,FEMALE,2010-01-31,-34.6042,138.1841,Gulf St Vincent monitoring,NT,9732.824908,0,0,0,0,51.94964744,0.383572055,3.155974301,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52651,3084765,1003,48,1,0.016672456,,,,2750,FEMALE,2012-11-29,-34.5507,138.227,Gulf St Vincent monitoring,NT,165148.0832,0,0,0,0,0.853841485,0.000817856,0.026425731,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52634,3084703,1292,26,17,0.009030914,23657192.31,90408212.63,345521604.2,1360,FEMALE,2012-02-14,-34.6042,138.1841,Gulf St Vincent monitoring,NT,18748.68188,0,0,0,0,49.93742099,0.366536402,1.90954171,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33191,128297293,1423,26,30,0.012287335,818777463.3,218782383.6,1011206473,900,MALE,2013-01-24,-34.6017,138.3082,Gulf St Vincent monitoring,NT,5235.339713,0,0,0,0,49.73716412,0.302645766,2.189381101,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52638,3084733,724,22,23,0.007641542,1548841940,168816825.8,654881875.3,990,MALE,2012-02-14,-34.6042,138.1841,Gulf St Vincent monitoring,NT,7028.26721,0,0,0,0,49.05666258,0.417914605,2.980519475,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52637,3084727,3102,76,41,0.026398055,1122035088,306641287.9,1193012989,1040,MALE,2012-02-14,-34.6041,138.1841,Gulf St Vincent monitoring,NT,8184.054859,0,0,0,0,70.00177211,0.363338989,3.289977784,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33182,128297259,0,0,1,0,,,,1550,MALE,2012-12-06,-34.537,138.1769,Gulf St Vincent monitoring,NT,28084.09677,0,2.67739538,5.354790761,8.032186141,10.70958152,5.354790761,7.572817718,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49151,757302,9,1,1,0.00047259,,,,850,MALE,2011-01-30,-34.6042,138.1841,Gulf St Vincent monitoring,NT,4387.730996,0,0,0,0,28.67861629,3.186512922,9.559538765,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49150,757301,134,4,5,0.001890359,,,,920,FEMALE,2011-01-30,-34.6042,138.1841,Gulf St Vincent monitoring,NT,5603.248711,0,0,0,0,35.45274139,1.018296922,5.478501664,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-49148,757299,21124,142,2,0.06710775,62.38110352,536479.2315,6376807.698,1230,FEMALE,2011-01-13,-34.6042,138.1841,Gulf St Vincent monitoring,NT,13744.92289,0,0,0,0,5.920138539,0.013115034,0.173821108,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33189,128297285,5402,66,18,0.029783394,515455628.4,65519381.84,557049559.2,900,FEMALE,2013-01-24,-34.5926,138.3077,Gulf St Vincent monitoring,NT,5235.339713,0,0,0,0,67.36173775,0.154222357,1.328144848,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52636,3084721,872,32,24,0.01111497,813121148.7,139271383.1,861020318.6,1030,FEMALE,2012-02-14,-34.6042,138.1841,Gulf St Vincent monitoring,NT,7943.328763,0,0,0,0,49.00280965,0.520107658,3.347920637,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52635,3084715,4243,46,23,0.01597777,288034595.1,131927965.1,1069325221,1150,FEMALE,2012-04-03,-34.6042,138.1841,Gulf St Vincent monitoring,NT,11165.85131,0,0,0,0,53.41909848,0.229327358,1.550086425,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-52652,3084767,19,2,3,0.000694686,,,,790,MALE,2012-11-29,-34.5358,138.2346,Gulf St Vincent monitoring,NT,3499.477661,0,0,0,0,50.97983215,4.602103954,13.1267208,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33180,128262295,7592,117,38,0.121369295,880615239.3,318533193.8,2167299851,790,FEMALE,2012-12-05,-34.5696,138.2111,Gulf St Vincent monitoring,NT,3499.477661,0,0,0,0,61.7741847,0.229895623,1.533946631,P,Carnivore,
Carcharhinus brachyurus,Bronze Whaler,shark,A69-1303-33190,128297289,2323,35,18,0.016540643,507874598.6,102758040.5,772784661.5,920,FEMALE,2013-01-24,-34.6015,138.3082,Gulf St Vincent monitoring,NT,5603.248711,0,0,0,0,50.51501573,0.271618059,1.731993736,P,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8250,19979600,76,4,6,0.285714286,,,,798,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,2723.05859,0,0,0,0,2.443571172,0.172904941,0.476326852,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8231,19979331,34,3,3,0.75,,,,1143,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,8324.377569,0,0,0,0,1.033131962,0.2346266,0.437412457,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8247,19979573,441,12,5,0.072727273,,,,749,FEMALE,2008-02-22,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,2235.972443,0,0,0,0,1.346759356,0.021599584,0.151159503,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8216,19979250,7676,180,9,0.779220779,2859834.736,847159.1344,5894651.465,1045,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,6299.11674,0,0,0,0,3.911917978,0.126978112,0.424559034,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8248,19979582,109,4,6,1,,,,740,MALE,2008-02-22,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,2153.469088,0,0,0,0,1.514301429,0.055361782,0.256998476,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8212,19979102,1012,50,7,0.746268657,1143900.828,267437.7992,2506738.785,1100,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,7388.550476,0,0,0,0,2.443571172,0.058636596,0.303634002,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8215,19979241,3861,93,12,0.402597403,3503357.222,4410916.906,41731168.93,1170,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,8951.29817,0,0,0,0,5.909333145,0.131989688,0.450259546,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8232,19979340,164,4,5,0.061538462,,,,110,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,573.5341003,0,0,0,0,1.346759356,0.058444284,0.24666239,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8341,19979022,3809,230,10,0.142150803,2859835.113,1891332.021,36747005.06,770,FEMALE,2008-02-21,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,2436.767811,0,0,0,0,3.478693978,0.216756839,0.539291057,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8233,19979349,616,8,15,0.01384083,5355961.018,1040285.636,6071140.663,1079,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,6958.645088,0,0,0,0,3.321684429,0.158301912,0.479512336,B,Carnivore,
Carcharhinus cautus,Nervous Shark,shark,A69-1303-8214,19979230,0,0,4,0,,,,905,FEMALE,2008-02-24,-21.9688,113.939,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),DD,4027.217404,1.107323472,1.286900385,1.780702471,2.271876983,2.443571172,1.778074897,0.650492078,B,Carnivore,
Carcharhinus fitzroyensis,Creek Whaler,shark,A69-1601-32039,43603238,20,2,4,0.08,,,,1109,FEMALE,2012-09-21,-19.2821,146.8746,JCU Cleveland Bay,LC,7076.732885,0,0,0,0.848658677,20.35411961,1.512648746,4.539929423,P,Carnivore,
Carcharhinus fitzroyensis,Creek Whaler,shark,A69-1601-32762,43603410,10,1,3,0.04,,,,956,FEMALE,2012-09-19,-19.2791,146.8876,JCU Cleveland Bay,LC,4466.470565,0,0,0,1.429340265,17.12341428,2.124887161,5.339775512,P,Carnivore,
Carcharhinus leucas,Bull Shark,shark,A69-1601-31216,19987770,9592,282,13,0.645308924,100701301.3,4391710.118,108522860.9,690,MALE,2012-03-26,-27.6967,153.2404,Logan River TERN network,NT,1968.262755,0,0,0,0,17.30938985,0.111980143,0.645221311,P,Carnivore,
Carcharhinus leucas,Bull Shark,shark,A69-9002-1460,11128720,601,37,28,0.010136986,2996357899,886242357.6,6656836074,3050,FEMALE,2012-01-10,-33.8617,151.2451,NSW DPI Movements of Coastal Sharks,NT,191457.0576,0,0,4.099466251,10.77147567,285.7499191,12.60737056,29.66723546,P,Carnivore,
