"","G.species","Length_cm","body.mass.kg","sex","tag_id","tag_project_name","tag.type","num_det","days_det","num_stations","DI","ReleaseDate","release_latitude","release_longitude","days.at.liberty","dis_min","dis_25","dis_50","dis_75","dis_max","dis_mean","dis_sd","Habitat","Trophic.group","Common.Name","vel_min","vel_25","vel_50","vel_75","vel_max","vel_mean","vel_sd","subclass","superorder","order","family","Genus","species","IUCN_Scientific_name","size.at.mat","max.size","pup.size","length.weight.a","length.weight.b","habitat","habitat2","min.depth","max.depth","median.depth","range.depth","min.lat","max.lat","range.lat","area","age.mat","max.age","k","bearing.mode","trophic.mode","repro.coarse","mode","breeding.interval","development","litter.size","median.ED","Red.List.status.new"
"1","Manta_alfredi",370,64.17017759,"F","60492759","UQ Project Manta east Australia","PassAcoustic",2017,22,6,0.176,NA,-24.1143,152.7087,125,0,0,0,3.05e-05,1.715657089,0.043372084,0.195185485,"P","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Carcharhinus_obscurus",209,112.0711427,"F","51052388","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",3,1,1,0.000273973,2004-10-13,-30.2937,153.173,3649,0,0,0,2.749662847,10.99865139,2.749662847,5.499325694,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_obscurus","Carcharhinus obscurus",279.3,357.2,85,0.0014,3.34,"Shelf","Pelagic",1,400,200.5,399,-45.33083212,43.56777954,88.89861166,13788400,20.5,34,0.043,"live-bearing","matrotroph","matrotrophic_lb","Placental",3,24,10,16.69311484,"VU"
"3","Carcharhinus_obscurus",328,451.1198664,"F","51052332","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",8,1,3,0.000273973,NA,-30.2937,153.173,3649,0,0,0,0.799364181,44.51582141,5.765329904,15.66176959,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_obscurus","Carcharhinus obscurus",279.3,357.2,85,0.0014,3.34,"Shelf","Pelagic",1,400,200.5,399,-45.33083212,43.56777954,88.89861166,13788400,20.5,34,0.043,"live-bearing","matrotroph","matrotrophic_lb","Placental",3,24,10,16.69311484,"VU"
"4","Carcharhinus_obscurus",349,546.4775751,"F","51052320","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",10,1,2,0.000273973,2002-09-13,-30.2937,153.173,3649,0,0,0,0,261.8893353,33.54470812,82.49775692,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_obscurus","Carcharhinus obscurus",279.3,357.2,85,0.0014,3.34,"Shelf","Pelagic",1,400,200.5,399,-45.33083212,43.56777954,88.89861166,13788400,20.5,34,0.043,"live-bearing","matrotroph","matrotrophic_lb","Placental",3,24,10,16.69311484,"VU"
"5","Carcharhinus_plumbeus",215,124.0702461,"F","51052408","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",21,1,2,0.000273973,2004-07-13,-30.2937,153.173,3649,0,0,0,0,43.00140862,1.904218689,8.960405414,"P","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_plumbeus","Carcharhinus plumbeus",176,226.5,52.5,0.0014,3.34,"Shelf","Pelagic",1,280,140.5,279,-37.27911462,45.79730606,83.07642068,21432300,11.4,22.4,0.093,"live-bearing","matrotroph","matrotrophic_lb","Placental",2,12,7.9,18.47931729,"VU"
"6","Carcharhinus_plumbeus",163,51.57894227,"F","51052272","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",9,1,5,0.000273973,2002-08-13,-30.2937,153.173,3649,0,0,0,14.14646188,286.6112198,34.18044658,85.81629779,"P","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_plumbeus","Carcharhinus plumbeus",176,226.5,52.5,0.0014,3.34,"Shelf","Pelagic",1,280,140.5,279,-37.27911462,45.79730606,83.07642068,21432300,11.4,22.4,0.093,"live-bearing","matrotroph","matrotrophic_lb","Placental",2,12,7.9,18.47931729,"VU"
"7","Carcharhinus_plumbeus",193,88.11592314,"F","51052436","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",3,1,3,0.000273973,2005-09-13,-30.2937,153.173,3649,0,0,1.685308301,31.63601298,45.22963709,15.71019167,21.30344479,"P","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_plumbeus","Carcharhinus plumbeus",176,226.5,52.5,0.0014,3.34,"Shelf","Pelagic",1,280,140.5,279,-37.27911462,45.79730606,83.07642068,21432300,11.4,22.4,0.093,"live-bearing","matrotroph","matrotrophic_lb","Placental",2,12,7.9,18.47931729,"VU"
"8","Carcharodon_carcharias",281,256.1960507,"F","130722447","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",5,1,1,0.000273973,2010-06-16,-28.8679,153.5934,3649,0,0,0,0,880.0089847,176.0017969,393.5519821,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"9","Carcharodon_carcharias",213,110.0464268,"F","130722435","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",5,1,1,0.000273973,2010-01-16,-28.8441,153.6216,3649,0,0,0,0,884.2663196,176.8532639,395.4559202,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"10","Carcharodon_carcharias",215,113.2284228,"F","130722399","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",7,1,1,0.000273973,2008-08-16,-28.8386,153.6126,3649,0,0,0,0,602.8973812,86.12819731,227.873791,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"11","Carcharodon_carcharias",220,121.4527441,"F","130722411","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",4,1,1,0.000273973,2009-06-16,-32.1257,152.5148,3649,0,0,0,126.5149405,506.0597621,126.5149405,253.0298811,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"12","Carcharodon_carcharias",205,97.91910409,"F","130722381","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",4,1,1,0.000273973,NA,-32.144,152.5106,3649,0,0,0,56.33609796,225.3443918,56.33609796,112.6721959,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"13","Carcharodon_carcharias",280,253.4254058,"F","130722357","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",3,1,1,0.000273973,2006-02-16,-29.0705,153.4481,3649,0,0,0,64.3122578,128.6245156,42.87483853,74.2613987,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"14","Carcharodon_carcharias",305,328.9521013,"F","130722372","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",4,1,1,0.000273973,2007-06-16,-28.2892,153.5984,3649,0,0,0,166.5535619,666.2142477,166.5535619,333.1071238,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"15","Carcharodon_carcharias",250,179.3639591,"F","130722450","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",5,1,1,0.000273973,2010-08-16,-28.8746,153.6036,3649,0,0,0,0,880.4840142,176.0968028,393.7644218,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"16","Carcharodon_carcharias",152,39.32249793,"F","130722423","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",10,1,2,0.000273973,2009-07-16,-32.1514,152.5107,3649,0,0,0,0,503.3050905,50.41233605,159.1305011,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"17","Carcharodon_carcharias",172,57.32973286,"F","130722432","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",4,1,1,0.000273973,NA,-28.8718,153.6044,3649,0,0,0,219.7911773,879.1647092,219.7911773,439.5823546,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"18","Carcharodon_carcharias",313,355.9822835,"F","130722459","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",7,1,1,0.000273973,NA,-28.872,153.5907,3649,0,0,0,0,879.0867032,125.5838147,332.2635425,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"19","Carcharodon_carcharias",197,86.72416854,"F","130722426","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",6,1,2,0.000273973,2009-08-16,-32.1585,152.5091,3649,0,0,0,0.613702504,502.5260396,83.89071826,205.0888463,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"20","Carcharodon_carcharias",22,0.1082448721,"F","130722231","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",5,1,1,0.000273973,NA,-29.0358,153.479,3649,0,0,0,0,130.3981597,26.07963194,58.31582985,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"21","Carcharhinus_obscurus",125,22.892526,"F","3084709","Gulf St Vincent monitoring","PassAcoustic",4,1,1,0.000347343,NA,-34.6042,138.1841,2878,0,0,0,4.594735472,18.37894189,4.594735472,9.189470944,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_obscurus","Carcharhinus obscurus",279.3,357.2,85,0.0014,3.34,"Shelf","Pelagic",1,400,200.5,399,-45.33083212,43.56777954,88.89861166,13788400,20.5,34,0.043,"live-bearing","matrotroph","matrotrophic_lb","Placental",3,24,10,16.69311484,"VU"
"22","Carcharhinus_brachyurus",85,4.387730996,"F","757302","Gulf St Vincent monitoring","PassAcoustic",9,1,1,0.00047259,NA,-34.6042,138.1841,2115,0,0,0,0,28.67861629,3.186512922,9.559538765,"P","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_brachyurus","Carcharhinus brachyurus",206.1,275,65,0.014,2.9,"Shelf","Pelagic",1,100,50.5,99,-52.5772655,45.79730606,98.37457156,7865880,20.9,34.5,0.049,"live-bearing","matrotroph","matrotrophic_lb","Placental",2,18,16.6,25.07939095,"NT"
"23","Carcharhinus_obscurus",352,561.123692,"F","51052352","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",195,2,4,0.000547945,NA,-30.2937,153.173,3650,0,0,0,0,166.0040324,1.495743551,14.69255355,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_obscurus","Carcharhinus obscurus",279.3,357.2,85,0.0014,3.34,"Shelf","Pelagic",1,400,200.5,399,-45.33083212,43.56777954,88.89861166,13788400,20.5,34,0.043,"live-bearing","matrotroph","matrotrophic_lb","Placental",3,24,10,16.69311484,"VU"
"24","Carcharhinus_plumbeus",189,82.45588268,"F","51052264","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",15,2,2,0.000547945,2002-07-13,-30.2937,153.173,3650,0,0,0,0,300.8112474,24.11103995,78.1347394,"P","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus_plumbeus","Carcharhinus plumbeus",176,226.5,52.5,0.0014,3.34,"Shelf","Pelagic",1,280,140.5,279,-37.27911462,45.79730606,83.07642068,21432300,11.4,22.4,0.093,"live-bearing","matrotroph","matrotrophic_lb","Placental",2,12,7.9,18.47931729,"VU"
"25","Carcharodon_carcharias",350,500.5249032,"F","130722408","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",10,2,2,0.000547945,2008-10-16,-28.8969,153.5728,3650,0,0,0,0,595.6696873,87.51175037,198.9780541,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"26","Carcharodon_carcharias",214,111.6298044,"F","130722417","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",8,2,3,0.000547945,2009-06-16,-32.1456,152.51,3650,0,0,0,56.51967236,727.705205,119.0133228,258.075983,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"27","Carcharodon_carcharias",256,192.819099,"F","130722414","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",15,2,3,0.000547945,2009-06-16,-32.1431,152.5137,3650,0,0,0.800746386,0.805020787,225.5614234,15.5190159,58.10775466,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"28","Carcharodon_carcharias",245,168.6454825,"F","130722354","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",20,2,5,0.000547945,NA,-29.0927,153.4376,3650,0,0,0,0.615592035,449.2940437,38.94912834,111.7652478,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"29","Carcharodon_carcharias",305,328.9521013,"F","130722369","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",12,2,3,0.000547945,2007-05-16,-28.9075,153.5639,3650,0,0,0,0.800746386,594.0743135,73.11001315,182.932731,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"30","Carcharodon_carcharias",298,306.4627966,"F","130722360","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",9,2,2,0.000547945,2007-04-16,-28.8883,153.5865,3650,0,0,0,0,148.8133717,16.7278961,49.5353871,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"31","Carcharodon_carcharias",305,328.9521013,"F","130722402","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",16,2,4,0.000547945,2008-09-16,-28.8802,153.5942,3650,0,0,0,0,732.0147671,49.14172142,174.0367999,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"32","Carcharodon_carcharias",290,282.0538607,"F","130722384","NSW DPI (Whaler, White and Tiger Shark Program)","PassAcoustic",12,2,4,0.000547945,NA,-32.1588,152.5092,3650,0,0.201255197,0.805020787,0.805020787,450.2974255,68.88126638,143.2855465,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Lamniformes","Lamnidae","Carcharodon","Carcharodon_carcharias","Carcharodon carcharias",445,600,121.5,0.01,3.04,"Shelf","Pelagic",1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,"live-bearing","matrotroph","matrotrophic_lb","Oophagy",2,18,10,70.21617172,"VU"
"33","Heterodontus_portusjacksoni",109,8.845456985,"F","128688645","MQ Port Jackson shark movements and social networks","PassAcoustic",68,2,12,0.000547945,NA,-33.8007,151.2765,3650,0,0,0,0.820281223,281.0992701,4.602644287,33.56115029,"B","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus_portusjacksoni","Heterodontus portusjacksoni",87.5,123,23,0.00389,3.12,"Shelf","Coastal and Continental",1,275,138,274,-45.33083212,-26.88899591,18.4418362,1324870,12.5,NA,0.082,"egg-laying","lecithotroph","egg-laying","Egg-Laying",1,12,13.5,49.05287477,"LC"
"34","Heterodontus_portusjacksoni",105,7.871549202,"F","128688625","MQ Port Jackson shark movements and social networks","PassAcoustic",122,2,15,0.000547945,NA,-33.8007,151.2765,3650,0,0,0.218340042,0.802710118,278.6453905,2.755512088,25.20442479,"B","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus_portusjacksoni","Heterodontus portusjacksoni",87.5,123,23,0.00389,3.12,"Shelf","Coastal and Continental",1,275,138,274,-45.33083212,-26.88899591,18.4418362,1324870,12.5,NA,0.082,"egg-laying","lecithotroph","egg-laying","Egg-Laying",1,12,13.5,49.05287477,"LC"
"35","Notorynchus_cepedianus",103.3,5.239381314,"F","110519737","Chondrichthyan monitoring of south-east Australia","PassAcoustic",19,2,4,0.000547945,NA,-42.7979,147.5003,3650,0,0,0,0.401474977,69.24721027,3.813637434,15.84897899,"P","Top",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Squalimorphs","Hexanchiformes","Hexanchidae","Notorynchus","Notorynchus_cepedianus","Notorynchus cepedianus",231,291,40,0.0068,3,"Shelf","Coastal and Continental",1,136,68.5,135,-57.61562783,56.79211426,114.4077421,5976450,16,28.5,0.291,"live-bearing","lecithotroph","lecithotrophic_lb","Yolk-sac Live-bearing",2,12,88.5,105.6322311,"THR"
"36","Orectolobus_maculatus",84.3,3.967634283,"F","700051","AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR)","PassAcoustic",350,1,5,0.000547945,NA,-33.8691,151.202,1825,0,0.125005818,0.127710537,0.221900358,11.57072005,0.178403802,0.615037536,"B","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Orectolobiformes","Orectolobidae","Orectolobus","Orectolobus_maculatus","Orectolobus maculatus",117.5,170,22.5,0.00389,3.12,"Shelf","Coastal and Continental",1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,"live-bearing","lecithotroph","lecithotrophic_lb","Yolk-sac Live-bearing",3,10.5,37,28.16013876,"LC"
"37","Orectolobus_maculatus",53,0.9325890556,"F","700036","AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR)","PassAcoustic",104,1,6,0.000547945,2010-09-09,-33.8007,151.2951,1825,0,0,0.086353981,0.132153814,0.926733145,0.102147797,0.109204024,"B","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Orectolobiformes","Orectolobidae","Orectolobus","Orectolobus_maculatus","Orectolobus maculatus",117.5,170,22.5,0.00389,3.12,"Shelf","Coastal and Continental",1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,"live-bearing","lecithotroph","lecithotrophic_lb","Yolk-sac Live-bearing",3,10.5,37,28.16013876,"LC"
"38","Orectolobus_maculatus",123,12.89595619,"F","700006","AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR)","PassAcoustic",199,1,10,0.000547945,2010-08-09,-33.7991,151.2814,1825,0,0.082688976,0.105357221,0.165719322,1.250175983,0.1280084,0.121245171,"B","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Orectolobiformes","Orectolobidae","Orectolobus","Orectolobus_maculatus","Orectolobus maculatus",117.5,170,22.5,0.00389,3.12,"Shelf","Coastal and Continental",1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,"live-bearing","lecithotroph","lecithotrophic_lb","Yolk-sac Live-bearing",3,10.5,37,28.16013876,"LC"
"39","Stegostoma_fasciatum",200,58.77101454,"F","17928244","Leopard shark Stegostoma East Coast","PassAcoustic",3,1,2,0.000613874,NA,-27.4236,153.5472,1628,0,2.331501194,4.663002388,7.650704946,10.6384075,5.100469964,5.332678686,"B","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Orectolobiformes","Stegostomatidae","Stegostoma","Stegostoma_fasciatum","Stegostoma fasciatum",170,235,28,0.00389,3.12,"Shelf","Coastal and Continental",1,62,31.5,61,-35.31058855,34.79100037,70.10158892,10512600,NA,NA,NA,"egg-laying","lecithotroph","egg-laying","Egg-Laying",NA,NA,NA,53.81874431,"VU"
"40","Stegostoma_fasciatum",200,58.77101454,"F","17928228","Leopard shark Stegostoma East Coast","PassAcoustic",23,1,4,0.000613874,2002-12-12,-27.4236,153.5472,1628,0,0,0,0,540.1757386,38.7755669,122.607531,"B","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,"sharks","Galeomorphs","Orectolobiformes","Stegostomatidae","Stegostoma","Stegostoma_fasciatum","Stegostoma fasciatum",170,235,28,0.00389,3.12,"Shelf","Coastal and Continental",1,62,31.5,61,-35.31058855,34.79100037,70.10158892,10512600,NA,NA,NA,"egg-laying","lecithotroph","egg-laying","Egg-Laying",NA,NA,NA,53.81874431,"VU"
