Himantura_uarnacoides,Pateobatis_uarnacoides
Himantura_uarnak,Himantura_uarnak
Himantura_undulata,Himantura_undulata
Himantura_walga,Brevitrygon_walga
Makararaja_chindwinensis,Makararaja_chindwinensis
Neotrygon_annotata,Neotrygon_annotata
Neotrygon_kuhlii,Neotrygon_kuhlii
Neotrygon_leylandi,Neotrygon_leylandi
Neotrygon_ningalooensis,Neotrygon_ningalooensis
Neotrygon_picta,Neotrygon_picta
Pastinachus_atrus,Pastinachus_ater
Pastinachus_gracilicaudus,Pastinachus_gracilicaudus
Pastinachus_sephen,Pastinachus_sephen
Pastinachus_solocirostris,Pastinachus_solocirostris
Pastinachus_stellurostris,Pastinachus_stellurostris
Pteroplatytrygon_violacea,Pteroplatytrygon_violacea
Taeniura_lymma,Taeniura_lymma
Taeniurops_grabata,Taeniurops_grabatus
Taeniurops_meyeni,Taeniurops_meyeni
Urogymnus_asperrimus,Urogymnus_asperrimus
Urogymnus_ukpam,Fontitrygon_ukpam
Gymnura_afuerae,Gymnura_afuerae
Gymnura_altavela,Gymnura_altavela
Gymnura_australis,Gymnura_australis
Gymnura_bimaculata,Gymnura_bimaculata
Gymnura_crebripunctata,Gymnura_crebripunctata
Gymnura_crooki,Gymnura_crooki
Gymnura_hirundo,Gymnura_hirundo
Gymnura_japonica,Gymnura_japonica
Gymnura_marmorata,Gymnura_marmorata
Gymnura_micrura,Gymnura_micrura
Gymnura_natalensis,Gymnura_natalensis
Gymnura_poecilura,Gymnura_poecilura
Gymnura_tentaculata,Gymnura_tentaculata
Gymnura_zonura,Gymnura_zonura
Hexatrygon_bickelli,Hexatrygon_bickelli
Manta_alfredi,Mobula_alfredi
Manta_birostris,Mobula_birostris
Mobula_diabolus,Mobula_diabolus
Mobula_eregoodootenkee,Mobula_eregoodootenkee
Mobula_hypostoma,Mobula_hypostoma
Mobula_japanica,Mobula_japanica
Mobula_kuhlii,Mobula_kuhlii
Mobula_mobular,Mobula_mobular
Mobula_munkiana,Mobula_munkiana
Mobula_rochebrunei,Mobula_rochebrunei
Mobula_tarapacana,Mobula_tarapacana
Mobula_thurstoni,Mobula_thurstoni
Aetomylaeus_maculatus,Aetomylaeus_maculatus
Aetomylaeus_nichofii,Aetomylaeus_nichofii
Aetomylaeus_vespertilio,Aetomylaeus_vespertilio
Myliobatis_aquila,Myliobatis_aquila
Myliobatis_australis,Myliobatis_australis
Myliobatis_californicus,Myliobatis_californicus
Myliobatis_chilensis,Myliobatis_chilensis
Myliobatis_freminvillei,Myliobatis_freminvillei
Myliobatis_goodei,Myliobatis_goodei
Myliobatis_hamlyni,Myliobatis_hamlyni
Myliobatis_longirostris,Myliobatis_longirostris
Myliobatis_peruvianus,Myliobatis_peruvianus
Myliobatis_rhombus,Myliobatis_rhombus
Myliobatis_ridens,Myliobatis_ridens
Myliobatis_tenuicaudatus,Myliobatis_tenuicaudatus
Myliobatis_tobijei,Myliobatis_tobijei
Pteromylaeus_asperrimus,Aetomylaeus_asperrimus
Pteromylaeus_bovinus,Aetomylaeus_bovinus
Plesiobatis_daviesi,Plesiobatis_daviesi
Heliotrygon_gomesi,Heliotrygon_gomesi
Heliotrygon_rosai,Heliotrygon_rosai
Himantura_pacifica,Styracura_pacifica
Himantura_schmardae,Styracura_schmardae
Paratrygon_aiereba,Paratrygon_aiereba
Plesiotrygon_iwamae,Plesiotrygon_iwamae
Plesiotrygon_nana,Plesiotrygon_nana
Potamotrygon_boesemani,Potamotrygon_boesemani
Potamotrygon_brachyura,Potamotrygon_brachyura
Potamotrygon_castexi,Potamotrygon_castexi
Potamotrygon_constellata,Potamotrygon_constellata
Potamotrygon_dumerilii,Potamotrygon_dumerilii
Potamotrygon_falkneri,Potamotrygon_falkneri
Potamotrygon_henlei,Potamotrygon_henlei
Potamotrygon_histrix,Potamotrygon_histrix
Potamotrygon_humerosa,Potamotrygon_humerosa
Potamotrygon_leopoldi,Potamotrygon_leopoldi
Potamotrygon_magdalenae,Potamotrygon_magdalenae
Potamotrygon_marinae,Potamotrygon_marinae
Potamotrygon_motoro,Potamotrygon_motoro
Potamotrygon_ocellata,Potamotrygon_ocellata
Potamotrygon_orbignyi,Potamotrygon_orbignyi
Potamotrygon_schroederi,Potamotrygon_schroederi
Potamotrygon_schuhmacheri,Potamotrygon_schuhmacheri
Potamotrygon_scobina,Potamotrygon_scobina
Potamotrygon_signata,Potamotrygon_signata
Potamotrygon_tatianae,Potamotrygon_tatianae
Potamotrygon_tigrina,Potamotrygon_tigrina
Potamotrygon_yepezi,Potamotrygon_yepezi
Rhinoptera_adspersa,Rhinoptera_adspersa
Rhinoptera_bonasus,Rhinoptera_bonasus
Rhinoptera_brasiliensis,Rhinoptera_brasiliensis
Rhinoptera_hainanensis,Rhinoptera_hainanensis
Rhinoptera_javanica,Rhinoptera_javanica
Rhinoptera_jayakari,Rhinoptera_jayakari
Rhinoptera_marginata,Rhinoptera_marginata
Rhinoptera_neglecta,Rhinoptera_neglecta
Rhinoptera_peli,Rhinoptera_peli
Rhinoptera_sewelli,Rhinoptera_sewelli
Rhinoptera_steindachneri,Rhinoptera_steindachneri
Trygonoptera_galba,Trygonoptera_galba
Trygonoptera_imitata,Trygonoptera_imitata
Trygonoptera_mucosa,Trygonoptera_mucosa
Trygonoptera_ovalis,Trygonoptera_ovalis
Trygonoptera_personata,Trygonoptera_personata
Trygonoptera_testacea,Trygonoptera_testacea
Urolophus_armatus,Spinilophus_armatus
Urolophus_aurantiacus,Urolophus_aurantiacus
Urolophus_bucculentus,Urolophus_bucculentus
Urolophus_circularis,Urolophus_circularis
Urolophus_cruciatus,Urolophus_cruciatus
Urolophus_deforgesi,Urolophus_deforgesi
Urolophus_expansus,Urolophus_expansus
Urolophus_flavomosaicus,Urolophus_flavomosaicus
Urolophus_gigas,Urolophus_gigas
Urolophus_javanicus,Urolophus_javanicus
Urolophus_kaianus,Urolophus_kaianus
Urolophus_kapalensis,Urolophus_kapalensis
Urolophus_lobatus,Urolophus_lobatus
Urolophus_mitosis,Urolophus_mitosis
Urolophus_neocaledoniensis,Urolophus_neocaledoniensis
Urolophus_orarius,Urolophus_orarius
Urolophus_papilio,Urolophus_papilio
Urolophus_paucimaculatus,Urolophus_paucimaculatus
Urolophus_piperatus,Urolophus_piperatus
Urolophus_sufflavus,Urolophus_sufflavus
Urolophus_viridis,Urolophus_viridis
Urolophus_westraliensis,Urolophus_westraliensis
Urobatis_concentricus,Urobatis_concentricus
Urobatis_halleri,Urobatis_halleri
Urobatis_jamaicensis,Urobatis_jamaicensis
Urobatis_maculatus,Urobatis_maculatus
Urobatis_marmoratus,Urobatis_marmoratus
Urobatis_tumbesensis,Urobatis_tumbesensis
Urotrygon_aspidura,Urotrygon_aspidura
Urotrygon_caudispinosus,Urotrygon_caudispinosus
Urotrygon_chilensis,Urotrygon_chilensis
Urotrygon_cimar,Urotrygon_cimar
Urotrygon_microphthalmum,Urotrygon_microphthalmum
Urotrygon_munda,Urotrygon_munda
Urotrygon_nana,Urotrygon_nana
Urotrygon_peruanus,Urotrygon_peruanus
Urotrygon_reticulata,Urotrygon_reticulata
Urotrygon_rogersi,Urotrygon_rogersi
Urotrygon_serrula,Urotrygon_serrula
Urotrygon_simulatrix,Urotrygon_simulatrix
Urotrygon_venezuelae,Urotrygon_venezuelae
Anacanthobatis_americanus,Schroederobatis_americana
Anacanthobatis_donghaiensis,Anacanthobatis_donghaiensis
Anacanthobatis_folirostris,Springeria_folirostris
Anacanthobatis_longirostris,Springeria_longirostris
Anacanthobatis_marmoratus,Anacanthobatis_marmorata
Anacanthobatis_nanhaiensis,Anacanthobatis_nanhaiensis
Anacanthobatis_ori,Indobatis_ori
Anacanthobatis_stenosoma,Sinobatis_stenosoma
Sinobatis_borneensis,Sinobatis_borneensis
Sinobatis_bulbicauda,Sinobatis_bulbicauda
Sinobatis_caerulea,Sinobatis_caerulea
Sinobatis_filicauda,Sinobatis_filicauda
Sinobatis_melanosoma,Sinobatis_melanosoma
Arhynchobatis_asperrimus,Arhynchobatis_asperrimus
Atlantoraja_castelnaui,Atlantoraja_castelnaui
Atlantoraja_cyclophora,Atlantoraja_cyclophora
Atlantoraja_platana,Atlantoraja_platana
Bathyraja_abyssicola,Bathyraja_abyssicola
Bathyraja_aguja,Bathyraja_aguja
Bathyraja_aleutica,Bathyraja_aleutica
Bathyraja_andriashevi,Bathyraja_andriashevi
Bathyraja_bergi,Bathyraja_bergi
Bathyraja_brachyurops,Bathyraja_brachyurops
Bathyraja_cousseauae,Bathyraja_cousseauae
Bathyraja_diplotaenia,Bathyraja_diplotaenia
Bathyraja_eatonii,Bathyraja_eatonii
Bathyraja_fedorovi,Bathyraja_fedorovi
Bathyraja_griseocauda,Bathyraja_griseocauda
Bathyraja_hesperafricana,Bathyraja_hesperafricana
Bathyraja_irrasa,Bathyraja_irrasa
Bathyraja_ishiharai,Bathyraja_ishiharai
Bathyraja_isotrachys,Bathyraja_isotrachys
Bathyraja_kincaidii,Bathyraja_kincaidii
Bathyraja_leucomelanos,Bathyraja_leucomelanos
Bathyraja_lindbergi,Bathyraja_lindbergi
Bathyraja_longicauda,Bathyraja_longicauda
Bathyraja_maccaini,Bathyraja_maccaini
Bathyraja_maculata,Bathyraja_maculata
Bathyraja_mariposa,Bathyraja_mariposa
Bathyraja_matsubarai,Bathyraja_matsubarai
Bathyraja_meridionalis,Bathyraja_meridionalis
Bathyraja_microtrachys,Bathyraja_microtrachys
Bathyraja_minispinosa,Bathyraja_minispinosa
Bathyraja_notoroensis,Bathyraja_notoroensis
Bathyraja_pallida,Bathyraja_pallida
Bathyraja_panthera,Bathyraja_panthera
Bathyraja_papilionifera,Bathyraja_papilionifera
Bathyraja_parmifera,Bathyraja_parmifera
Bathyraja_peruana,Bathyraja_peruana
Bathyraja_richardsoni,Bathyraja_richardsoni
Bathyraja_scaphiops,Bathyraja_scaphiops
Bathyraja_schroederi,Bathyraja_schroederi
Bathyraja_shuntovi,Bathyraja_shuntovi
Bathyraja_simoterus,Bathyraja_simoterus
Bathyraja_smirnovi,Bathyraja_smirnovi
Bathyraja_smithii,Bathyraja_smithii
Bathyraja_spinicauda,Bathyraja_spinicauda
Bathyraja_spinosissima,Bathyraja_spinosissima
Bathyraja_trachouros,Bathyraja_trachouros
Bathyraja_trachura,Bathyraja_trachura
Bathyraja_tunae,Bathyraja_tunae
Bathyraja_tzinovskii,Bathyraja_tzinovskii
Bathyraja_violacea,Bathyraja_violacea
Brochiraja_aenigma,Brochiraja_aenigma
Brochiraja_albilabiata,Brochiraja_albilabiata
Brochiraja_asperula,Brochiraja_asperula
Brochiraja_heuresa,Brochiraja_heuresa
Brochiraja_leviveneta,Brochiraja_leviveneta
Brochiraja_microspinifera,Brochiraja_microspinifera
Brochiraja_spinifera,Brochiraja_spinifera
Brochiraja_vittacauda,Brochiraja_vittacauda
Insentiraja_laxipella,Insentiraja_laxipella
Insentiraja_subtilispinosa,Insentiraja_subtilispinosa
Irolita_waitii,Irolita_waitii
Irolita_westraliensis,Irolita_westraliensis
Notoraja_alisae,Notoraja_alisae
Notoraja_azurea,Notoraja_azurea
Notoraja_fijiensis,Notoraja_fijiensis
Notoraja_hirticauda,Notoraja_hirticauda
Notoraja_inusitata,Notoraja_inusitata
Notoraja_lira,Notoraja_lira
Notoraja_longiventralis,Notoraja_longiventralis
Notoraja_ochroderma,Notoraja_ochroderma
Notoraja_sapphira,Notoraja_sapphira
Notoraja_sticta,Notoraja_sticta
Notoraja_tobitukai,Notoraja_tobitukai
Pavoraja_alleni,Pavoraja_alleni
Pavoraja_arenaria,Pavoraja_arenaria
Pavoraja_mosaica,Pavoraja_mosaica
Pavoraja_nitida,Pavoraja_nitida
Pavoraja_pseudonitida,Pavoraja_pseudonitida
Pavoraja_umbrosa,Pavoraja_umbrosa
Psammobatis_bergi,Psammobatis_bergi
Psammobatis_extenta,Psammobatis_extenta
Psammobatis_lentiginosa,Psammobatis_lentiginosa
Psammobatis_normani,Psammobatis_normani
Psammobatis_parvacauda,Psammobatis_parvacauda
Psammobatis_rudis,Psammobatis_rudis
Psammobatis_rutrum,Psammobatis_rutrum
Psammobatis_scobina,Psammobatis_scobina
Pseudoraja_fischeri,Pseudoraja_fischeri
Rhinoraja_albomaculata,Bathyraja_albomaculata
Rhinoraja_kujiensis,Rhinoraja_kujiensis
Rhinoraja_longicauda,Rhinoraja_longicauda
Rhinoraja_macloviana,Batyraja_macloviana
Rhinoraja_magellanica,Bathyraja_magellinca
Rhinoraja_multispinis,Bathyraja_multispinis
Rhinoraja_murrayi,Bathyraja_marrayi
Rhinoraja_odai,Rhinoraja_odai
Rhinoraja_taranetzi,Rhinoraja_taranetzi
Rioraja_agassizii,Rioraja_agassizii
Sympterygia_acuta,Sympterygia_acuta
Sympterygia_bonapartii,Sympterygia_bonapartii
Sympterygia_brevicaudata,Sympterygia_brevicaudata
Sympterygia_lima,Sympterygia_lima
Cruriraja_andamanica,Cruriraja_andamanica
Cruriraja_atlantis,Cruriraja_atlantis
Cruriraja_cadenati,Cruriraja_cadenati
Cruriraja_durbanensis,Cruriraja_durbanensis
Cruriraja_hulleyi,Cruriraja_hulleyi
Cruriraja_parcomaculata,Cruriraja_parcomaculata
Cruriraja_poeyi,Cruriraja_poeyi
Cruriraja_rugosa,Cruriraja_rugosa
Fenestraja_atripinna,Fenestraja_atripinna
Fenestraja_cubensis,Fenestraja_cubensis
Fenestraja_ishiyamai,Fenestraja_ishiyamai
Fenestraja_maceachrani,Fenestraja_maceachrani
Fenestraja_mamillidens,Fenestraja_mamillidens
Fenestraja_plutonia,Fenestraja_plutonia
Fenestraja_sibogae,Fenestraja_sibogae
Fenestraja_sinusmexicanus,Fenestraja_sinusmexicanus
Gurgesiella_atlantica,Gurgesiella_atlantica
Gurgesiella_dorsalifera,Gurgesiella_dorsalifera
Gurgesiella_furvescens,Gurgesiella_furvescens
Amblyraja_badia,Amblyraja_badia
Amblyraja_doellojuradoi,Amblyraja_doellojuradoi
Amblyraja_frerichsi,Amblyraja_frerichsi
Amblyraja_georgiana,Amblyraja_georgiana
Amblyraja_hyperborea,Amblyraja_hyperborea
Amblyraja_jenseni,Amblyraja_jenseni
Amblyraja_radiata,Amblyraja_radiata
Amblyraja_reversa,Amblyraja_reversa
Amblyraja_robertsi,Amblyraja_robertsi
Amblyraja_taaf,Amblyraja_taaf
Beringraja_binoculata,Beringraja_binoculata
Beringraja_pulchra,Beringraja_pulchra
Breviraja_claramaculata,Breviraja_claramaculata
Breviraja_colesi,Breviraja_colesi
Breviraja_nigriventralis,Breviraja_nigriventralis
Breviraja_spinosa,Breviraja_spinosa
Dactylobatus_armatus,Dactylobatus_armatus
Dactylobatus_clarkii,Dactylobatus_clarkii
Dentiraja_flindersi,Dentiraja_flindersi
Dentiraja_lemprieri,Dentiraja_lemprieri
Dipturus_acrobelus,Dipturus_acrobelus
Dipturus_apricus,Dipturus_apricus
Dipturus_australis,Dentiraja_australis
Dipturus_batis,Dipturus_batis
Dipturus_bullisi,Dipturus_bullisi
Dipturus_campbelli,Dipturus_campbelli
Dipturus_canutus,Dipturus_canutus
Dipturus_cerva,Dentiraja_cerva
Dipturus_confusus,Dentiraja_confusa
Dipturus_crosnieri,Dipturus_crosnieri
Dipturus_doutrei,Dipturus_doutrei
Dipturus_ecuadoriensis,Dipturus_ecuadoriensis
Dipturus_endeavouri,Dentiraja_endeavouri
Dipturus_falloargus,Dentiraja_falloarga
Dipturus_flavirostris,Dipturus_flavirostris
Dipturus_garricki,Dipturus_garricki
Dipturus_gigas,Dipturus_gigas
Dipturus_grahami,Dipturus_grahami
Dipturus_gudgeri,Dipturus_gudgeri
Dipturus_healdi,Dentiraja_healdi
Dipturus_innominatus,Dipturus_innominatus
Dipturus_intermedia,Dipturus_intermedius
Dipturus_johannisdavesi,Dipturus_johannisdavisi
Dipturus_kwangtungensis,Dipturus_kwangtungensis
Dipturus_laevis,Dipturus_laevis
Dipturus_lanceorostratus,Dipturus_lanceorostratus
Dipturus_leptocaudus,Dipturus_leptocaudus
Dipturus_macrocauda,Dipturus_macrocaudus
Dipturus_melanospilus,Dipturus_melanospilus
Dipturus_mennii,Dipturus_mennii
Dipturus_nidarosiensis,Dipturus_nidarosiensis
Dipturus_oculus,Dentiraja_oculata
Dipturus_olseni,Dipturus_olseni
Dipturus_oregoni,Dipturus_oregoni
Dipturus_oxyrinchus,Dipturus_oxyrinchus
Dipturus_polyommata,Dentiraja_polyommata
Dipturus_pullopunctata,Dipturus_pullopunctatus
Dipturus_queenslandicus,Dipturus_queenslandicus
Dipturus_springeri,Dipturus_springeri
Dipturus_stenorhynchus,Dipturus_stenorhynchus
Dipturus_teevani,Dipturus_teevani
Dipturus_tengu,Dipturus_tengu
Dipturus_trachydermus,Dipturus_trachydermus
Dipturus_wengi,Dipturus_wengi
Dipturus_wuhanlingi,Dipturus_wuhanlingi
Hongeo_koreana,Hongeo_koreana
Leucoraja_caribbaea,Leucoraja_caribbaea
Leucoraja_circularis,Leucoraja_circularis
Leucoraja_compagnoi,Leucoraja_compagnoi
Leucoraja_erinacea,Leucoraja_erinacea
Leucoraja_fullonica,Leucoraja_fullonica
Leucoraja_garmani,Leucoraja_garmani
Leucoraja_lentiginosa,Leucoraja_lentiginosa
Leucoraja_leucosticta,Leucoraja_leucosticta
Leucoraja_melitensis,Leucoraja_melitensis
Leucoraja_naevus,Leucoraja_naevus
Leucoraja_ocellata,Leucoraja_ocellata
Leucoraja_pristispina,Leucoraja_pristispina
Leucoraja_virginica,Leucoraja_virginica
Leucoraja_wallacei,Leucoraja_wallacei
Leucoraja_yucatanensis,Leucoraja_yucatanensis
Malacoraja_kreffti,Malacoraja_kreffti
Malacoraja_obscura,Malacoraja_obscura
Malacoraja_senta,Malacoraja_senta
Malacoraja_spinacidermis,Malacoraja_spinacidermis
Neoraja_africana,Neoraja_africana
Neoraja_caerulea,Neoraja_caerulea
Neoraja_carolinensis,Neoraja_carolinensis
Neoraja_iberica,Neoraja_iberica
Neoraja_stehmanni,Neoraja_stehmanni
Okamejei_acutispina,Okamejei_acutispina
Okamejei_arafurensis,Okamejei_arafurensis
Okamejei_boesemani,Okamejei_boesemani
Okamejei_cairae,Okamejei_cairae
Okamejei_heemstrai,Okamejei_heemstrai
Okamejei_hollandi,Okamejei_hollandi
Okamejei_jensenae,Orbiraja_jensenae
Okamejei_kenojei,Okamejei_kenojei
Okamejei_leptoura,Okamejei_leptoura
Okamejei_meerdervoortii,Okamejei_meerdervoortii
Okamejei_mengae,Okamejei_mengae
Okamejei_philipi,Orbiraja_philipi
Okamejei_pita,Raja_pita
Okamejei_porosa,Okamejei_porosa
Okamejei_powelli,Orbiraja_powelli
Okamejei_schmidti,Okamejei_schmidti
Raja_ackleyi,Rostroraja_ackleyi
Raja_africana,Raja_africana
Raja_asterias,Raja_asterias
Raja_atriventralis,Raja_atriventralis
Raja_bahamensis,Rostroraja_bahamensis
Raja_brachyura,Raja_brachyura
Raja_cervigoni,Rostroraja_cervigoni
Raja_chinensis,Dipturus_chinensis
Raja_clavata,Raja_clavata
Raja_cortezensis,Beringraja_cortezensis
Raja_eglanteria,Rostroraja_eglanteria
Raja_equatorialis,Rostroraja_equatorialis
Raja_herwigi,Raja_herwigi
Raja_inornata,Beringraja_inornata
Raja_macrorynchus,Raja_macrorynchus
Raja_maderensis,Raja_maderensis
Raja_microocellata,Raja_microocellata
Raja_miraletus,Raja_miraletus
Raja_montagui,Raja_montagui
Raja_polystigma,Raja_polystigma
Raja_radula,Raja_radula
Raja_rhina,Beringraja_rhina
Raja_rondeleti,Raja_rondeleti
Raja_rouxi,Raja_rouxi
Raja_stellulata,Beringraja_stellulata
Raja_straeleni,Raja_straeleni
Raja_texana,Rostroraja_texana
Raja_undulata,Raja_undulata
Raja_velezi,Rostroraja_velezi
Rajella_alia,Raja_alia
Rajella_annandalei,Rajella_annandalei
Rajella_barnardi,Rajella_barnardi
Rajella_bathyphila,Rajella_bathyphila
Rajella_bigelowi,Rajella_bigelowi
Rajella_caudaspinosa,Rajella_caudaspinosa
Rajella_challengeri,Rajella_challengeri
Rajella_dissimilis,Rajella_dissimilis
Rajella_eisenhardti,Rajella_eisenhardti
Rajella_fuliginea,Rajella_fuliginea
Rajella_fyllae,Rajella_fyllae
Rajella_kukujevi,Rajella_kukujevi
Rajella_leopardus,Rajella_leoparda
Rajella_lintea,Rajella_lintea
Rajella_nigerrima,Rajella_nigerrima
Rajella_purpuriventralis,Rajella_purpuriventralis
Rajella_ravidula,Rajella_ravidula
Rajella_sadowskii,Rajella_sadowskii
Rostroraja_alba,Rostroraja_alba
Spiniraja_whitleyi,Spiniraja_whitleyi
Zearaja_argentinensis,Zearaja_argentinensis
Zearaja_chilensis,Zearaja_chilensis
Zearaja_maugeana,Zearaja_maugeana
Zearaja_nasuta,Zearaja_nasuta
Glaucostegus_cemiculus,Glaucostegus_cemiculus
Glaucostegus_granulatus,Glaucostegus_granulatus
Glaucostegus_halavi,Glaucostegus_halavi
Glaucostegus_obtusus,Glaucostegus_obtusus
Glaucostegus_thouin,Glaucostegus_thouin
Glaucostegus_typus,Glaucostegus_typus
Anoxypristis_cuspidata,Anoxypristis_cuspidata
Pristis_clavata,Pristis_clavata
Pristis_pectinata,Pristis_pectinata
Pristis_pristis,Pristis_pristis
Pristis_zijsron,Pristis_zijsron
Rhina_ancylostoma,Rhina_ancylostoma
Rhynchobatus_australiae,Rhynchobatus_australiae
Rhynchobatus_djiddensis,Rhynchobatus_djiddensis
Rhynchobatus_laevis,Rhynchobatus_laevis
Rhynchobatus_luebberti,Rhynchobatus_luebberti
Rhynchobatus_palpebratus,Rhynchobatus_palpebratus
Rhynchobatus_springeri,Rhynchobatus_springeri
Acroteriobatus_annulatus,Acroteriobatus_annulatus
Acroteriobatus_blochii,Acroteriobatus_blochii
Acroteriobatus_leucospilus,Acroteriobatus_leucospilus
Acroteriobatus_ocellatus,Acroteriobatus_ocellatus
Acroteriobatus_salalah,Acroteriobatus_salalah
Acroteriobatus_variegatus,Acroteriobatus_variegatus
Acroteriobatus_zanzibarensis,Acroteriobatus_zanzibarensis
Glaucostegus_microphthalmus,Glaucostegus_microphthalmus
Glaucostegus_spinosus,Glaucostegus_spinosus
Rhinobatos_albomaculatus,Rhinobatos_albomaculatus
Rhinobatos_annandalei,Rhinobatos_annandalei
Rhinobatos_formosensis,Rhinobatos_formosensis
Rhinobatos_glaucostigma,Pseudobatos_glaucostigmus
Rhinobatos_holcorhynchus,Rhinobatos_holcorhynchus
Rhinobatos_horkelii,Pseudobatos_horkelii
Rhinobatos_hynnicephalus,Rhinobatos_hynnicephalus
Rhinobatos_irvinei,Rhinobatos_irvinei
Rhinobatos_jimbaranensis,Rhinobatos_jimbaranensis
Rhinobatos_lentiginosus,Pseudobatos_lentiginosus
Rhinobatos_leucorhynchus,Pseudobatos_leucorhynchus
Rhinobatos_lionotus,Rhinobatos_lionotus
Rhinobatos_nudidorsalis,Rhinobatos_nudidorsalis
Rhinobatos_penggali,Rhinobatos_penggali
Rhinobatos_percellens,Pseudobatos_percellens
Rhinobatos_planiceps,Pseudobatos_planiceps
Rhinobatos_prahli,Pseudobatos_prahli
Rhinobatos_productus,Pseudobatos_productus
Rhinobatos_punctifer,Rhinobatos_punctifer
Rhinobatos_rhinobatos,Rhinobatos_rhinobatos
Rhinobatos_sainsburyi,Rhinobatos_sainsburyi
Rhinobatos_schlegelii,Rhinobatos_schlegelii
Trygonorrhina_melaleuca,Trygonorrhina_melaleuca
Aptychotrema_rostrata,Aptychotrema_rostrata
Aptychotrema_timorensis,Aptychotrema_timorensis
Aptychotrema_vincentiana,Aptychotrema_vincentiana
Trygonorrhina_dumerilii,Trygonorrhina_dumerilii
Trygonorrhina_fasciata,Trygonorrhina_fasciata
Zapteryx_brevirostris,Zapteryx_brevirostris
Zapteryx_exasperata,Zapteryx_exasperata
Zapteryx_xyster,Zapteryx_xyster
Zanobatus_schoenleinii,Zanobatus_schoenleinii
Hypnos_monopterygius,Hypnos_monopterygius
Benthobatis_kreffti,Benthobatis_kreffti
Benthobatis_marcida,Benthobatis_marcida
Benthobatis_moresbyi,Benthobatis_moresbyi
Benthobatis_yangi,Benthobatis_yangi
Diplobatis_colombiensis,Diplobatis_colombiensis
Diplobatis_guamachensis,Diplobatis_guamachensis
Diplobatis_ommata,Diplobatis_ommata
Diplobatis_pictus,Diplobatis_picta
Discopyge_castelloi,Discopyge_castelloi
Discopyge_tschudii,Discopyge_tschudii
Narcine_atzi,Narcine_atzi
Narcine_bancroftii,Narcine_bancroftii
Narcine_bicolor,Narcine_bicolor
Narcine_brasiliensis,Narcine_brasiliensis
Narcine_brevilabiata,Narcine_brevilabiata
Narcine_brunnea,Narcine_brunnea
Narcine_entemedor,Narcine_entemedor
Narcine_firma,Narcine_firma
Narcine_insolita,Narcine_insolita
Narcine_lasti,Narcinops_lasti
Narcine_leoparda,Narcine_leoparda
Narcine_lingula,Narcine_lingula
Narcine_maculata,Narcine_maculata
Narcine_nelsoni,Narcinops_nelsoni
Narcine_nigra,Narcine_nigra
